Tweet,Hate Speech Detected,Explanation (Hate Speech),Motivation of the Author,Explanation (Motivation),Original Label_x,Sentiment,Sentiment Score
I think a 40 year old crack whore cunt would be a more capable #potus than @user,No,", the tweet does not specifically target Black people or contain racial slurs directed at them",No,", the motivation appears to be to insult another individual rather than to express hate or racism",Hate,Negative,-0.6815
I thought you had to fuck 20 different guys to be a hoe 🤔 so that explains why women fine someone better but still…,No,this tweet does not contain racial hate speech against People of African Descent Black people it discusses women and relationships without referencing race or ethnicity,No,the author's motivation does not appear to be hateful or racist it reflects a personal opinion on relationships rather than targeting a specific racial group,Hate,Neutral,0.0258
I wanna start correcting idiots on here saying stupid shit but that's a rabbit hole you never come back from and I have shit to do usually o,No,the tweet does not contain any racial hate speech against People of African Descent Black people it does not reference any race or ethnicity in a derogatory manner,No,the author's motivation for writing the tweet does not appear to be hateful or racist the tweet expresses frustration with general ignorance rather than targeting any specific group,Non-hate,Negative,-0.8555
I was watching a fight on Facebook that was edited and the one bitch got hit so many times they said “combo whore” 💀,No,the tweet does not contain racial hate speech against People of African Descent Black people because it does not reference race or ethnicity in any way,No,the author's motivation for writing the tweet is not hateful or racist because it appears to be a commentary on a fight without any racial implications,Non-hate,Negative,-0.7506
I wish y'all hoes with no self respect would stop putting y'all sex life on twitter bitch be a lady please 🤢,No,this tweet does not contain racial hate speech against People of African Descent it addresses behavior without targeting any specific race or ethnicity,No,the author's motivation does not appear to be hateful or racist it expresses disapproval of certain behaviors rather than animosity towards a racial group,Hate,Negative,-0.696
I won't be satisfied until I'm so famous that I can't go out in public... Cause at least then I'll have a good excuse not to go out,No,this tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation appears to be about personal fame and public life rather than expressing hate or racism,Non-hate,Positive,0.2187
I'd never call a woman a whore because I am grateful for women that enjoy fuccin,No,the tweet does not contain racial hate speech against People of African Descent Black people it discusses women in a general context without any racial implication,No,the author's motivation for writing the tweet does not appear to be hateful or racist it expresses appreciation for women without derogatory intent,Non-hate,Positive,0.2263
"I'll never understand super chauvinistic or super feminist groups... not all men are bad, not all women are bad. #AHSCult",No,the tweet does not contain any racial hate speech against People of African Descent Black people are not mentioned or targeted in any way,No,the author's motivation appears to be a critique of gender groups rather than an expression of hate or racism,Non-hate,Negative,-0.7388
I'm so fucking horny this morning and my big fat cock is so fucking hard need a horny cock sucking slut or whore to cum and suck me off,No,this tweet does not contain racial hate speech against People of African Descent Black people it focuses on sexual content and does not mention race or ethnicity,No,the author's motivation for writing the tweet appears to be sexual rather than hateful or racist as it does not target any specific group based on race or ethnicity,Hate,Negative,-0.9345
"I'm unfollowing, I don't need this kind of negativity in my life",No,the tweet does not contain any references to race or specific groups of people,No,the author's motivation appears to be a personal choice rather than a hateful or racist statement,Non-hate,Negative,-0.5563
"I'm using @user to search, filter, de-duplicate, and code #Twitter #data. running scrapes on #immigration since 2013... Another day another #realDonaldTrump tweetstorm -- or maybe it's another sort of Storm.  Try it for free for at",No,the tweet does not contain any language or references that target or demean People of African Descent,No,the author's motivation appears to be focused on data analysis and not on promoting hate or racism,Non-hate,Positive,0.5106
"I'm voting for Marion Barry for president... That's right, a dead crackhead is a better choice than what's being offered",No,the tweet does not contain racial hate speech against People of African Descent Black people it critiques a political figure without racial language or context,No,the author's motivation for writing the tweet does not appear to be hateful or racist it expresses dissatisfaction with political options rather than targeting a racial group,Non-hate,Negative,-0.34
"ICE arrests 114 in New York operation targeting fugitives, illegal aliens #StopTheInvasion",No,the tweet does not specifically target People of African Descent nor does it contain language that is explicitly racial in nature,No,the author's motivation appears to be focused on immigration enforcement rather than promoting hate or racism,Non-hate,Negative,-0.7579
ICE chief readies national sanctuary city crackdown #AgainstAllEnemies,No,the tweet does not specifically mention or target People of African Descent or any racial group,No,the author's motivation appears to be focused on policy rather than expressing hate or racism,Hate,Neutral,0.0
ICE seeks illegal alien in Colorado fatal hit-and-run who bonded out of jail #PreventableDeath #StopTheInvasion #UncheckedProgressivism #ThereAreMoreOfThemOutThere,No,the tweet does not contain explicit racial hate speech against Black people as it focuses on immigration issues and does not mention race or ethnicity,Yes,the author's motivation appears to be driven by a political stance against immigration rather than a personal hatred or racism towards any racial group,Hate,Negative,-0.7964
IDK if you have to explain the purpose of a huge blob of concrete that was partially built by flattening an immigrant neighborhood then maybe you're doing something wrong.,No,the tweet does not contain racial hate speech against People of African Descent Black people it discusses a concrete structure and its impact on an immigrant neighborhood without targeting any racial group specifically,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to critique urban development rather than express hatred towards any group,Non-hate,Negative,-0.4466
Idea: Let’s fill the lake houses in NH that go unoccupied most of the year with refugees who have no home.,No,this tweet does not contain racial hate speech against People of African Descent as it does not reference race or promote discrimination against any racial group,No,the author's motivation appears to be supportive and humanitarian rather than hateful or racist,Non-hate,Positive,0.4084
Idgaf bout not 1 bitch lol yall hoes can die & i promise I won't b at the funeral 😂😂💯,No,this tweet does not specifically target People of African Descent or contain racial hate speech,No,the author's motivation appears to be expressing frustration or indifference rather than a specific hateful or racist intent,Hate,Positive,0.3485
"Idgaf if you want to block my chick acc. I know im a problematic bitch sometimes but WHORE, this acc is really got…",No,this tweet does not contain racial hate speech against People of African Descent Black people,No,the author's motivation does not appear to be hateful or racist as the language used seems more personal and not directed at any racial group,Non-hate,Negative,-0.9217
"Idiot Ivanka worse than her lying father! Accuses immigrant parents of being  responsible for her father's placing kids in kennels, abusing, killing these kids. #incrediblystupid",No,the tweet does not specifically target People of African Descent and focuses on a political figure's actions and statements rather than race,No,the author's motivation appears to be a critique of political behavior rather than expressing hate or racism,Non-hate,Negative,-0.9558
"If @user doesn't hear us now, they will in November! Stop the open borders madness and #SendThemBack",No,this tweet does not explicitly contain racial hate speech against People of African Descent as it does not reference race or ethnicity directly,No,the author's motivation appears to be focused on immigration policy rather than expressing hatred or racism towards a specific racial group,Hate,Negative,-0.6588
"If I wear a condom with you, just know that's me being blatantly disrespectful to you and your putrid vagina",No,this tweet does not contain racial hate speech against People of African Descent because it does not mention race or ethnicity in any form,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to be directed at an individual rather than a group based on race,Hate,Neutral,0.0
If feminazis put the same effort into working as they did bitching about patriarchy then maybe they would actually deserve equal pay.,No,this tweet does not contain racial hate speech against People of African Descent Black people it addresses gender issues rather than race,No,the author's motivation for writing the tweet does not appear to be hateful or racist it critiques a specific group based on their gender activism rather than promoting racial hatred,Hate,Negative,-0.3612
"If he likes cheese on his pizza, he's an asshole. 🍕",No,the tweet does not mention race or any specific group of people,No,the author's motivation appears to be a critique of a food preference rather than a hateful or racist sentiment,Non-hate,Positive,0.4215
"If most of ur posts r abt how 'hoes', 'sluts', 'thots' or 'bitches' ain't shit, u SIR r a bitch and so is ur weak ass mom & absentee father.",No,the tweet does not specifically target People of African Descent or contain racial hate speech,No,the author's motivation appears to be an emotional reaction to perceived disrespect rather than a racially motivated hate,Non-hate,Negative,-0.9534
If my life was a sandwich it would be this,No,the tweet does not contain any language or content that targets or discriminates against People of African Descent Black people,No,the author's motivation appears to be neutral or humorous without any indication of hate or racism,Non-hate,Neutral,0.0
"If the U.S. wants to brain drain the entire planet and get the best and brightest here like we did at the outset of WWII then anyone with an I.Q. above 120 should be fast tracked and given a stipend. Lets get all the geniuses over here. And the refugees, we have tons of space",No,this tweet does not contain racial hate speech against People of African Descent Black people as it does not reference race or ethnicity in a derogatory manner,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it focuses on intelligence and immigration without targeting any specific racial group,Non-hate,Positive,0.8934
"If they're not harassing or assaulting you they're calling you stupid, crazy, irrational, over emotional.",No,this tweet does not contain explicit racial hate speech against People of African Descent it discusses general behaviors without racial context,No,the author's motivation does not appear to be hateful or racist as the tweet addresses behaviors rather than targeting a specific racial group,Non-hate,Negative,-0.2612
If this hypothetical woman exists: shame on her. Real rape victims might say: FUCK YOU AND YOUR FALSE NARRATIVE.,No,the tweet does not specifically target or express hate towards People of African Descent,No,the author's motivation appears to be a reaction to a perceived false narrative rather than a hateful or racist intent,Hate,Negative,-0.9364
"If we had a much sympathy for our own cities, homeless, and addicts as illegal immigrant we might have something going for us",No,this tweet does not contain racial hate speech against People of African Descent Black people it discusses issues related to homelessness and immigration without targeting a specific racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist it expresses concern for local issues rather than promoting hate or racism,Non-hate,Negative,-0.2732
"If we text and I have a pic of your pussy, that's your profile pic in my phone.",No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to be a personal comment about sharing images,Hate,Neutral,0.0
"If we're going to have sex or have had sex, please don't snap me pics of your face swapped with a man... I can't handle that thought process",No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation does not appear to be hateful or racist as the focus is on personal discomfort rather than race,Non-hate,Positive,0.3182
"If you ever tell me you’re curious about sucking cock you better believe that this is your future, slut 😂…",No,this tweet does not contain racial hate speech against People of African Descent Black people it is focused on sexual behavior and does not target any racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express a personal opinion about sexual curiosity rather than targeting a specific race,Hate,Negative,-0.2732
"If you hit a woman you are a cunt. And you should have your arm broken, in 3 places.",No,this tweet does not contain racial hate speech against People of African Descent as it does not mention race or ethnicity in any context,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it focuses on violence against women rather than targeting a specific racial group,Non-hate,Negative,-0.743
If you idiots would stop tryin to save these hoes you'd probably get a lot more pussy,No,this tweet does not specifically target People of African Descent or contain racial hate speech,No,the author's motivation appears to be frustration rather than a direct expression of hate or racism,Hate,Positive,0.25
If you're going to play on your God damn son of a bitch phone at a red light you better expect to be honked at dumb cunt. Kike.,Yes,the term used is a known anti-Semitic slur which indicates hate speech against Jewish people,No,the tweet expresses frustration towards a specific behavior rather than a clear motivation of hate towards a racial group,Non-hate,Negative,-0.765
"If your girl keeps a toothbrush in her car, she's a hoe",No,this tweet does not contain racial hate speech against People of African Descent Black people it targets women in general rather than a specific racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express a negative opinion about a behavior without racial context,Hate,Neutral,0.0
"Illegal Alien Kidnapped 16-Year-Old Girl, Kept Her As Sex Slave via @user #EnforceUSLaws#DeportThemAll #EndDACA#NoAmnesty",No,the tweet does not directly reference or target People of African Descent it focuses on immigration and crime issues,No,the author's motivation appears to be focused on immigration policy rather than racial hatred,Hate,Negative,-0.5574
Illegal Alien Killed Mother Of Two In Drunken Crash via @user @user When is it enough?How many more have to die before you do your job?#BuildTheWall #EndDaca #NoAmnesty #BanSanctuaryCities#KeepAmericansSafe,No,the tweet does not explicitly target People of African Descent or include racial slurs or derogatory terms,Yes,the author's motivation appears to be focused on immigration policy rather than expressing hate towards a specific racial group,Hate,Negative,-0.9462
Illegal Alien With Long Criminal Record Murdered Man In North Carolina via @user #EnforceUSLaws#EndDaca #BanSanctuaryCities#KeepAmericansSafe,No,the tweet does not contain racial hate speech against Black people as it does not mention race or ethnicity,No,the author's motivation does not appear to be hateful or racist as it focuses on immigration and crime rather than targeting a specific racial group,Hate,Negative,-0.9081
Illegal aliens STRANGLED DOGS on the Texas border. #BuildThatWall,No,the tweet does not specifically mention or target People of African Descent,No,the author's motivation appears to be focused on immigration issues rather than racial hatred,Hate,Negative,-0.8331
Illegal driver same as an illegal immigrant.,No,this tweet does not specifically target people of African descent or any racial group,No,the author's motivation appears to be a general commentary on legality rather than expressing hate or racism,Hate,Negative,-0.802
Im so sick of this hoe speaking on me bitch you dont know SHIT STFU,No,this tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation appears to be frustration or anger towards an individual rather than being racially motivated,Hate,Negative,-0.6029
"Ima make her h20, out her pussy hole",No,the tweet does not contain any explicit reference to race or racial hate speech against Black people,No,the author's motivation does not appear to be hateful or racist based on the content provided,Hate,Neutral,0.0
Imagine that!,No,the tweet does not contain any specific language or context that targets People of African Descent,No,the author's motivation cannot be determined as hateful or racist based on the content provided,Non-hate,Neutral,0.0
"Imigrants demand instant housing money schooling resources and still complain Germany and Scandanavain Crime rates go up because of it the only people benefiting from immigrations is those who get jobs in Schools ,courts and other institutions who need interpreters etc taking pee",No,the tweet does not explicitly target People of African Descent or contain racial hate speech it discusses immigrants in general without specific racial references,No,the author's motivation appears to be critical of immigration policies rather than hateful or racist towards a specific racial group,Non-hate,Negative,-0.7579
Immigrant Child Dies Shortly After Release From Texas Detention Center #ShiraziImmigrationLaw #AtlantaImmigrationAttorney #deportation #immigrationlaw #immigration #atlantaattorney #detentioncenter,No,the tweet does not contain any racial hate speech against People of African Descent as it discusses immigration issues without targeting any specific racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to focus on a tragic event related to immigration policy rather than expressing hatred or prejudice,Non-hate,Negative,-0.3612
Immigrant Justice Corps is hiring for several attorneys and a social worker. (https://t.co/X3BpWzotxL),No,the tweet does not contain any racial hate speech against People of African Descent as it discusses job opportunities without any discriminatory language,No,the author's motivation for writing the tweet is not hateful or racist as it promotes employment and inclusivity in the workforce,Non-hate,Positive,0.5267
Immigrant Parents Are Being Charged Up to $8/Minute to Call the Children They're Separated From #care2,No,the tweet does not contain racial hate speech against People of African Descent Black people as it discusses immigrant parents without targeting any specific racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to focus on the issue of separation and financial burden rather than promoting hate,Non-hate,Negative,-0.2023
"Immigrant children say they were beaten, kept naked in cells and tied to chairs at center - NY Daily News",No,the tweet does not contain racial hate speech against People of African Descent Black people it discusses the treatment of immigrant children without specifying race or ethnicity,No,the author's motivation for writing the tweet is not hateful or racist it appears to be reporting on a news story regarding human rights concerns,Non-hate,Negative,-0.4215
Immigration policies around the world need to be redone....,No,Immigration policies are a neutral topic and do not specifically target any racial group,No,The author's motivation appears to be focused on policy rather than expressing hate or racism,Non-hate,Neutral,0.0
"In the absence of favorable responses from govt, it's possible that more displaced people will attempt to re-occupy their lands #ucanews #voiceforthevoiceless #humanrights #SriLanka @user @user @user @user",No,the tweet does not contain racial hate speech against People of African Descent as it discusses displaced people in a general context without targeting any specific racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it expresses concern for displaced individuals and advocates for human rights,Non-hate,Positive,0.4767
"In the next two weeks we will have 2 new refugee families arriving in Chicago! We need another Good Neighbor Team to commit to welcome and support them in their first 4 months. If you and a group of your friends or family are ready to serve in this way, emailÂ Rsheehy@wr.org",No,this tweet does not contain any racial hate speech against People of African Descent Black people as it discusses welcoming refugee families without any derogatory language or intent,No,the author's motivation for writing the tweet is not hateful or racist as it expresses a desire to support and help new arrivals in the community,Non-hate,Positive,0.9402
In this collaboration with @user @user looks at how immigrant communities are less likely to report crimes when law enforcement works with ICE — especially in rural areas.,No,this tweet does not contain racial hate speech against People of African Descent as it discusses immigrant communities without targeting any specific racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it focuses on crime reporting and law enforcement collaboration without derogatory language or intent,Non-hate,Neutral,0.0
Indira Gandhi in no uncertain terms told that the Bangladeshi refugees go back to their home country. Listen to her👇  #NRC,No,the tweet does not contain racial hate speech against People of African Descent Black people it discusses refugees and a political figure without targeting a racial group specifically,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to be focused on a political statement regarding refugees,Non-hate,Positive,0.2235
International campaign calls for saving Palestinian refugees,No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation does not appear to be hateful or racist as the tweet focuses on Palestinian refugees and does not mention race or promote hate,Non-hate,Neutral,0.0
Invaders Are Not Immigrants   Another reality check for Americans !,No,this tweet does not explicitly mention or target People of African Descent it uses the term invaders which is vague and does not specify a racial group,No,the author's motivation appears to be a general statement about immigration rather than a specific racial hatred or racism,Non-hate,Neutral,0.0
Iranian migrant stabs 6 people on German bus ‘“ Was his plan to burn the passengers alive?,No,this tweet does not contain racial hate speech against People of African Descent Black people it discusses an incident involving an Iranian migrant without targeting any racial group specifically,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to focus on a violent incident rather than expressing hatred towards a particular race,Hate,Negative,-0.0772
"Irony died an infilltrator's death after seeing a pakistani quoting rubbishness peddled by some gulf country shit on the illegal immigrants state level concerns of India, too empathical for someone to corelate with those Illgl Immgrnts",No,the tweet does not contain racial hate speech against People of African Descent Black people as it does not mention or target them specifically,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it focuses on immigration issues and does not express animosity towards a specific racial group,Hate,Negative,-0.9423
"Is #repatriation plan only ""a public relations play"" to hide the fact that #Myanmar hasn't taken measures to ensure safe and sustainable returns for #Rohingya? @user @user @user @user @user @user @user @user @user",No,the tweet does not contain racial hate speech against People of African Descent as it discusses the Rohingya and Myanmar rather than Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it raises a question about a humanitarian issue without attacking any racial group,Non-hate,Positive,0.7351
Is DM you but apparently you don't respond to me anymore 💁🏼,No,the tweet does not contain any language or implications that target People of African Descent or any racial group,No,the author's motivation appears to be seeking communication rather than expressing hate or racism,Non-hate,Positive,0.6486
It doesnt matter where you go longs you bitch ass niggas and snake ass black women out of your surroundings is all that matters,Yes,the tweet contains derogatory language directed at Black individuals and expresses hostility towards them,Yes,the author's motivation appears to be hateful as the language used is explicitly insulting and dehumanizing,Hate,Negative,-0.9213
"It is a cruel irony that sikhs often **look** more exotic to American eyes, even though they tend to be among the most deeply assimilated of immigrant groups. of course the people they're mistaken for also don't deserve to be attacked.",No,the tweet does not contain racial hate speech against People of African Descent as it does not target or demean them in any way,No,the author's motivation for writing the tweet does not appear to be hateful or racist as they express concern for the mistreatment of a group and highlight a misunderstanding rather than promoting hate,Non-hate,Negative,-0.8591
"It must suck to hate me, I'm a mother fuckin delight, bitch",No,this tweet does not contain any racial hate speech against People of African Descent Black people it does not reference race or ethnicity in any way,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express confidence and defiance rather than targeting a specific group,Non-hate,Negative,-0.7569
It snowing. You ladies better start shoveling! #EqualRights #WomenSuck,No,the tweet does not contain racial hate speech against People of African Descent as it does not reference race or ethnicity in any way,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to address women in a general context without targeting any specific racial group,Hate,Positive,0.4926
It was deleted again... Working on getting it back 😘,No,the tweet does not contain any reference to race or hate speech against Black people,No,the author's motivation for writing the tweet does not indicate any hateful or racist intent,Non-hate,Positive,0.4215
It's 2018 but *some* Malaysians still look at his Chinese &amp; Indian friends as immigrant. I can't fanthom that really.,No,the tweet does not contain racial hate speech against People of African Descent as it does not mention them or express hatred toward them,No,the author's motivation for writing the tweet does not appear to be hateful or racist as they seem to be expressing disbelief at a perception rather than promoting hate,Non-hate,Positive,0.631
Italian ship accused of taking migrants back to #Libya for first time #UnitedNations #spokesman,No,the tweet does not contain any language that targets or demeans Black people specifically,No,the author's motivation appears to be informational and does not indicate hate or racism,Non-hate,Negative,-0.296
Italy to help check Tunisia migrant flows - Defence Minister,No,this tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation does not appear to be hateful or racist as the content is neutral and factual,Non-hate,Positive,0.4767
I’m gonna treat women like a hole,No,this tweet does not contain racial hate speech against People of African Descent as it does not reference race or ethnicity,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it expresses a derogatory view towards women rather than a specific racial group,Hate,Positive,0.6369
"Join us this Saturday for a free, two-hour workshop to learn how to use Stories in your advocacy activities. Prepare yourself with skills to help you advocate for any issues relevant to refugees and immigrants, or any issue important to you. Sign up today!",No,this tweet does not contain any racial hate speech against People of African Descent as it discusses a workshop on advocacy without any mention of race or hate speech,No,the author's motivation for writing this tweet does not appear to be hateful or racist as it focuses on helping individuals advocate for various issues without targeting any specific group negatively,Non-hate,Positive,0.8516
Judge Helps Illegal Alien Escape ICe that is Aiding an Illegal against Federal #Immigration laws  Sessions Fire the JUDGE ASAP  #Trump #MAGA #RedNationRising,No,"the tweet does not specifically target People of African Descent and focuses on immigration issues rather than race,",No,the author's motivation appears to be political rather than racially motivated,Non-hate,Negative,-0.743
"Judge says government has 'sole' duty to find, reunite immigrant parents, children - San Diego Union-Tribune #FamiliesBelongTogether #StopJailingChildren",No,the tweet does not contain any racial hate speech against People of African Descent Black people it discusses immigration and family reunification issues rather than race,No,the author's motivation for writing the tweet is not hateful or racist it appears to advocate for the rights of families and children without targeting any racial group,Non-hate,Neutral,0.0
Kanye got the whole family dressin like the trashy whores they are,Yes,the tweet uses derogatory language that can be interpreted as dehumanizing and disrespectful towards a specific group which can include racial undertones,Yes,the author's motivation appears to be hateful as they are using offensive terms to express disdain towards a particular group,Hate,Negative,-0.3612
Labour has mishandled cases of antisemitism. Conservative party is run by a vicar's daughter who organised a van to drive around telling immigrants to 'go home' and openly supports UKIP and DUP racism and thuggery.I don't see an equivalence.,No,the tweet does not contain racial hate speech against People of African Descent Black people it discusses antisemitism and immigration without targeting any specific racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist it critiques political parties and their actions rather than promoting hate,Hate,Neutral,0.0258
Larry Flynt YOU MAKING PORN OF WOMEN YOU ARE A SICK BITCH PIG DOG PROFIT OFF WOMEN SEXUALLY DEMEANING DEMOCRAPS ARE MENTALLY UNSTABLE SICKO,No,the tweet does not specifically target People of African Descent or include racial slurs or derogatory terms directed at them,No,the author's motivation appears to be a reaction to a specific individual's actions and does not indicate a broader hateful or racist agenda,Non-hate,Negative,-0.8468
"Laughable... the police are stopping drivers to see if they’re wearing flip flops and issuing people with fines up to £2500... what a fucking disgrace, our police force are becoming a fucking joke..get out and nick these black gangs stabbing people and all the immigrant thieves!.",Yes,the tweet contains racial hate speech against Black people as it explicitly refers to black gangs in a negative context and associates them with violence and crime,No,the author's motivation appears to be frustration with law enforcement rather than a direct intent to promote hate or racism,Hate,Negative,-0.8716
"Legal Fellow, Priyanka Bhatt...according to the SCOTUS, immigrant detention isn’t meant to be punitive, yet this facility perpetrates human rights violations. #ShutDownACDC #AbolishICE #InsideAtlantasImmigrantCages",No,this tweet does not contain racial hate speech against People of African Descent as it discusses immigrant detention and human rights violations without referencing race or ethnicity,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it focuses on human rights issues and calls for action against a specific policy rather than targeting a racial group,Non-hate,Negative,-0.8271
"Let me show and prove it what these hoes ain’t doing, let a real bitch do it 😛",No,this tweet does not contain any explicit racial hate speech against Black people,No,this tweet does not exhibit hateful or racist motivation as it appears to be a general statement without targeting a specific racial group,Hate,Negative,-0.5859
"Libya let #Europe-bound migrants die in Mediterranean, rescue group says",No,the tweet does not contain racial hate speech against People of African Descent Black people as it discusses a situation involving migrants without targeting a specific racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to be reporting on a humanitarian issue rather than expressing animosity,Non-hate,Negative,-0.1531
Life Hack- If your dick game is strong you can get away with anything,No,this tweet does not contain racial hate speech against People of African Descent Black people it is a general statement about relationships and does not target any specific racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to focus on a personal or humorous perspective rather than promoting hate,Non-hate,Neutral,0.0
Life Hack- There are people that use DM's to simply have convo's with friends... And here I thought it was only for nudes & to line up sex,No,", the tweet does not explicitly target or demean People of African Descent or any racial group it discusses a general behavior related to direct messaging without racial context",No,", the author's motivation appears to be humorous or observational rather than hateful or racist",Non-hate,Positive,0.4767
Like the hoe went to Miami’s to be a hoe got sunt didnt get the money and wanted me to pay for her way back ?????? Bitch please,No,this tweet does not contain racial hate speech against People of African Descent Black people as it does not reference race or ethnicity in a derogatory manner,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to express frustration about a personal situation rather than targeting a specific racial group,Hate,Negative,-0.3313
Lil bitch prolly just need some dick that’s all she ain’t had nun yet 😂😂😂,No,", the tweet does not specifically target People of African Descent or express hate towards them",No,", the author's motivation appears to be humorous rather than hateful or racist",Hate,Positive,0.1531
Lol bitch you a hoe,No,the tweet does not contain any references to race or ethnicity,No,the author's motivation appears to be derogatory but not specifically hateful or racist towards any racial group,Hate,Negative,-0.25
Lol omg you’re such a whore. 😂😂😂 “Who does that Sara?” Blah blah bitch look at yourself😂😂🤘🏼,No,this tweet does not contain racial hate speech against People of African Descent Black people as it does not reference race or ethnicity in any way,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to target an individual's behavior rather than a racial group,Hate,Positive,0.7506
London’s shelters are too maxed out to help Toronto house refugees,No,The tweet does not mention or target People of African Descent specifically nor does it contain language that could be interpreted as racial hate speech,No,The author's motivation appears to be focused on a logistical issue regarding shelters and refugees rather than expressing hate or racism,Non-hate,Positive,0.4019
"Looked at pictures from America 1940s wondering what the hell happened to my country ðŸ˜¥ðŸ‡ºðŸ‡¸. Women use to be classy, LGBT degeneracy was bashed, immigration was only prowhite, white men fought for us, women respected the patriarchy, traditionalism was promoted. We need to #MAGA",No,the tweet does not explicitly target or express hatred towards Black people or People of African Descent,No,the motivations expressed in the tweet center around nostalgia for traditional values and do not explicitly reflect hatred or racism,Non-hate,Positive,0.2263
Lots of events coming up next week. Sign up to take action!  On Aug 15th call Governor Wolf and demand he take action to protect immigrant families. Stop being complicit with Trump/ICE.   Governor Tom Wolf...,No,the tweet does not contain any racial hate speech against People of African Descent as it focuses on immigrant families and political action rather than race or ethnicity,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it advocates for immigrant rights and calls for political action,Non-hate,Negative,-0.1007
Love on my new ones and the @user remix been Wiked. In all fairness how can you not skank to these???!!!@dom877,No,The tweet does not contain any language or references that target People of African Descent,No,The author's motivation appears to be positive and celebratory regarding music and does not indicate hate or racism,Non-hate,Positive,0.7661
Lovely immigrant appreciating her new home...,No,this tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation appears to be positive and appreciative rather than hateful or racist,Non-hate,Positive,0.7717
Macedonia deployed the army to build a second fence to keep refugees out - Free Speech Time - @user,No,the tweet does not contain any racial hate speech against People of African Descent Black people it discusses refugees in a general context without specific racial references,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to focus on a political issue regarding border control,Hate,Positive,0.5106
Man this was the most unmotivating script I seen. Big T got money for being big years ago. Was hot for a few months and people forgot what for.. Can't stay in the kitchen all day,No,the tweet does not contain any racial hate speech against People of African Descent Black people it discusses a script and a person referred to as Big T without any racial context or derogatory language,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express disappointment in a script and a person's career without targeting any race or group,Non-hate,Neutral,0.0
"Many #refugees fleeing genocide in #Sudan have been languishing for years in Israel, with courts reluctant to grant residency.",No,the tweet discusses refugees from Sudan without any derogatory language or racial targeting,No,the author's motivation appears to be focused on humanitarian issues rather than hate or racism,Non-hate,Positive,0.128
Many women don't report sexual assault because they think no one will believe them. I've been told twice nobody would ever want to rape me.,No,this tweet does not contain racial hate speech against People of African Descent Black people it discusses a broader issue of sexual assault reporting without targeting any specific racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist it reflects personal experiences and societal issues rather than promoting hate,Non-hate,Negative,-0.5466
"Max Mosely son of Fascist Leader Sir Oswald Mosely   Firstly, seems common practice to get knighted for being a Fascist in Britain  Second, he’s given an awful lot of funding to Tom Watson",No,the tweet does not contain racial hate speech against People of African Descent Black people as it discusses a specific individual and political context without racial targeting,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it critiques political actions rather than targeting a racial group,Non-hate,Negative,-0.8807
Maybe if women want to stop being seen as inferior to men they should stop acting inferior to us!^,No,", the tweet does not contain racial hate speech against People of African Descent Black people because it addresses gender issues rather than race",No,", the author's motivation for writing the tweet is not hateful or racist because it expresses a frustration about gender dynamics rather than targeting a specific racial group",Hate,Negative,-0.8313
