Tweet,Hate Speech Detected,Explanation (Hate Speech),Motivation of the Author,Explanation (Motivation),Original Label
@user I thought the whole movie is about gaslighting/making women think they're hysterical/generally deny…,No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist,Non-hate
@user @user Still made it farther in life than you. Stfu and get outta here if you aint supporting.,No,this tweet does not contain any racial hate speech against People of African Descent Black people it is more focused on a personal dispute than race,No,the author's motivation seems to be defensive rather than hateful or racist as they are responding to criticism rather than targeting a specific racial group,Non-hate
"New Mexico, U.S.: Dead Body found on compound, landlord had tried to evict #extremist #Muslims #No Assimilation #Possible #StopTheInvasion",No,The tweet does not specifically target People of African Descent and does not contain language that is overtly racial in nature,No,The author's motivation appears to be focused on a specific incident and does not explicitly express hate or racism towards a racial group,Non-hate
It takes twelve Germans to work and pay taxes in order to fund the cost of just one migrant,No,this tweet does not specifically target or demean People of African Descent and is more focused on migrants in general,No,the author's motivation appears to be critical of migration policies rather than expressing hate or racism,Hate
When I make it ain't no White bitch letting me rape her they won't get this black man,Yes,the tweet contains racial hate speech against People of African Descent as it uses derogatory language and promotes a harmful stereotype about Black men and sexual violence,No,the author's motivation for writing the tweet appears to be expressing anger or frustration rather than a direct intent to incite hatred or racism,Hate
"Bitch gots me fucked up, claiming to be a grown ass women but yet you try to compare &; bitch you still ain't shit... so what's good?",No,the tweet does not contain any explicit racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to express frustration towards an individual rather than a group,Hate
"Once she starts giving him attitude, he's with the next bitch..... instead of apologizing... Men give up easily but women hold on for yearss",No,the tweet does not contain racial hate speech against People of African Descent Black people it discusses relationship dynamics without reference to race,No,the author's motivation for writing the tweet does not appear to be hateful or racist it reflects a general opinion on gender behavior rather than a specific attack on a racial group,Non-hate
same party that authorised vans going around telling immigrants to go home uno,No,the tweet does not specifically target People of African Descent or express racial hate speech,No,the author's motivation appears to critique a political action rather than express hate or racism,Non-hate
"kitten, im 11 so shut the fuck up, rocky, typos, shorter than jojo siwa",No,the tweet does not contain any racial hate speech against People of African Descent it appears to be a response to another user without any racial context or slurs,No,the author's motivation for writing the tweet does not seem hateful or racist it seems to be more about frustration or annoyance rather than any form of discrimination,Non-hate
@user So if you care about DV then ask government housing why has it taken over 4 years to relocate victims on very high needs instead of rehoming refugees please look after Australians first,No,the tweet does not contain racial hate speech against People of African Descent Black people as it does not mention race or use derogatory language towards any racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it expresses concern for domestic issues without targeting any specific racial group,Hate
Me trying to hold my life together,No,the tweet does not contain any racial hate speech against People of African Descent Black people it is a personal expression of struggle,No,the author's motivation for writing the tweet is not hateful or racist it appears to be a reflection on their own life challenges,Non-hate
Israel suspends new deal with UN to deport African migrants to West,No,the tweet does not contain racial hate speech against People of African Descent as it discusses a policy decision regarding migrants without derogatory language or intent,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to focus on a political issue rather than promoting hate or discrimination,Non-hate
"“Spain is becoming the Third World,” American tourist almost killed by migrants speaks up via @user",No,the tweet does not explicitly target People of African Descent and uses a broader term that could refer to various groups,Yes,the author's motivation appears to be critical of migrants in a way that suggests a negative view which can be interpreted as hateful or discriminatory,Hate
Your skank ass disgusts me so much,No,this tweet does not specifically target People of African Descent and lacks racial context,No,the author's motivation appears to be expressing disgust rather than a racially motivated hate,Hate
"#SheUsedMe Dear world, not all men r oppressors. Not all women r oppressed. We have to become gender neutral & be equal. @user",No,this tweet does not contain racial hate speech against People of African Descent it discusses gender issues rather than race,No,the author's motivation appears to promote equality and gender neutrality rather than to express hate or racism,Non-hate
Canada is an immigrant country Don't change it to refugee country please,No,this tweet does not contain racial hate speech against People of African Descent Black people it speaks about immigration in a general context without targeting any specific racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist it reflects a concern about immigration policy rather than expressing hatred or racism,Hate
@user the worst! thanks so much for your support. #MaleDominance,No,the tweet does not contain any direct reference to People of African Descent or any racial context,No,the author's motivation appears to be expressing gratitude and support rather than hate or racism,Non-hate
#YesAllMen because every 14 seconds a man's butt is looked at without permission.,No,this tweet does not contain racial hate speech against People of African Descent Black people it discusses a general issue related to men and consent rather than targeting any specific racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to address a broader social concern without any indication of racial animosity,Hate
@user And you enabled your Jack ass hubby to rape women like JUANITA you are pathetic old and WILL NEVER BE PRESIDENT LOVE THE BASKET OF DEPLORABLES,No,the tweet does not contain explicit racial hate speech against People of African Descent Black people,No,the author's motivation seems to be directed at political criticism rather than racial hatred,Hate
@user @user @user ty for the charizard pimp i mean really thank you sadly i was too late for the marshadow haha i mean really man ty :),No,the tweet does not contain any racial hate speech against Black people it is a casual conversation about a gaming topic,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express gratitude and humor,Non-hate
@user talks with @user Victoria Crouse about her new report on immigrant entrepreneurs.,No,the tweet does not contain any racial hate speech against People of African Descent Black people because it discusses a report on immigrant entrepreneurs without any derogatory language or racial references,No,the author's motivation for writing the tweet is not hateful or racist because it appears to be informational and does not express any prejudice or animosity,Non-hate
I digest relationships before we ever breakup... Smooth transition,No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet is not hateful or racist,Non-hate
If you have this in your bio u a skank,No,the tweet does not specifically target People of African Descent or contain racial hate speech,No,the author's motivation appears to be expressing a negative opinion about a behavior rather than being racially motivated,Non-hate
"Boy, 16, fights for his life after being stabbed on London street",No,the tweet does not contain any racial hate speech against People of African Descent Black people as it does not reference race or ethnicity in any way,No,the author's motivation for writing the tweet is not hateful or racist as it appears to be a straightforward report of an incident without any derogatory intent,Non-hate
"@user @user @user If you ever say women get 'hysterical' over this issue again, I'm gonna drive down there & spit right in your face. Our lives, our health, our ability to make so many life choices and/or being able to afford any of them aare on the line here. Help us or STFU.",No,this tweet does not contain racial hate speech against People of African Descent as it focuses on women's issues and does not mention race or ethnicity,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it expresses frustration over a specific issue affecting women rather than targeting a racial group,Non-hate
Co worker- happy hump day! Me-,No,the tweet does not contain any racial hate speech against People of African Descent Black people as it does not reference race or any discriminatory language,No,the author's motivation for writing the tweet is not hateful or racist as it appears to be a neutral statement with no negative intent,Non-hate
AG Sessions Defends Enforcing Immigration Laws,No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist,Non-hate
Macron and Italy's new PM meet as Europe faces migrant crisis | Daily Mail Online,No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet is not hateful or racist it is a neutral statement about a political meeting,Non-hate
"@user When a man ejaculates inside the woman you love, he should be decent enough to marry. I hope that cunt proposed!!!",No,This tweet does not contain racial hate speech against People of African Descent Black people are not mentioned or targeted in any way,No,The author's motivation appears to be frustration or anger related to personal relationships rather than racial animosity,Non-hate
@user P.S ..Why do you not pay unemployed people who do endless hours of voluntary work they do that to give something to the community,No,the tweet does not contain any racial hate speech against People of African Descent Black people it discusses unemployment and voluntary work without referencing race or ethnicity,No,the author's motivation does not appear to be hateful or racist they seem to be advocating for a social issue related to community service and unemployment,Non-hate
"#BuildTheWallNow Sop letting them in! I demand the Federal Government Secure America's Borders! No welfare to immigrants: if they can afford to immigrate, then they can buy their own groceries and pay rent, @user #RealVoterID",No,The tweet does not explicitly target People of African Descent or use racial slurs or derogatory language towards them,No,The author's motivation appears to be focused on immigration policy rather than expressing hatred or racism towards a specific racial group,Hate
"What's 6 inches long, 2 inches wide, and drives women crazy? A $100 bill",No,this tweet does not contain any racial hate speech against People of African Descent Black people it is a joke that does not reference race or ethnicity,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to be intended as humor rather than a comment on race,Non-hate
"@user = STILL refusing to demand the release of immigrant children &amp; toddlers by the Trump administration, which has violated 2 federal court orders to release all the kids",No,the tweet does not contain racial hate speech against People of African Descent Black people it discusses immigrant children and the actions of the Trump administration without referencing race or ethnicity,No,the author's motivation for writing the tweet does not appear to be hateful or racist it focuses on a political issue regarding immigration policy and children's welfare,Non-hate
@user Would you swap Mexicans for benefit seeking Romanian migrants in the UK ? Thanks to the EU,No,this tweet does not contain racial hate speech against People of African Descent Black people it refers to Mexicans and Romanian migrants instead of Black individuals,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to be a question about immigration without targeting a specific racial group,Hate
"@user Hey, immigrant skank ass HO, look, there's an older, fatter less hair dude, AND HE HAS 5X THE THAT YOUR PATHETIC IMMATURE HUBBIE HAS !!! GO ON, GIT !!",No,the tweet does not explicitly target People of African Descent or use racial slurs against them,No,the author's motivation appears to be more about personal insult rather than a specific racial hatred,Hate
How I sleep after getting off,No,this tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet is not hateful or racist it is unclear and neutral,Non-hate
"@user @user @user @user Good shut it all down let's get this wall built, if was up to me illegals would leave this country by Catapulting not ICE. #DeportByCatapulting #StopOpenBorders #BuildThatWall #MAGA",No,the tweet does not specifically mention or target People of African Descent it speaks generally about immigration and does not contain racial slurs or direct hate speech against any racial group,No,the author's motivation appears to be focused on immigration policy rather than racial hatred or racism,Hate
Russian Immigrant Seeks Democratic Nod for Alaska House Seat by THE ASSOCIATED PRESS via NYT,No,this tweet does not contain any racial hate speech against People of African Descent as it discusses a Russian immigrant seeking political office without any mention of race or derogatory language,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it simply reports on a political candidacy without any negative connotations,Non-hate
@user @user You must be one of those bottom feeders we warn each other about...sewage spewing skank... Ve…,No,", the tweet does not specifically reference or target People of African Descent or any racial group",No,", the author's motivation appears to be derogatory and insulting but does not indicate a racial or hateful intent towards a specific racial group",Hate
When you see one of your followers you wanna fuck on tinder,No,the tweet does not contain racial hate speech against People of African Descent Black people it is a general statement about attraction and does not reference race or ethnicity,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express a personal sentiment rather than a discriminatory viewpoint,Non-hate
"We have got to get these Obama DACA illegal alien freeloaders the hell out of our country.If they're too broke to afford an application, how much in taxes do you think they contribute?#MAGA#nosanctuarybrewster #BuildTheWall#NoDACA",Yes,the tweet expresses hostility towards a specific group associated with DACA which disproportionately affects people of African descent among others,Yes,the author's motivation appears to be rooted in a negative perception of immigrants which can be linked to racist sentiments,Hate
Sweden: Migrant raped 92-year old grandmother on Christmas Eve – allowed to remain in Sweden #SWRM #SendThemHome #Sweden #Rapists via @user,No,this tweet does not contain racial hate speech against People of African Descent Black people it discusses a specific incident involving a migrant without racial context,No,the author's motivation for writing the tweet is not explicitly hateful or racist it appears to focus on a crime and immigration policy rather than targeting a specific racial group,Hate
Hats off and thank you to #GranniesRespond  .Their caravan made it to McAllen Texas this weekend to protest the treatment of migrant and immigrant families by #NotMyPresident. Now we need them to show up in November and #VoteThemOut  .,No,this tweet does not contain racial hate speech against People of African Descent Black people as it discusses immigration and political action without targeting any racial group,No,the author's motivation for writing the tweet is not hateful or racist as it expresses support for migrant families and political activism without derogatory language,Non-hate
"@user Learning? Yes, like how much they nag and how hysterical they get over the most minuscule of things. Females = unbalanced & crazy #schizo",No,the tweet does not specifically target People of African Descent or any racial group,No,the author's motivation appears to be criticizing behavior rather than expressing hate or racism,Hate
FUCK YOU TWICE YOU PUSSY ASS NIGGAS @user,Yes,this tweet contains racial hate speech against People of African Descent due to the use of a racial slur directed at Black individuals,Yes,the author's motivation for writing the tweet appears to be hateful as the language used is aggressive and derogatory,Non-hate
From janitor to nurse. How an Ethiopian immigrant seized his American dream in Minnesota:,No,the tweet does not contain racial hate speech against People of African Descent Black people it focuses on an immigrant's success story rather than promoting hate or discrimination,No,the author's motivation for writing the tweet does not appear to be hateful or racist it highlights a positive narrative of achievement and aspiration,Non-hate
"Hatred and bigotry toward #Rohingya Muslims is so deeply rooted in #Myanmar, even w/ #repatriation plan, how will they be resettled? @user @user @user @user @user @user @user @user @user",No,the tweet discusses the situation of Rohingya Muslims and does not contain racial hate speech against Black people,No,the author's motivation appears to be raising awareness about the plight of Rohingya Muslims rather than expressing hate or racism,Non-hate
"How is Norway's welfare state sustainable? EXPORTS; oil $26 billion/yr, farms 65% of the world's fish, provides hydro-electric to Denmark &amp; Sweden + strict immigration policy + 25% sales tax + only 5 million people in the country.",No,this tweet does not contain any racial hate speech against People of African Descent Black people it focuses on Norway's economy and policies without reference to race or ethnicity,No,the author's motivation for writing this tweet does not appear to be hateful or racist it discusses economic sustainability and immigration policy in a factual manner,Non-hate
I wonder if she comes with fuckboy Ken that makes her squirt...,No,the tweet does not contain any direct reference to race or discrimination against Black people,No,the author's motivation appears to be more about humor or provocative commentary rather than expressing hate or racism,Hate
I fucking hate this bitch Naga on #bbcbreakfast Stop interrupting people you ignorant cunt.You're not the expert. STFU,No,this tweet does not specifically target People of African Descent it uses derogatory language but does not indicate racial hate speech,No,the author's motivation appears to be frustration with the person's behavior rather than a racially motivated hate,Hate
"UK deports ""refugee"" children back to where they came from when they turn 18 - Free Speech Time - @user",No,this tweet does not contain racial hate speech against People of African Descent as it does not mention race or ethnicity specifically,No,the author's motivation does not appear to be hateful or racist as the tweet discusses a policy issue without targeting a specific racial group,Hate
@user stupid slag,No,the tweet does not explicitly reference race or any racial group,No,the author's motivation appears to be insulting rather than racially motivated,Non-hate
"@user Very unfortunate SC not realizing danger of supporting such ferocious illegal migrants,making India further vulnerable to Muslim radicals",No,the tweet does not specifically target People of African Descent or express racial hate speech against them,No,the author's motivation appears to be focused on immigration and security rather than expressing hatred or racism towards a specific racial group,Hate
"Always remember... When one door closes, 2 more vaginas open",No,this tweet does not contain racial hate speech against People of African Descent Black people it discusses a metaphorical concept without any racial context,No,the author's motivation for writing the tweet is not hateful or racist it appears to be a general statement about opportunities rather than targeting a specific group,Hate
@user @user @user @user @user #SocialismKills The #elite #Socialist inVenezuela are Killing The People #BuildThatWall#VoteRedToSaveAmerica,No,the tweet does not contain racial hate speech against People of African Descent Black people it focuses on political themes rather than race,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to be politically charged without targeting a specific racial group,Hate
"Lawyer Mana Yegani: Immigrant Child Died In ICE Detention Center, Texas",No,the tweet does not contain racial hate speech against People of African Descent as it discusses an incident involving an immigrant child without any racial context or derogatory language,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to report on a tragic event rather than express animosity or prejudice,Non-hate
"On Immigration forms it should state Ayslum does not grant you immediate jobs or housing or benefits but safety, Education and a right to freedom and justice but if you committ a crime you can be returned to your country of birth  least it honest and a contract",No,the tweet does not contain racial hate speech against People of African Descent Black people it discusses immigration policy without targeting any racial group specifically,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems focused on immigration issues rather than on race or ethnicity,Non-hate
"@user Point blank, men do not *have* to pretend or sneak into places to rape women. They can do it easily anywhere. The idea that bathrooms protect anyone is a falsity. It doesn't. Spend time actually doing things that DO protect people, like con",No,the tweet does not contain racial hate speech against People of African Descent Black people as it discusses issues related to gender and safety without referencing race or ethnicity,No,the author's motivation for writing the tweet is not hateful or racist as it appears to focus on a broader social issue rather than targeting any specific racial group,Non-hate
#CesarChavez #immigration #wetlineMarch 31st many celebrated the birthday of Cesar Chavez.  He would have been 90.  Many of those who support ILLEGAL immigration use Mr Chavez as a hero in their...,No,the tweet does not contain racial hate speech against People of African Descent Black people are not mentioned or targeted in any way,No,the author's motivation for writing the tweet does not appear to be hateful or racist the focus is on immigration and Cesar Chavez without derogatory language,Non-hate
"""EU foreign policy chief Federica Mogherini said she would be pushing for EU leaders to put more money into the Trust Fund for Africa to address some of the factors that drive migrants toward Europe.""Finally someone said it!https://t.co/AkuP6sjzfK",No,the tweet discusses a political statement about migration and aid without any derogatory language or specific targeting of Black people,No,the author's motivation seems to support a political action rather than express hate or racism,Non-hate
So no the US immigration system is not generous at all. And there is nothing noble or easy for “those who come here the right way” oh and fuck you because asylum IS legal immigration!,No,the tweet does not contain racial hate speech against People of African Descent Black people are not mentioned or targeted in the tweet,No,the author's motivation for writing the tweet is not hateful or racist the focus is on immigration policy rather than race,Hate
@user hi 😘,No,the tweet does not contain any language or context that targets or discriminates against People of African Descent Black people,No,there is no indication that the author's motivation is hateful or racist,Non-hate
"@user @user Wake up America! Any politician advocating for open borders & not sending back illegal criminals back to where they came from is complicit in these horrific crimes, especially when it involves a child! #BuildThatWall",No,this tweet does not contain explicit racial hate speech against Black people as it does not mention race or ethnicity,Yes,the author's motivation appears to be focused on political views regarding immigration and crime rather than being inherently hateful or racist,Hate
We obtained police reports and call logs from more than two-thirds of the shelters housing immigrant children. Here’s what they show. #WeDemandAccountability #FamiliesBelongTogether #WomenForJustice,No,the tweet does not contain any racial hate speech against People of African Descent Black people as it focuses on immigrant children and accountability issues,No,the author's motivation for writing the tweet is not hateful or racist as it advocates for justice and accountability without targeting any specific racial group,Non-hate
"@user @user @user Shut the fuck up, you stupid ass bitch",No,this tweet does not contain racial hate speech against People of African Descent Black people it is an insult directed at individuals without any racial context,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to be an expression of anger or frustration towards specific users,Hate
In Conversation With: @user head of operations at the UN refugee agency: (@irinnews) #WithRefugees @user @user @user,No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet is not hateful or racist as it appears to be a neutral statement about a conversation with a UN official,Non-hate
"The Daily Mail is not always a reliable news source but I can see no reason to dispute this report.  Perhaps one of the 'Refugees Welcome,' lobby might care to comment. What about you,  Hope not Hate , any thoughts ?",No,the tweet does not contain any racial hate speech against People of African Descent Black people it discusses a news source and a report without targeting a specific racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to question the reliability of a news source and invite discussion without expressing animosity,Non-hate
I need someone to watch the tv show atypical on Netflix and talk to me about how much of a dummy cunt bitch the mom is in it please.,No,the tweet does not contain any racial hate speech against People of African Descent Black people because it does not reference race or ethnicity in any form,No,the author's motivation for writing the tweet is not hateful or racist because the focus is on discussing a television show character rather than targeting any specific racial group,Hate
"More than a dozen arrested as protesters, counter-protesters clash in Berkeley ""Nazi scum, we'll shut you down, Berkeley is an immigrant town,"" WOW this is taste of future for whites in America",Yes,the tweet contains racial hate speech against People of African Descent Black people as it implies a threat to white people in the context of a clash involving racial groups,Yes,the author's motivation for writing the tweet is hateful or racist as it expresses a negative sentiment towards a specific racial group and predicts a dire future for whites,Non-hate
@user EU leaders gathered for an emergency summit on migration but this was really an attempt to show support for Angela Merkel’s government.,No,the tweet does not contain any racial hate speech against People of African Descent Black people it discusses a political event and does not reference race or ethnicity in a derogatory manner,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to be a political commentary on migration and government support,Non-hate
Refugees Wellcome!!!!!  Turists GO HOME!!!!  @user @user @user,No,the tweet does not explicitly mention or target People of African Descent,No,the author's motivation appears to be focused on refugees and tourists rather than expressing hate or racism,Non-hate
Supreme Court Backs Trump onÂ Immigration,No,the tweet does not mention race or any specific group of people it discusses a political decision without any racial context,No,the author's motivation appears to be focused on a political event rather than expressing hate or racism,Non-hate
Trynna look like a bad bitch with a side of hoe for homecoming.,No,this tweet does not contain any explicit racial hate speech against Black people,No,the author's motivation does not appear to be hateful or racist as the language is more focused on personal expression rather than targeting a specific racial group,Hate
@user @user @user Told you @user in this on THE HIGHEST LEVELS #Stopimmigration #Europe #USA,No,the tweet does not contain explicit racial hate speech against People of African Descent Black people,No,the author's motivation cannot be clearly identified as hateful or racist based on the content provided,Hate
"MS-13 gang members, including 10 illegal aliens, charged in deaths of Virginia teenshttps://t.co/dQ9YWomJd8#AnimalBehavior #AmericansHaveDreamsToo #BuildTheWall #PreventableDeaths#SecureTheBorder #StopTheInvasion#ThereAreMoreOfThemOutThere#DeportationsEqualPublicSafety",No,the tweet discusses a gang and illegal immigration without targeting any specific racial group or promoting hate against Black people,No,the author's motivation appears to focus on immigration and public safety rather than expressing hate or racism against a particular race,Hate
@user things wouldn't need fixing if girls didn't fuck them up! #WomenSuck,No,this tweet does not contain racial hate speech against People of African Descent as it targets women in general and does not specify any racial group,No,the author's motivation for writing the tweet appears to be expressing frustration towards women rather than being explicitly hateful or racist,Hate
"President Trump will smash that traitor with the truth, Obama is running scared, we know what you did in those 8 years, the PUBLIC KNOWS, let the truth shine out @user @user #BuildTheWall #LockThemUp #EndDACA #BoycottNFL #BoycottNike enough already",No,the tweet does not contain explicit racial hate speech against Black people it focuses on political figures and policies rather than race,No,the author's motivation appears to be political criticism rather than hate or racism,Hate
.@TheDemocrats .@KamalaHarris .@chuckschumer .@NancyPelosi .@CoryBooker .@Ocasio2018 AMERICANS WANT SAFETY SECURITY FROM ILLEGAL DRUGS GANGS & CRIMINALS 1st#BuildTheDamnWall #BuildThatWall,No,this tweet does not contain racial hate speech against People of African Descent Black people as it does not mention race or ethnicity in a derogatory manner,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it focuses on safety and security issues without targeting any specific racial group,Hate
"@user @user @user @user @user @user Again JAnis doesnt under stand  Economics Supply and demand the lesslabor, the more wages!  Lets see how Illegal Immigrants who work for less than the min wage reduce the wages",No,the tweet does not contain racial hate speech against People of African Descent Black people because it does not mention race or ethnicity in a derogatory manner,No,the author's motivation for writing the tweet is not hateful or racist because it seems to focus on economic issues rather than targeting a specific racial group,Hate
"This kind of #Goldmenschen #Merkelgeschenke is what we get from saving #refugees from""drowning in the #ocean""(while actually polluting the #oceans A LOT BTW). What does it take to make the #westernworld WAKE UP&amp;SEND THEM BACK HOME? #Refugeesnotwelcome #MerkelMussWeg #GRENZENDICHT",No,the tweet does not explicitly contain racial hate speech against Black people it focuses on refugees in general and does not target any specific racial group,Yes,the author's motivation appears to be hateful as they express a desire to send refugees back home and use derogatory hashtags suggesting a negative view of refugees,Hate
You don't have to explain why because a dishwasher the right to speak. Stay in the kitchen,No,this tweet does not contain racial hate speech against People of African Descent as it does not reference race or ethnicity,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to convey a sexist sentiment rather than a racial one,Hate
You could never comprehend the way my brain works,No,this tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet is not hateful or racist,Non-hate
Stop Illegals from overcrowding  U.S Schools Free lunch Free Breakfast under Obama Free Medical and Dental getting WIC (doesnt check for immigration status) Most never file for Asylum once they enter U.S   #StopAsylumScam #RedNationRising  #Trump #MAGA #SendThemBack,No,this tweet does not contain racial hate speech against Black people as it focuses on immigration issues rather than race,No,the author's motivation appears to be political and focused on immigration policy rather than specifically hateful or racist sentiments,Hate
"@user As for U.S. immigration, I don't think we need hordes of people coming in not refugees, not smart, not willing to pledge their lives to this nation. They come here with a welcome wagon waiting to get on welfare and public benefits. They want",No,"this tweet does not specifically target People of African Descent and does not contain explicit racial hate speech against them,",No,the author's motivation appears to be focused on immigration issues rather than expressing hate or racism towards a specific racial group,Hate
@user @user Disespect not the biggest problem. Told a woman her husband tried to rape me. She did nothing.…,No,the tweet does not contain racial hate speech against People of African Descent Black people as there is,no,mention of race or ethnicity Yes the author's motivation for writing the tweet does not appear to be hateful or racist as it focuses on a personal experience rather than targeting a specific group,Non-hate
When someone needs help filling out #citizenship paperwork call #CatholicCharities 619 231-2828,No,"the tweet does not contain any racial hate speech against People of African Descent Black people it is a neutral statement about citizenship assistance,",No,the author's motivation for writing the tweet is not hateful or racist it promotes help and support for individuals needing assistance,Non-hate
Last night God took Dan out of the He She and now women won't find as much energy to bitch w/ about men. The bogus agenda needs to stop now,No,this tweet does not contain racial hate speech against People of African Descent Black people it focuses on gender issues rather than race,No,the author's motivation does not appear to be hateful or racist it seems to express frustration with a perceived social agenda rather than targeting a racial group,Hate
Great idea! BUT: Frequent flyer miles can be incredibly expensive to donate (almost as expensive as the tickets themselves). Would @user @user @user @user @user &amp; @user agree to waive fees for donating miles for immigrant reunification efforts?,No,"the tweet does not contain any racial hate speech against People of African Descent Black people because it discusses frequent flyer miles and immigrant reunification efforts without mentioning race or promoting hate,",No,the author's motivation for writing the tweet is not hateful or racist because it appears to advocate for a humanitarian cause rather than expressing any animosity towards a racial group,Non-hate
@user Fa Real Desperate Ass Hoe 😭 A Fat Bitch And A Real Skinny Bitch😭😭 How🤷🏾‍♀️😭😍,No,the tweet does not specifically target People of African Descent or use racial slurs,No,the author's motivation appears to be expressing frustration or humor rather than hate or racism,Hate
"Bitch wtf u unfollow me for if u just gone twatch me and comment on what u THINK is about u hoe , play with ya pussy or sum not me .",No,the tweet does not contain any explicit racial hate speech against People of African Descent Black people,No,the author's motivation appears to be frustration or confusion rather than hate or racism,Hate
"Not all men. Rather, all men and women - - and journalists - - working in Hollywood.",No,the tweet does not specifically target or express hate towards People of African Descent,No,the author's motivation appears to be a commentary on a broader issue rather than expressing hate or racism,Non-hate
@user And calling someone a stupid lying cunt or a hatful bitch isn't bullying Hun I'm real ya see that's t…,No,the tweet does not contain any racial hate speech against People of African Descent as it does not reference race or ethnicity in any form,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it focuses on personal insults rather than targeting a specific racial group,Hate
why did this picture just call me a useless fugly skank bitch,No,this tweet does not contain racial hate speech against People of African Descent Black people,No,the author's motivation appears to be expressing frustration or confusion rather than hate or racism,Non-hate
@user @user @user what is the name of the hole from where your shit?? dou you shit from your brain?…,No,the tweet does not contain racial hate speech against People of African Descent Black people it appears to be an insult directed at specific individuals without racial context,No,the author's motivation for writing the tweet does not seem hateful or racist it appears to be aimed at mocking or ridiculing rather than expressing racial animus,Non-hate
@user I literally fucking died LMAO she said bitch this ain't a whore house😂😭😭💀,No,the tweet does not contain any explicit references to racial hate speech against People of African Descent Black people,No,the author's motivation appears to be humorous and not hateful or racist,Non-hate
@user Trudeau announces that Isqra Khalid is moral conscience of Canada and   that Moslems must be at the forefront fighting White racists who don't   want to be replaced by immigrants.https://t.co/X8PzfDxs8t,No,the tweet does not directly contain racial hate speech against People of African Descent Black people it discusses Muslims and White racists without targeting Black individuals specifically,No,the author's motivation seems to be critical of a political stance rather than expressing hate or racism against a specific racial group,Non-hate
"Ladies we dont hate you for your size or looks, we hate you becuase youre all conniving bitches with no souls! #WomenSuck",No,the tweet does not contain racial hate speech against People of African Descent Black people are not mentioned or targeted in any way,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express frustration towards women in general rather than a specific racial group,Hate
Same story different names.---> #BuildTheWall #NoChainMigration #NoDACA #NoAmnesty #TravelBan @user @user @user #EnoughIsEnough #WakeUpAmerica #FightTheLeft #MAGA #tcot #CCOT #PJNET #Beheard #BeHeardBeSeen,No,this tweet does not specifically target People of African Descent or express racial hatred,No,the author's motivation appears to be political rather than hateful or racist,Hate
@user Oh my god - a hysterical woman with a loaded gun!!! 😂 #thelastpost,No,the tweet does not contain racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to target a specific incident rather than a racial group,Hate
@user The longer picture of migration from a 75M Turkey and add Bosnia will bring the end of our way of life as we know it alreadybad,No,the tweet does not explicitly target or express hate towards People of African Descent,No,the author's motivation appears to be a concern about migration rather than a specific racial animus,Non-hate
Loose lips sink ships... Tight lips grab dicks,No,this tweet does not contain any explicit racial hate speech against People of African Descent Black people,No,the author's motivation does not appear to be hateful or racist as the content is vague and could be interpreted in various ways,Hate
Another @user dreamer in the news.#MAGA#nosanctuarybrewster #BuildTheWall#NoDACAIllegal immigrant booked for child sex abuse,No,the tweet does not contain explicit racial hate speech against Black people it focuses on illegal immigration and crime rather than race,Yes,the author's motivation appears to be hateful as it promotes a negative stereotype about immigrants and links them to crime,Hate
