Tweet,Hate Speech Detected,Explanation (Hate Speech),Motivation of the Author,Explanation (Motivation),Original Label_x,Sentiment,Sentiment Score
They deserve what they get,No,this tweet does not explicitly mention any racial group or contain language that is overtly hateful towards People of African Descent,No,the motivation behind this tweet is not clear and does not indicate a hateful or racist intent,Non-hate,Neutral,0.0
They say home is where the heart is. But I got a hole where my heart is because I let a whore where my heart is,No,the tweet does not contain any racial hate speech against People of African Descent Black people it discusses personal feelings and relationships without targeting any racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express emotional pain rather than animosity towards any group,Hate,Positive,0.85
Thick Slut Spreads Her Cunt And Takes A Dick,No,this tweet does not contain racial hate speech against People of African Descent as it does not reference race or ethnicity in any form,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it focuses on sexual content rather than targeting a specific racial group,Non-hate,Negative,-0.8834
Thinking about my beautiful woman tina i love you ... And working in the hell hole,No,the tweet does not contain any racial hate speech against People of African Descent Black people it expresses personal feelings and does not reference race or ethnicity in a negative way,No,the author's motivation for writing the tweet is not hateful or racist it conveys affection for a partner and frustration with a situation without any indication of hate or racism,Non-hate,Positive,0.5423
Thinking about tonight's playdate protest-planning call? (https://t.co/MCmbKw3C8R) Read Stacy's story about her family's experience with being incarcerated and separated based on racism and anti-immigrant politics: We Will Defend Immigrant Families,No,the tweet discusses issues of incarceration and separation related to racism and anti-immigrant politics without targeting any racial group specifically,No,the author's motivation appears to be to raise awareness about social issues rather than to express hate or racism,Non-hate,Negative,-0.6249
"This MEME just goes to show how much hypocrisy that the liberal political party in this country can demonstrate, by the fact that they did not complain at all about the separation of immigrant children when Obama was POTUS, but they now demonize, because a Conservative is POTUS.",No,this tweet does not contain racial hate speech against People of African Descent Black people because it discusses political hypocrisy rather than targeting any racial group specifically,No,the author's motivation for writing the tweet is not hateful or racist because it focuses on political criticism and does not express animosity towards any race,Non-hate,Positive,0.341
This Open Letter From Detained Immigrant Parents To The American People Is Soul-Crushing,No,the tweet does not contain any racial hate speech against People of African Descent Black people as it discusses immigrant parents and does not reference race or ethnicity in a negative context,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it expresses concern for the plight of detained immigrant parents,Non-hate,Negative,-0.4019
This bitch out here settin up dick appointments and your lame ass can't even get a text back,No,this tweet does not contain racial hate speech against People of African Descent Black people as it does not reference race or ethnicity in a derogatory manner,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it focuses on personal relationships rather than race,Hate,Negative,-0.9246
This human-elephant conflict has seen 13 refugees killed in elephant attacks since Aug. last year #ucanews #thereforthevoiceless #refugee #Bangladesh @user @user  @user @user @user @user @user @user @user,No,this tweet discusses a human-elephant conflict and does not mention race or target any racial group,Yes,the author's motivation appears to be focused on raising awareness about the conflict and its impact on refugees rather than promoting hate or racism,Non-hate,Negative,-0.8658
"This is a couple who just moved on in to Australia and thought if we behave ourselves and involve ourselves in the Community, and have a child here then we will be allowed to stay.Sorry - if that got you in we would be swamped with MILLIONS just like you.#SendThemBack.",Yes,the tweet expresses a negative sentiment towards a specific group of people implying they should not be allowed to stay in the country,Yes,the motivation appears to be rooted in a desire to exclude and discriminate against a particular group based on their origin,Hate,Positive,0.3612
This is how Hungary treats illegal migrants - Police backed by the army deport all the migrants - Free Speech Time - @user,No,this tweet does not contain racial hate speech against People of African Descent Black people it discusses the treatment of illegal migrants in Hungary without specific reference to race or ethnicity,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to focus on a political issue related to migration policy rather than targeting a specific racial group,Hate,Negative,-0.0516
"This is the most disrespectful thing a man can do to another man! 😂😂😂😂, You turned off Pimp C!!!! 🤕",No,the tweet does not contain any direct reference to race or people of African descent,No,the author's motivation appears to be humorous rather than hateful or racist,Non-hate,Positive,0.9147
This is what people mean when they talk about monsoon season here in Cox’s Bazar. I’m told that cyclone season is another beast altogether. @user are here providing lifesaving medical as well as psycho-social support to refugees trying to rebuild their lives. #rohingya,No,the tweet discusses a natural disaster and humanitarian efforts without any reference to race or hate speech,No,the author's motivation appears to be supportive and informative rather than hateful or racist,Non-hate,Positive,0.5859
This is what the streets of the #uk will look like in 10 more years #Brexitnow #stopimmigration,No,the tweet does not explicitly target People of African Descent and is vague in its implications about the future of the streets in the UK,No,the author's motivation appears to be focused on immigration and Brexit rather than specifically promoting hate or racism,Hate,Positive,0.3612
This page is dedicated to all the stupid ass shit women do!,No,this tweet does not contain racial hate speech against People of African Descent Black people,No,the author's motivation does not appear to be hateful or racist as it targets women in general and not a specific racial group,Hate,Negative,-0.8313
This should have happened. This president doesn’t care if people get hurt. #ImmigrationReform #Amnesty,No,the tweet does not contain any racial hate speech against Black people it discusses political issues related to immigration reform and does not mention race or ethnicity,No,the author's motivation does not appear to be hateful or racist the tweet expresses a political opinion rather than targeting a specific racial group,Non-hate,Negative,-0.0516
This stupid Bitch Lied.,No,the tweet does not contain any racial language or references to People of African Descent,No,the author's motivation is not hateful or racist as the tweet does not specify a racial group,Hate,Negative,-0.8689
Three volunteers are helping their fellow refugee children in Vienna have fun and learn new languages!,No,the tweet does not contain any racial hate speech against People of African Descent Black people as it discusses volunteers helping children without any derogatory language or context related to race,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it promotes a positive and supportive action towards children,Non-hate,Positive,0.6996
Time to face facts if you try to deport illegal immigrants the race card comes out detention centers its not good enough dont come here then,No,this tweet does not contain explicit racial hate speech against Black people it discusses illegal immigration without targeting any specific racial group,No,the author's motivation appears to be focused on immigration policy rather than expressing hatred or racism towards a specific race,Hate,Negative,-0.8179
"Today I said 'all men are trash' to my coworkers and some girl said 'not ALL men' yes boo, even ya sketchy bf u met…",No,this tweet does not contain racial hate speech against People of African Descent Black people it addresses a general statement about men without any racial context,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express a personal opinion about gender dynamics without targeting a specific race,Non-hate,Negative,-0.3089
Told “that tight dress is what makes you a whore” 😍😍😍😍,No,the tweet does not specifically target or express hate towards People of African Descent it comments on attire and behavior without racial context,No,the author's motivation appears to be admiration or approval rather than hate or racism,Hate,Positive,0.9001
Too bad you can't get abs from laughing at all the memes you steal... I'd have a six pack by now 😉,No,the tweet does not contain any references to race or people of African descent,No,the author's motivation appears to be humorous rather than hateful or racist,Non-hate,Negative,-0.5423
"Top EU commissioner calls to deport all illegal immigrants back to where they came from ""Europe can not handle this anymore"" - Free Speech Time - @user",No,this tweet does not specifically target People of African Descent or Black people it refers to illegal immigrants in general,No,the author's motivation appears to be focused on immigration policy rather than expressing hate or racism,Hate,Positive,0.128
Train to Become a #feminized 2-Hole Whore like @user #feminization #Feminizer #trap #traps #crossdresser #femboy #trans #dildo #mtf #futanari #blowjob #cocksucker # # # # #,No,the tweet does not contain racial hate speech against People of African Descent Black people it focuses on gender and sexual themes rather than race,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to be more about sexual identity and expression rather than targeting a racial group,Hate,Negative,-0.8481
"Translation:""IOM in Libya seeks to alleviate the suffering of migrants but cannot guarantee acceptable reception conditions in the centres, which are managed by the local authorities. Also in many areas of the country, migrants are victims of serious violence and abuse.""",No,the tweet discusses the situation of migrants in Libya without targeting any specific racial group or promoting hate speech,No,the author's motivation appears to be informative and focused on humanitarian issues rather than expressing hate or racism,Non-hate,Negative,-0.97
Trump Doubles Down: Govt Shutdown ‘˜Small Price To Pay’ To Fix Immigration Law,No,the tweet does not contain any racial hate speech against People of African Descent Black people as it discusses immigration law and a government shutdown without targeting any racial group specifically,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it focuses on political commentary rather than expressing animosity towards a particular race,Non-hate,Neutral,0.0
Trump declares 'NO MORE' DACA deal after report of caravan with Central Americans heading to UShttps://t.co/M6ObeAoSfN#BuildTheWall #SecureTheBorder #StopTheInvasion,No,the tweet does not contain any direct racial hate speech against Black people as it discusses immigration policy and does not reference race or ethnicity in a derogatory manner,No,the author's motivation appears to be focused on immigration policy rather than expressing hatred or racism towards any specific racial group,Non-hate,Neutral,0.0
"Trump family fearless, they stand up to little immigrant babies, kids, teens, they cage these ""violent"" humans in cages. But the Russians and Putin make Trump shit in his pants infear!!!#cowards #crooks #puppets",No,this tweet does not contain racial hate speech against People of African Descent Black people it focuses on political figures and immigration issues rather than race,No,the author's motivation does not appear to be hateful or racist it critiques political actions and does not target a specific racial group,Non-hate,Negative,-0.8061
Trump stands with victims of immigrant violence,No,this tweet does not contain racial hate speech against People of African Descent Black people it references immigrant violence without targeting any specific racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to focus on a political stance regarding immigration issues,Hate,Negative,-0.7506
Trump tweets images of Obama-era family migrant holding centers | Daily Mail Online,No,the tweet does not contain any racial hate speech against People of African Descent Black people as it discusses a political topic without targeting any racial group specifically,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to be a neutral report on a political statement made by Trump,Non-hate,Neutral,0.0
"Trump was right! Police first held 'refugee boy', 18, arrested at Dover over bucket bomb ... via @user",No,this tweet does not contain racial hate speech against People of African Descent it references a specific incident involving a refugee boy without derogatory language or racial slurs,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to be sharing information about a news event without expressing animosity towards any racial group,Hate,Negative,-0.7644
"Tucker Carson ""We need to start looking at the relationship between immigration and crime"" Yes we do thanks bro ðŸ™ŒðŸ»ðŸ’¯",No,this tweet does not explicitly contain racial hate speech against People of African Descent Black people,No,the author's motivation appears to be supportive of discussing immigration and crime without indicating hate or racism,Hate,Positive,0.2732
"Twice-Deported Illegal Alien Buried Girlfriend In The Woods, Suspected Of Killing Her Still-Missing Toddler @user @user @user #NoAmnesty #NoDACA #BuildTheWall #StopTheInvasion #FollowYourOath#KeepAmericaSafe",No,this tweet does not contain explicit racial hate speech against People of African Descent Black people it focuses on immigration issues and crime rather than race,No,the author's motivation appears to be focused on immigration policy and safety rather than expressing hate or racism towards a specific racial group,Hate,Negative,-0.872
Two #femalefounders launched @user to help international and immigrant entrepreneurs scale their companies #Ent4All #FacesofFounders,No,the tweet does not contain any racial hate speech against People of African Descent Black people it discusses female founders and entrepreneurship without any racial context,No,the author's motivation for writing the tweet does not appear to be hateful or racist it promotes inclusivity and support for entrepreneurs,Non-hate,Positive,0.4939
"Two alleged MS-13 gang members, who are ILLEGAL ALIENS charged with kidnapping and murders of two Houston teenagers age 14 and 16 years-old. #BuildThatWall#ImmigrationReform#NoChainMigration",No,"the tweet does not specifically target People of African Descent and focuses on illegal immigration and crime rather than race,",Yes,the author's motivation appears to be driven by anti-immigrant sentiment which can be linked to a broader xenophobic attitude,Hate,Negative,-0.8788
U call I'm ma bitch such a funny R u never look in mirror so you gonna know that who a bitch or maybe a slut or maybe you are both of theme,No,this tweet does not contain explicit racial hate speech against Black people as it does not reference race or ethnicity in any way,No,the author's motivation appears to be more about personal insult rather than expressing hate or racism towards a specific racial group,Hate,Negative,-0.8591
U sluts get them 100 likes on instagram and think y’all the coldest bitch in Detroit 🤧,No,the tweet does not contain any racial hate speech against People of African Descent since it does not mention race or ethnicity,No,the author's motivation does not appear to be hateful or racist as it targets a behavior rather than a racial group,Hate,Negative,-0.6908
UK MPs probe unpublished UN ‘˜sex-for-food’ findings: report,No,the tweet does not mention race or any group specifically related to People of African Descent,No,the author's motivation cannot be determined as hateful or racist based on the content of the tweet,Non-hate,Neutral,0.0
"UK: Polish Immigrants Returning Home Cite Fear of Terrorism, Anti-White Racism by Blacks via @user",Yes,the tweet contains a reference to anti-white racism attributed to Black people which can be interpreted as promoting negative stereotypes towards them,No,the author's motivation appears to be to highlight a perceived issue rather than to express hatred or racism directly,Hate,Negative,-0.9169
UN chief applauds Bangladesh for ‘˜opening borders’ to Rohingya refugees in need,No,the tweet discusses a humanitarian action regarding Rohingya refugees and does not target or express hate towards any racial group,Yes,the author's motivation appears to be supportive of refugee assistance rather than hateful or racist,Non-hate,Positive,0.34
"UNHCR Assistant Representative, Bamba Boubacar presents  trophy to  #UNHCRTeamrefugees  that won  match by 2 -1",No,"the tweet does not contain any racial hate speech against People of African Descent as it discusses a UNHCR event and does not reference race or promote hate,",No,the author's motivation for writing the tweet appears to be neutral and informative as it reports on an event without expressing hatred or racism,Non-hate,Positive,0.5719
UNHCR Representative to Nigeria and Ecowas Jose Antonio 0 meets with #withrefugees Leaders in sub office Lagos.,No,this tweet does not contain any racial hate speech against People of African Descent as it discusses a meeting without any derogatory language or negative implications towards any racial group,No,the author's motivation for writing this tweet does not appear to be hateful or racist as it focuses on a humanitarian context related to refugees and does not express any bias or prejudice,Non-hate,Neutral,0.0
"US Govt is one big crime scene, ie, WH, DHS, HHS, EPA, etc. — while ongoing conspiracy against the State continues unabated. Kidnapping immigrant children, illegal arrest &amp; imprisonment of immigrants, theft of federal funds for Nazi rallies, violating emoluments clause, tax scam.",No,the tweet does not contain any direct racial hate speech against Black people it discusses government actions and policies without targeting any racial group specifically,No,the author's motivation does not appear to be hateful or racist as the focus is on government accountability and immigrant issues rather than racial animosity,Non-hate,Negative,-0.9643
"US Navy Seal, which killed Osama wrote a book. It tells how this specialforces work today.",No,this tweet does not contain any racial hate speech against People of African Descent Black people as it does not reference race or make derogatory statements about any racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist as the content is focused on a military topic without any indication of bias or discrimination,Non-hate,Negative,-0.6705
US Senate Calls On Julian Assange To Testify,No,the tweet does not mention race or contain any language directed at People of African Descent,No,the tweet does not express any hateful or racist motivations it is a neutral statement about a political event,Non-hate,Neutral,0.0
Ugh I love Briana even thou that bitch can drive me crazy! I’ll always love that whore 🤧❤️,No,this tweet does not contain racial hate speech against People of African Descent it uses derogatory language but does not target a specific race,No,the author's motivation does not appear to be hateful or racist it seems to express frustration in a personal relationship rather than a broader societal issue,Hate,Negative,-0.636
Under Obama Illegal Aliens Claim Credible Fear at the Border once released into the US they never applied for Asylum - Deport ASAP  stop the #AsylumScam #Trump #MAGA #SendThemBack #Immigration #RedNationRising,No,the tweet does not specifically target People of African Descent nor does it contain language that explicitly promotes racial hate speech against them,No,the author's motivation appears to be focused on immigration policy rather than expressing hatred or racism towards a specific racial group,Hate,Negative,-0.8402
Video: Holidaymakers watch stunned as dozens of migrants storm Spanish beach,No,the tweet does not contain any racial hate speech against People of African Descent Black people it discusses migrants in a general context without specifying race or ethnicity,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to be reporting an event without expressing negative sentiments towards any group,Non-hate,Negative,-0.1027
WTF! 🤬 This guy Trump endorses one of the most anti-immigrant candidates in Kansas. Kobach is responsible for the papers-please law in Arizona that compelled local police to questioned people about their immigration status based on skin color.,No,this tweet does not contain racial hate speech against People of African Descent Black people because it discusses immigration policies and does not target Black individuals specifically,No,the author's motivation for writing the tweet is not hateful or racist because it expresses criticism of a political figure and policy rather than promoting hatred or racism,Non-hate,Negative,-0.3237
"Wait your turn...Guyanese immigrant explains to NY Post why he agrees with US President, Donald Trump's immigration policy.",No,", the tweet does not contain any racial hate speech against People of African Descent Black people as it discusses immigration policy without targeting a specific racial group",No,", the author's motivation for writing the tweet is not hateful or racist as it appears to present an opinion on immigration rather than express hatred or racism",Non-hate,Positive,0.2023
Watch--Trump: 'Not One' Country Has Been Improved by Mass Immigration,No,the tweet does not specifically target or express hate towards People of African Descent or any racial group,No,the author's motivation appears to be a political statement rather than an expression of hate or racism,Non-hate,Positive,0.4767
"Watch: Angela Merkel announces the invasion of another 10,000 migrants - Free Speech Time - @user",No,this tweet does not contain racial hate speech against People of African Descent as it does not mention race or ethnicity,Yes,the author's motivation appears to be critical of migration rather than specifically hateful or racist towards any racial group,Non-hate,Positive,0.5106
Watch: Benjamin Netanyahu backs Trump's decision to cut aid to the Palestinians and UNRWA - Free Speech Time - @user,No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation is not hateful or racist as the tweet discusses political actions without targeting any race,Non-hate,Positive,0.25
"Watch: Germans protest against Islam and immigration ""We want Germany to be Germany, not an Islamic state"" - Free Speech Time - @user",No,the tweet does not contain racial hate speech against People of African Descent Black people it focuses on Islam and immigration rather than race,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express a political stance on immigration and national identity,Hate,Positive,0.3818
Watch: Muslim refugee attacks German man for explaining the 'evil' in the Quran in public - Free Speech Time - @user,No,the tweet does not contain racial hate speech against People of African Descent Black people it discusses a Muslim refugee and does not reference race or ethnicity in relation to Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to focus on a specific incident rather than promoting hatred against a racial group,Hate,Negative,-0.6124
Watch: refugee says Sweden will be the first country to convert to Islam in Europe - Free Speech Time - @user,No,the tweet does not contain explicit racial hate speech against Black people,No,the author's motivation does not appear to be hateful or racist based on the content provided,Non-hate,Positive,0.5106
We are in need of volunteers to serve as advocates for refugees as they navigating the American medical system! Email HObedi@wr.org for info,No,this tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation appears to be supportive and inclusive rather than hateful or racist,Non-hate,Neutral,0.0
We better not ever have a woman president @user,No,this tweet does not contain racial hate speech against People of African Descent it expresses a general opinion about a woman president without reference to race,No,the author's motivation does not appear to be hateful or racist as it focuses on gender rather than race,Hate,Positive,0.4404
"We can only boycott All Sanctuary States, it's our only way to sway the politics. We have allowed illegal immigration to repopulate CA and other states to the point that latinos havr overwelmed the fabric of those states.",No,this tweet does not contain racial hate speech against Black people as it specifically targets Latino immigrants and does not mention or imply anything about Black people,No,the author's motivation appears to be political rather than hateful or racist as the focus is on immigration policy and its impact on states,Hate,Negative,-0.7096
We will rebel against this society's matriarchy and establish Fascism one day.,No,the tweet does not specifically mention or target People of African Descent,No,the author's motivation appears to be political rather than focused on hate or racism,Hate,Negative,-0.1531
"We're halfway to our fundraising goal! Thank you to all our fundraisers and donors. Remember that your donations help refugees rebuild their lives, here in America. Make your impact today #30kin30days #wewelcomerefugees",No,the tweet does not contain any racial hate speech against People of African Descent Black people it focuses on fundraising for refugees and promotes support for them,No,the author's motivation for writing the tweet is not hateful or racist it aims to encourage donations for a humanitarian cause,Non-hate,Positive,0.6696
"We're looking for more interns for the fall! Join our fun (but still professional) team in resettlement, immigration legal services, education, and more. Apply today! All details can be found",No,this tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing this tweet appears to be neutral and focused on recruitment without any indication of hate or racism,Non-hate,Positive,0.6229
"Well Sarah, do you as a human not think the people that shielded the rape of children should be outed? #FFArdFheis17",No,this tweet does not contain racial hate speech against People of African Descent as it does not mention race or ethnicity in a derogatory manner,No,the author's motivation in this tweet does not appear to be hateful or racist as it focuses on a specific issue rather than targeting a racial group,Non-hate,Negative,-0.5574
"Well, we do welcome immigrants to this country--but we don't want those wishing to kill us and change our culture;...",No,this tweet does not specifically target People of African Descent as it does not mention race or ethnicity,Yes,the author's motivation appears to be driven by fear and xenophobia rather than explicit hate or racism,Hate,Negative,-0.3586
What Mamata Banerjee Said Of Bangladeshi Immigrants In 2005 via @user,No,the tweet does not contain racial hate speech against People of African Descent Black people it references Bangladeshi immigrants rather than any racial group,Yes,the author's motivation for writing the tweet is not hateful or racist it appears to be sharing information about a political statement rather than expressing hate,Non-hate,Neutral,0.0
"What a lying piece of Sh.t he is, he has USA on its knees and HRC was going to finish us off, well nation/public off to the world, go suck on eggs jerk @user @user #BuildTheWall #LockThemUp #EndDACA now !!!",No,the tweet does not contain any specific racial hate speech against Black people,No,the author's motivation appears to be political frustration rather than racial hatred,Hate,Negative,-0.8164
What is important to you now?  I'm sad for those unfortunate immigrant children who have yet to be reunited with their families.  Mental health ought to be as important as physical health.   #SaveSCOTUS #BlueWave2018 #mentalhealth #health #FamiliesBelongTogether #VoteBlue #Vote,No,this tweet does not contain any racial hate speech against People of African Descent Black people it focuses on immigrant children and mental health issues,No,the author's motivation for writing the tweet does not appear to be hateful or racist it shows concern for immigrant children and advocates for mental health,Non-hate,Negative,-0.5423
What would you do if namjoon sneaks into your room at night and yells 'HERE COMES MONSTER DICK BITCH!!',No,the tweet does not contain racial hate speech against People of African Descent as it does not reference race or ethnicity in a derogatory manner,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to be a humorous or absurd scenario without any racial context,Non-hate,Negative,-0.8793
"Whatever hoe it is, it is still a hoe. And yu r still a WHORE",No,this tweet does not specifically target People of African Descent or any racial group,No,the language used is derogatory but does not indicate a motivation based on race or hate towards a racial group,Hate,Negative,-0.7213
"When Hollywood powerhouses accuse you of rape, you have a problem. When you help make them powerhouses, you became the problem!",No,the tweet does not contain racial hate speech against People of African Descent it discusses issues related to Hollywood and power dynamics without any racial context or reference to race,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to focus on accountability and critique rather than targeting a specific racial group,Non-hate,Negative,-0.8588
When I see my memes and tweets stolen and watermarks wiped so you can put them on your pathetic ass page,No,the tweet does not contain any racial hate speech against People of African Descent as it does not mention race or ethnicity in a derogatory manner,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to express frustration over content theft rather than targeting a specific racial group,Non-hate,Negative,-0.886
When I think about all the people that hate me,No,the tweet does not contain any specific reference to racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet is not hateful or racist as it expresses a personal feeling rather than targeting a specific group,Non-hate,Negative,-0.5719
When a stranger tries to talk to me,No,this tweet does not contain any racial hate speech against People of African Descent it is a neutral statement about a stranger trying to engage in conversation,No,the author's motivation for writing this tweet does not appear to be hateful or racist it simply describes an interaction without any negative connotations,Non-hate,Neutral,0.0
When all your friends are good people and you wonder why they like you for the piece of shit you are...,No,this tweet does not contain any racial hate speech against People of African Descent it does not reference race or ethnicity in any way,No,the author's motivation does not appear to be hateful or racist it seems to express personal frustration rather than targeting any group,Non-hate,Positive,0.5994
When autocorrect just gets you,No,the tweet does not mention any racial or ethnic group and is neutral in nature,No,the author's motivation is not hateful or racist as the tweet does not convey any negative sentiment towards any group,Non-hate,Neutral,0.0
When he calls you 'princess',No,the tweet does not contain any explicit racial hate speech against Black people,No,the author's motivation for writing the tweet is unclear and does not indicate hate or racism,Non-hate,Neutral,0.0
When it gets too hot for life there we should only accept female climate refugees until the regime renounces their patriarchal ways. Otherwise let them roast.,No,This tweet does not contain racial hate speech against People of African Descent as it does not mention race or ethnicity,No,The author's motivation appears to focus on gender issues and climate change rather than expressing hate or racism towards any racial group,Hate,Positive,0.3818
When it's April fools but this isn't a joke,No,the tweet does not contain any references to race or racial hate speech,No,the author's motivation appears to be neutral or humorous without any indication of hate or racism,Non-hate,Negative,-0.5318
"When people tell me I should 'settle down, get married and have kids'",No,the tweet does not contain any racial hate speech against People of African Descent Black people it discusses personal life choices without reference to race,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express a personal opinion on societal expectations,Non-hate,Neutral,0.0
When someone says they're unfollowing for what I post on MY FUCKING PAGE.... FOH,No,the tweet does not contain any explicit racial hate speech against Black people,No,the author's motivation appears to be frustration and not driven by hate or racism,Non-hate,Neutral,0.0
When someone tries to correct my grammar,No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet is not hateful or racist,Non-hate,Neutral,0.0
When the bartender cuts you off,No,the tweet does not contain any racial hate speech against People of African Descent Black people it is a general statement about a bartender and does not reference race or ethnicity,No,the author's motivation for writing the tweet is not hateful or racist there is no indication of animosity or prejudice in the content of the tweet,Non-hate,Negative,-0.296
"When y'all see that bitch that's been talkin shit, but you refrain cause you've been tryin to grow as a person",No,the tweet does not contain any explicit racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it focuses on personal growth and self-control,Hate,Negative,-0.5719
When you and your mom are trying to figure out how to make you seem like a bigger whore than your sister,No,the tweet does not contain any explicit racial hate speech against Black people it discusses personal relationships and behavior rather than race,No,the author's motivation does not appear to be hateful or racist it seems to focus on family dynamics rather than targeting any racial group,Hate,Negative,-0.4215
When you come in from feeding the animals and your boyfriend has cut a massive hole out of the wall. 'I'm just seeing how it would look' 🤔,No,this tweet does not contain any racial hate speech against People of African Descent as it does not reference race or ethnicity in any form,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it discusses a personal situation without any negative connotations towards any group,Non-hate,Negative,-0.2732
When you find your ex on tinder,No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist,Non-hate,Neutral,0.0
"When you find yourself in a hole, quit digging. - Will Rogers #thestressninja #lifecoaching",No,this tweet does not contain any racial hate speech against People of African Descent as it does not reference race or ethnicity in any way,No,the author's motivation for writing this tweet is not hateful or racist as it appears to be a general motivational statement without any context of discrimination or hate,Non-hate,Neutral,0.0
When you get your ex as your waitress,No,the tweet does not mention race or contain any language that targets People of African Descent,No,the author's motivation appears to be humorous or personal rather than hateful or racist,Non-hate,Neutral,0.0
When you realize tomorrow is Monday,No,the tweet does not contain any references to race or ethnicity and is a neutral statement about the day of the week,No,the author's motivation appears to be expressing a common sentiment about the end of the weekend and is not hateful or racist,Non-hate,Neutral,0.0
When you see what you posted online when you were blackout drunk,No,this tweet does not contain any racial hate speech against People of African Descent Black people it discusses personal behavior and does not reference race or ethnicity in any way,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to reflect a personal experience rather than an attack on any group,Non-hate,Negative,-0.34
When you send nudes in public knowing people can see cause you know your shit is A1,No,this tweet does not contain racial hate speech against People of African Descent it discusses a different topic related to sending nudes,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to focus on a personal behavior rather than targeting a specific race,Non-hate,Negative,-0.5574
When you wake up and see the drunk text you sent without using textpert,No,the tweet does not contain any references to race or people of African descent,No,the author's motivation appears to be humorous and not hateful or racist,Non-hate,Negative,-0.34
When you're Twitter beefin with Brits but don't know who's talkin shit cause you can't understand their slang 🤔,No,this tweet does not contain racial hate speech against People of African Descent Black people as it does not reference race or ethnicity in a derogatory manner,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it discusses a misunderstanding of slang without any negative connotations towards a specific group,Non-hate,Negative,-0.7096
When you're a childish bitch,No,the tweet does not specifically reference or target People of African Descent,No,the author's motivation does not indicate any hateful or racist intent,Hate,Negative,-0.7184
When you're drunk and you tell your friends you're gonna text your ex,No,this tweet does not contain any racial hate speech against People of African Descent Black people it discusses a personal situation related to relationships and does not reference race or ethnicity in any way,No,the author's motivation for writing this tweet does not appear to be hateful or racist it seems to be a lighthearted comment about a common social scenario,Non-hate,Positive,0.1779
When you're fat but so cute that everyone loves you anyway,No,this tweet does not contain any racial hate speech against People of African Descent as it does not mention race or ethnicity in any context,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to express a positive sentiment about self-acceptance and body image,Non-hate,Positive,0.9072
"When you're having a conversation with someone, not listening and just don't care",No,this tweet does not contain any racial hate speech against People of African Descent it is a general statement about communication issues,No,the author's motivation does not appear to be hateful or racist as the tweet does not target any specific group or express any form of hatred,Non-hate,Negative,-0.3875
When you're sexting a bitch and you think you dropped the fire but she blocks you and you never hear from her again,No,the tweet does not contain any racial hate speech against People of African Descent it discusses a personal interaction without reference to race,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express frustration in a general context without targeting any racial group,Hate,Negative,-0.6652
When you've just met someone and they start to tell you their life story,No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist,Non-hate,Neutral,0.0
When your Mexican friend texts you 'viva la Mexico' on the 4th of July,No,the tweet does not contain racial hate speech against People of African Descent Black people it discusses a cultural reference related to Mexico and Independence Day,No,the author's motivation for writing the tweet is not hateful or racist it appears to be a lighthearted observation about cultural expressions,Non-hate,Positive,0.4939
When your finger fuck game strong AF,No,the tweet does not contain any references to race or People of African Descent,No,the author's motivation does not indicate any hateful or racist intent,Non-hate,Negative,-0.0516
