Tweet,Hate Speech Detected,Explanation (Hate Speech),Motivation of the Author,Explanation (Motivation),Original Label
Don’t worry - we carefully vet all of our refugees./sarc,No,this tweet does not contain any explicit racial hate speech against People of African Descent Black people it appears to be a sarcastic comment about refugees in general,No,the author's motivation does not seem hateful or racist since the tweet is sarcastic and does not target any specific racial group,Non-hate
"World - Woman Who Accused Nelly of Rape Wants to Drop Case, Will Not Te >>",No,the tweet does not contain any racial hate speech against People of African Descent Black people as it focuses on a legal case involving an individual and does not reference race or ethnicity in a derogatory manner,No,the author's motivation for writing the tweet is not hateful or racist as it appears to report on a news event without expressing any negative sentiment towards any racial group,Non-hate
Thank you AM640 and Byron Tyler for hosting us last week. We love letting the Mid-South know about the Memphis Cup of Nations and World Relief Memphis work to empower the local church to serve vulnerable refugees and immigrants.,No,the tweet does not contain any language or sentiments that express hatred or discrimination towards People of African Descent,No,the author's motivation appears to be supportive and community-focused without any indication of hate or racism,Non-hate
The U.S. has inflicting lasting trauma and pain upon immigrant families forced to live in horrifying uncertainty. It has to end now. #FamiliesBelongTogether #EndFamilySeparation,No,this tweet does not contain racial hate speech against People of African Descent as it addresses immigrant families without targeting any specific racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it advocates for the well-being of families and opposes harmful policies,Non-hate
My Mather is a slut bitch,No,this tweet does not contain any racial hate speech against People of African Descent as it does not reference race or ethnicity,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it targets an individual rather than a racial group,Hate
Girls with tongue rings are as bad as girls with engagement rings... They have to get that shit in every picture,No,this tweet does not contain racial hate speech against People of African Descent it makes a comparison about girls with tongue rings and engagement rings without mentioning race or ethnicity,No,the author's motivation does not appear to be hateful or racist the tweet seems to express a personal opinion about a specific behavior rather than targeting a racial group,Hate
When I see my memes and tweets stolen and watermarks wiped so you can put them on your pathetic ass page,No,the tweet does not contain any racial hate speech against People of African Descent as it does not mention race or ethnicity in a derogatory manner,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to express frustration over content theft rather than targeting a specific racial group,Non-hate
why do you miserable hoes be so worried abt the next bitch & wha they got going on 🤔🤔,No,this tweet does not contain any racial hate speech against People of African Descent as it does not reference race or ethnicity in any way,No,the author's motivation for writing this tweet does not appear to be hateful or racist as it seems to express frustration rather than targeting a specific racial group,Hate
"A fascinating story of fevered, dehumanizing anti-immigrant sentiment - against German-Americans during WWI",No,this tweet discusses historical anti-immigrant sentiment without targeting People of African Descent,No,the author's motivation appears to be informative rather than hateful or racist,Non-hate
Immigrant Families Being Reunited,No,the tweet does not contain any language or implications that target or demean people of African descent,No,the author's motivation is not hateful or racist as the tweet appears to be neutral and focuses on family reunification,Non-hate
@user oh you dirty bitch me and my friends are going to fuck all your holes till you can't take no more…,No,this tweet does not contain racial hate speech against People of African Descent Black people it is directed at an individual without racial context,No,the author's motivation for writing the tweet is not hateful or racist it expresses aggression but does not indicate racial animus,Hate
When your selfie game is weak AF,No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist,Non-hate
*In class today* *Girl next to me* 'I hate how every girl dressed like a skank for Halloween' *Guy in front of me turns* 'IT WAS AMAZING,No,the tweet does not contain any racial hate speech against People of African Descent Black people as it does not reference race or ethnicity in any way,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to be a commentary on a specific situation without targeting any racial group,Hate
@user Sweet. Broke-assed bitch will shut her jizz-hole for once. Once.,No,", the tweet does not specifically target people of African descent or use racial slurs or stereotypes",Yes,", the language used is derogatory and aggressive indicating a hateful motivation towards the individual mentioned",Hate
Syrian refugee says hopes of new life in US dashed by Trump travel ban,No,the tweet does not contain racial hate speech against People of African Descent Black people it discusses a Syrian refugee and a travel ban rather than targeting any racial group directly,No,the author's motivation for writing the tweet is not hateful or racist it appears to report on the impact of a policy rather than express hate or racism,Non-hate
This bitch out here settin up dick appointments and your lame ass can't even get a text back,No,this tweet does not contain racial hate speech against People of African Descent Black people as it does not reference race or ethnicity in a derogatory manner,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it focuses on personal relationships rather than race,Hate
I get a high off of how miserable your life is because you truest deserve it and it’s hysterical 😂😂,No,the tweet does not specifically target People of African Descent or contain racial hate speech,No,the author's motivation appears to be more about personal enjoyment at someone else's expense rather than expressing hate or racism,Non-hate
"So we have an immigrant who did 3 tours of duty for the U.S. Military and then gets deported by our Dept of Justice, while the same DOJ allows Alex Jones to foment lying-induced hatred and violence against other Americans.  There is something VERY wrong with OUR, yes OUR, DOJ.",No,", the tweet does not specifically target or express hatred towards People of African Descent it discusses immigration and the Department of Justice without racial context",No,", the author's motivation seems to be a critique of the DOJ's actions rather than expressing hate or racism",Non-hate
.... mean about you or your team and your on your video saying I'm crying and a slut and a bitch and all this... like dudes it's a game!!!,No,the tweet does not contain racial hate speech against People of African Descent Black people as it does not reference race or ethnicity in any way,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to express frustration about a game rather than targeting a specific racial group,Non-hate
"The ignorance is living in a country as an Spanish immigrant that is not theirs, and want to force the US natives to speak their language.",No,this tweet does not contain racial hate speech against Black people as it does not mention race or target any specific racial group,Yes,the author's motivation appears to be critical of Spanish immigrants and their language preference which may stem from a xenophobic or nationalistic viewpoint,Hate
UK MPs probe unpublished UN ‘˜sex-for-food’ findings: report,No,the tweet does not mention race or any group specifically related to People of African Descent,No,the author's motivation cannot be determined as hateful or racist based on the content of the tweet,Non-hate
Hundreds of Syrian refugees started crossing the border from Lebanon on Saturday.,No,this tweet does not contain any racial hate speech against People of African Descent as it discusses Syrian refugees and does not mention race or ethnicity in a negative context,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it simply reports on a factual event without derogatory language or intent,Non-hate
"@user It's kind of funny, really. Were the space aliens illegal? Now we need a wall & a roof! I think this country has gone totally nuts. God Bless @user for his strength & courage. #BuildThatWall and if he blocks the democrats out, t",No,the tweet does not contain racial hate speech against People of African Descent Black people as it does not reference race or ethnicity in a derogatory manner,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it focuses on immigration and political issues rather than targeting any specific racial group,Hate
Study: At least 1 in 10 immigrant children has 'interrupted schooling' #blogs #feedly,No,the tweet does not contain any specific reference to racial hate speech against People of African Descent it discusses immigrant children in general without targeting any racial group,No,the author's motivation for writing the tweet is not hateful or racist it appears to be sharing information about a study rather than expressing hate,Non-hate
"'Feminists have been stigmatized as hysterical women for a long time' Olga Marin, FARC #GVAPeaceWeek",No,the tweet does not contain racial hate speech against People of African Descent Black people as it discusses feminism and stigmatization of women without reference to race or ethnicity,No,the author's motivation for writing the tweet is not hateful or racist as it appears to be a commentary on gender issues rather than an expression of hate or racism,Non-hate
Karma points to @user but fuck @user karma is a bitch and @user is still a cunt.,No,the tweet does not contain any racial hate speech against People of African Descent as it does not reference race or ethnicity in any way,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to express frustration towards specific individuals rather than a group based on race,Non-hate
@user Why don’t you crawl back in your hole skank,No,this tweet does not specifically target People of African Descent or contain racial hate speech,No,the author's motivation appears to be general hostility rather than specifically hateful or racist sentiments,Hate
"The Task Force Rural Africa is composed of 11 members (4 African, 7 European/3 f, 8 m), selected for their high-level expertise and experience in #agriculture, #trade, #development policy or #migration, etc.",No,the tweet does not contain any language or sentiment that targets or demeans People of African Descent,No,the author's motivation appears to be informative and neutral regarding the composition of the task force,Non-hate
Fundraising Many people have started collecting funds for Syrian refugees as an advertising stunt for self...,No,this tweet does not contain racial hate speech against People of African Descent as it discusses Syrian refugees and does not mention race or ethnicity,Yes,the author's motivation does not appear to be hateful or racist as it critiques fundraising efforts without targeting any specific racial group,Non-hate
"My bitch a model, lil nigga, you could ask Tyra Banks That pussy wet like a bottle, change them sheets every day",Yes,the use of the term nigga is a racial slur that targets people of African descent,Yes,the language used in the tweet conveys a disrespectful and derogatory attitude towards Black individuals,Hate
"@user It is more ""when you ARE left out of the crowd"". This is a real problem and language is not the only cause. It is driving well qualified citizens, legal immigrants to bankruptcy",No,this tweet does not contain any racial hate speech against People of African Descent Black people it discusses a broader issue of exclusion without targeting any specific racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to address a concern about social issues rather than promoting hate,Non-hate
WTF! 🤬 This guy Trump endorses one of the most anti-immigrant candidates in Kansas. Kobach is responsible for the papers-please law in Arizona that compelled local police to questioned people about their immigration status based on skin color.,No,this tweet does not contain racial hate speech against People of African Descent Black people because it discusses immigration policies and does not target Black individuals specifically,No,the author's motivation for writing the tweet is not hateful or racist because it expresses criticism of a political figure and policy rather than promoting hatred or racism,Non-hate
"Me trying to flirt- Hey cum dumpster, wanna fuck?",No,this tweet does not contain racial hate speech against People of African Descent as it does not reference race or ethnicity in any way,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to be a crude attempt at flirting without targeting any specific group,Non-hate
Dear Xfactor fans If you would like to slag off the show may I give you a little advice Do what I do and stop...,No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it discusses a television show without reference to race,Non-hate
@user feminists are many more things than just gross,No,the tweet does not specifically target People of African Descent or contain racial hate speech,No,the author's motivation appears to criticize a group rather than express hatred or racism,Hate
IS there a thing in the constituion about women shutting the hell up? COME ON! #shutthehellupwomen..,No,this tweet does not contain racial hate speech against People of African Descent as it targets women in general and does not reference race or ethnicity,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it expresses frustration towards women rather than a specific racial group,Hate
@user @user This is 1 good reason US needs be careful when they take refugees - most don't acclimate to US laws -Constitution. She needs not to go to prison but back to the country she's from.,No,the tweet does not contain racial hate speech against People of African Descent Black people it discusses refugees in general and does not target any specific racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist it expresses a concern about refugees and their integration into US society without explicit racial animus,Hate
"One in eight U.S. residents is an immigrant, while one in nine residents is a native-born U.S. citizen with at least one immigrant parent.",No,the tweet does not contain any racial hate speech against People of African Descent Black people as it does not mention race or express hostility towards any racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it presents a factual statement regarding immigration and demographics,Non-hate
#Hypocrites #UnDocumented #Immigrants #Immigration #BringBackOurBordersOne of the latest attacks by the #Resistance on #DonaldTrump is showing a...,No,the tweet does not contain any explicit racial hate speech against Black people,No,the author's motivation appears to be political commentary rather than hateful or racist,Non-hate
"Pope and World Council of Churches to hold conference on xenophobia, migration, and populism via @user  Globalist dreamers want to push for one borderless world run by them.",No,the tweet does not contain racial hate speech against People of African Descent Black people as it does not reference race or ethnicity in a derogatory manner,No,the author's motivation for writing the tweet is not hateful or racist as it expresses a political opinion about globalism and borders without targeting any specific racial group,Non-hate
Company recycles waste as fuel to help #refugees in #Kenyahttps://t.co/rH5VBRTIiJ via @user #WithRefugees @user @user @user @user,No,the tweet does not contain any language or sentiments that target or demean People of African Descent,No,the author's motivation appears to be supportive and humanitarian rather than hateful or racist,Non-hate
@user You know I’m a full animal nut. I know horseys love racing. Most involved treat the horses like family. This kunt tho,No,the tweet does not contain racial hate speech against People of African Descent Black people it discusses horses and does not reference race or ethnicity in any way,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express frustration about a specific individual rather than a racial group,Non-hate
"âš ï¸DHS says man accused of shooting Colorado officer is Iraqi refugee with NINE criminal charges including extortion, illegally owning a handgun. A DEMOCRAT JUDGE LET HIM ROAM FREE FOR POLITICAL REASONS AND NOW HE’S SHOT A POLICE OFFICER",No,the tweet does not contain racial hate speech against People of African Descent Black people are not mentioned or targeted in the content of the tweet,No,the author's motivation appears to be criticizing a political figure and judicial decision rather than expressing hate or racism,Hate
"If you're a man, women can't be trusted. They'll turn against you, it's in their nature.!",No,this tweet does not contain racial hate speech against People of African Descent Black people it targets women in general rather than any racial group,No,the author's motivation for writing the tweet is not hateful or racist it expresses a negative view of women without racial implications,Hate
@user DUMB CUNT STEALS FROM MY CAR GO TO HELL SLUT,No,the tweet does not contain any explicit references to race or people of African descent,No,the author's motivation appears to be frustration or anger rather than racial hatred,Hate
Do you guys accept your significant other calling you out of your name! i.e bitch hoe slut etc.... And I’m not talking about during sex. 🤔,No,this tweet does not contain racial hate speech against People of African Descent Black people it discusses name-calling in relationships without any racial context,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to be asking about relationship dynamics rather than targeting any specific group,Non-hate
@user Hitem with your purse you pussy,No,the tweet does not contain any explicit racial hate speech against Black people it appears to be a general insult rather than racially targeted hate speech,No,the author's motivation does not seem hateful or racist as it does not reference race or ethnicity but rather expresses aggression towards an individual,Non-hate
"@user @user This is old and past thinking, 100 years ago. Time has changed. Now each country has to clear this problems without refugees and immigrants.",No,this tweet does not contain racial hate speech against People of African Descent it discusses a general issue regarding refugees and immigrants without targeting any specific racial group,No,the author's motivation does not appear to be hateful or racist it seems to express a viewpoint on immigration policy rather than promoting hate,Hate
"New post (Facebook's new political advertising policy denounced by immigrant, civil rights groups) has been published on Top 10 Tech News -",No,The tweet does not contain any racial hate speech against People of African Descent as it discusses a political advertising policy and mentions groups without any derogatory language or racial context,No,The author's motivation for writing the tweet does not appear to be hateful or racist as it focuses on a policy issue and mentions civil rights groups without negative connotation,Non-hate
ARE YOU CRAZY?! Those ppl create chaos wherever they go! #SendThemBack!,Yes,Those words imply a negative stereotype about a racial group indicating they cause chaos,Yes,The use of the phrase Send Them Back suggests a desire to exclude or remove a group based on race,Hate
Only a hoe would say some stupid shit like that. lol “pull your daddy and make you my stepson” I’ve heard it all now lmao,No,the tweet does not specifically target or express hatred towards People of African Descent,No,the author's motivation appears to be mocking or ridiculing rather than expressing hate or racism,Hate
"No room for full explanation here but regarding the hysterical women at the Kavanaugh hearing, the word hysteria is from a Greek word meaning wandering and disconnected uterus. There you have it.",No,the tweet does not contain racial hate speech against People of African Descent Black people as it discusses a specific context unrelated to race,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it focuses on a historical term and its implications without targeting a racial group,Hate
"@user not all men want to give you money for bad takes!! and not all white people avoid spices, it’s just most of us",No,the tweet does not contain direct racial hate speech against Black people it discusses stereotypes about white people and men but does not target any specific racial group,Yes,the author's motivation seems to be dismissive and defensive rather than hateful or racist as they are responding to a perceived stereotype without expressing animosity,Non-hate
Family recall 7 years of war in Palestinian refugee camp in Yarmouk,No,the tweet does not contain any racial hate speech against Black people as it focuses on a specific event related to Palestinian refugees and does not mention race or ethnicity in a derogatory manner,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it discusses a historical event without any indication of prejudice or animosity towards any racial group,Non-hate
@user  Stay well clear of Scottish power if you want to get your meter changed 6 months waiting 6 months of being ignored not good,No,the tweet does not contain any racial hate speech against People of African Descent Black people it discusses a service issue with a utility provider,No,the author's motivation for writing the tweet is not hateful or racist it expresses frustration with a service delay rather than targeting any racial group,Non-hate
"I fucking know who he cheated with even if he didn't say it. This fucking bitch, I've always fucking hated her two faced whore ass",No,this tweet does not contain racial hate speech against People of African Descent Black people it does not mention race or ethnicity,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express personal anger towards an individual,Hate
"@user Are you really pulling a #NotAllMen here? The movement targets the systemic issue of patriarchy, not ind…",No,this tweet does not contain racial hate speech against People of African Descent Black people as it discusses patriarchy and does not mention race or ethnicity,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it addresses a social issue without targeting any specific racial group,Non-hate
"I’m so heartbroken about what happened to blanca on oitnb, the thought that this could happen to any immigrant in the us rn is even more heartbreaking and fucked up",No,this tweet does not contain racial hate speech against People of African Descent Black people as it does not mention race or express hatred towards any racial group,No,the author's motivation for writing the tweet is not hateful or racist as it expresses concern for the well-being of immigrants without targeting any specific racial group,Non-hate
"This MEME just goes to show how much hypocrisy that the liberal political party in this country can demonstrate, by the fact that they did not complain at all about the separation of immigrant children when Obama was POTUS, but they now demonize, because a Conservative is POTUS.",No,this tweet does not contain racial hate speech against People of African Descent Black people because it discusses political hypocrisy rather than targeting any racial group specifically,No,the author's motivation for writing the tweet is not hateful or racist because it focuses on political criticism and does not express animosity towards any race,Non-hate
Put some respek on your name! Stop letting people down play and belittle what you have done. Keep pride in your releases! - Head Kunt 🐬🌈,No,this tweet does not contain any racial hate speech against Black people it appears to be a motivational statement without any racial context or derogatory language,No,the author's motivation does not seem hateful or racist as the message encourages pride and respect without targeting any specific racial group,Non-hate
"Well Sarah, do you as a human not think the people that shielded the rape of children should be outed? #FFArdFheis17",No,this tweet does not contain racial hate speech against People of African Descent as it does not mention race or ethnicity in a derogatory manner,No,the author's motivation in this tweet does not appear to be hateful or racist as it focuses on a specific issue rather than targeting a racial group,Non-hate
"Nelly's rape accuser says she wants the case dropped: The woman who accused rapper, Nelly of rape, has refused to…",No,the tweet does not contain racial hate speech against Black people as it discusses a legal matter involving an individual without racial context,No,the author's motivation for writing the tweet is not hateful or racist as it appears to be a neutral report on a news event without any derogatory intent,Non-hate
"My grandfather, bless his memory, an immigrant from a shit hole country (it was in 1923), used to tell me “if Mickey Mouse is running for office and says he is Irish and a Democrat, you vote for that rodent).  Words I still live by.",No,this tweet does not contain racial hate speech against People of African Descent because it does not reference race or ethnicity in a derogatory manner,No,the author's motivation for writing the tweet does not appear to be hateful or racist because it reflects on a personal anecdote without expressing animosity towards any group,Non-hate
THIS IS WHY WE NEED 2 #BuildTheDamnWall #BuildThatWall#BuildTheWall,No,this tweet does not explicitly contain racial hate speech against People of African Descent as it does not mention race or ethnicity in a derogatory manner,No,the author's motivation for writing the tweet appears to be focused on a political stance regarding immigration rather than expressing hate or racism,Hate
"The LAST thing I want to do is support WOMENS RIGHTS, it's EXCLUDING ALL THE MEN. WHAT HAPPENED TO MENS RIGHTS?!",No,this tweet does not contain racial hate speech against People of African Descent Black people it focuses on gender issues rather than race,No,the author's motivation for writing the tweet does not appear to be hateful or racist it expresses frustration over gender rights without targeting any racial group,Hate
"@user There's an agenda Jprdan:  White genocide is a crime.'EU funded report tells journalists not to write negative articles on migrant crisis'  ""It even urges them to report colleagues to the authorities for 'hate speech crimes'.""https://t.",No,the tweet does not explicitly contain racial hate speech against People of African Descent Black people,No,the author's motivation appears to be to criticize perceived censorship rather than to express hate or racism,Hate
"@user We're trying to secure $2500 in matching funds to help female refugees thrive. We're $419 away from our goal, and have until midnight West Coast time to do it. Can you give us a retweet?",No,this tweet does not contain any racial hate speech against People of African Descent as it focuses on supporting female refugees and does not mention race or promote hate,No,the author's motivation for writing this tweet is not hateful or racist as it aims to raise funds for a positive cause without any discriminatory language or intent,Non-hate
"@user June, sweetie, might I suggest that you tell this condescending bitch to shut her trap hole?",No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it targets an individual's behavior rather than a racial group,Hate
@user The cunt from where you earn a living.,No,the tweet does not contain explicit racial hate speech against People of African Descent Black people it does not reference any racial or ethnic group,No,the author's motivation for writing the tweet cannot be determined as hateful or racist it lacks context to suggest such intent,Hate
Ho you voted for this @user,No,the tweet does not contain any specific reference to race or racial hate speech against Black people,No,the author's motivation cannot be determined as hateful or racist based on the content provided,Non-hate
@user Seeing your a racist homo hating women hating cunt what did you pick,No,"the tweet does not specifically target People of African Descent nor does it contain any racial slurs or language that indicates racial hate speech,",Yes,the author's motivation appears to be hateful as they use derogatory language aimed at multiple groups indicating a hostile intent,Non-hate
Hoes in the city so recycled you just a rerock lil whore,No,this tweet does not specifically target People of African Descent or use racial slurs,Yes,the author's motivation appears to be derogatory and disrespectful but it is not explicitly racial in nature,Hate
Join us tomorrow for a day of celebrations honoring Chicago's growing refugee community.,No,"the tweet does not contain any racial hate speech against People of African Descent as it focuses on a celebration of a refugee community rather than targeting any specific racial group,",No,the author's motivation for writing the tweet does not appear to be hateful or racist as it promotes inclusivity and celebration of diversity,Non-hate
#Irony Definition: German 'refugees welcome' activist murdered after hitching ride with Moroccan truck driver. #migpol #svepol #unvetted #BlueWave2018,No,the tweet does not contain explicit racial hate speech against Black people as it discusses a specific incident without targeting a racial group,Yes,the author's motivation seems to be hateful or racist as it implies a negative view of immigrants and refugees suggesting a broader disdain for certain ethnic groups,Non-hate
@user The increase of gun ownership has led to an overall decrease in homicides. And increasing intolerance towards who? People smugglers? Drug cartel members? People who cheat the system essentially flip the bird to legal immigrants waiting in,No,The tweet does not explicitly target People of African Descent or contain language that would be classified as racial hate speech,No,The author's motivation appears to be focused on gun ownership and crime rather than expressing hatred or racism towards any specific racial group,Hate
I be curving ALL da hoes niggas try to put me on SOO much dat they don’t een tell me when a bitch want me no mo🤦🏽‍♂️😂😎,Yes,the use of the term niggas is a racial slur directed at Black people and is considered hate speech,No,the tweet appears to be more focused on personal relationships and humor rather than expressing a hateful or racist motivation,Hate
"I️ used to say #NotAllMen but let’s be real. If you being honest, men be trash in a number of ways. And what’s wild…",No,this tweet does not contain racial hate speech against People of African Descent Black people because it does not mention race or make derogatory statements about any racial group,No,the author's motivation for writing the tweet is not hateful or racist because it appears to address a broader societal issue regarding men without targeting any specific racial group,Non-hate
"Strange that this is going on in the midst of outrage where illegal migrants are being ""separated"" from their families &amp; Black Lives Matter.",No,the tweet does not contain explicit racial hate speech against Black people it discusses a social issue without derogatory language or intent,No,the author's motivation appears to be a critique of a social situation rather than an expression of hate or racism,Non-hate
"When y'all see that bitch that's been talkin shit, but you refrain cause you've been tryin to grow as a person",No,the tweet does not contain any explicit racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it focuses on personal growth and self-control,Hate
"So he called women who stuffed their faces fat, Jamie C a cunt and wanted to fuck Girls Aloud.. in 2002. BURN HIM AT THE STAKE #LooseWomen",No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist but rather critical of someone's behavior,Non-hate
"As Pope Francis reminds us to #ShareJourney, you can help migrant families in need here in the Houston area. #MigrationMonday  Help now at",No,this tweet does not contain any racial hate speech against People of African Descent Black people it discusses helping migrant families in need,No,the author's motivation appears to be supportive and charitable rather than hateful or racist,Non-hate
Our #BNP A frame trailer on the road again. Say NO to the population replacement programme that both Conservative &amp; Labour are intent on continuing. #immigration #Brexit #London #England #Europe #EU #Election2018,No,the tweet does not contain explicit racial hate speech against People of African Descent Black people it focuses on immigration and political issues rather than targeting a specific racial group,No,the author's motivation appears to be political rather than hateful or racist as they are discussing immigration policies and political parties,Hate
@user @user Not all men...just the ones who are pussy grabbers.,No,this tweet does not contain racial hate speech against People of African Descent Black people it addresses a specific behavior rather than a racial group,No,the author's motivation is not hateful or racist it critiques a behavior associated with certain men rather than targeting a race,Non-hate
US Senate Calls On Julian Assange To Testify,No,the tweet does not mention race or contain any language directed at People of African Descent,No,the tweet does not express any hateful or racist motivations it is a neutral statement about a political event,Non-hate
"@user Remigration 2018:  Easy come, easy GO!!   basic truths:  Access to White people is not a human righthttps://t.co/c0gHvd6iMB",Yes,the tweet expresses a discriminatory sentiment against access to White people which implies a racial hierarchy,Yes,the author's motivation appears to stem from a belief in racial superiority and exclusionary views,Non-hate
I have never once met a woman whose mouth wasn't totally full of BULLSHIT. Stupid bitches!!,No,", the tweet does not specifically target People of African Descent and is more of a general statement about women rather than a racial comment,",No,", while the tweet expresses anger and derogatory language towards women it does not indicate a specific racial motivation or hatred towards a particular racial group",Hate
Society always tryna make you believe you gotta be a hoe to have fun. Fuck that shit,No,this tweet does not contain any racial hate speech against People of African Descent Black people it discusses societal expectations without reference to race,No,the author's motivation for writing the tweet does not appear to be hateful or racist it expresses frustration with societal norms rather than targeting any specific racial group,Non-hate
@user @user @user Cut all the free shit for illegals..guarantee they won't be crossing anymore. #BuildThatWall,No,the tweet does not specifically target People of African Descent and instead refers to illegal immigration which is a broader issue,Yes,the author's motivation appears to be driven by a desire to exclude a particular group from benefits which can be interpreted as discriminatory,Hate
"Me too is about rape and sexual assault, way to make it about yourself you cunt",No,the tweet does not contain racial hate speech against People of African Descent Black people as it does not reference race or ethnicity in any way,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to address a specific behavior rather than targeting a racial group,Non-hate
"‘˜Not found’: Half of ‘˜deported’ refugees never left Germany, report reveals",No,the tweet does not contain any reference to racial hate speech against People of African Descent,No,the author's motivation cannot be determined as hateful or racist based on the content provided,Non-hate
"@user a 73 years old president with liar on denial, even his own party are shock congress is quiet too, they all afraid of his bully way of you are fired,being cruel like he did immigrant fa. split cruel and no human feelings,even his wife turn on h",No,the tweet does not contain any racial hate speech against People of African Descent Black people is not mentioned or targeted in the message,No,the author's motivation does not appear to be hateful or racist the focus is on political critique rather than race,Non-hate
"@user @user @user @user Yeah she is passport/paper Irish = ""New Irish"" = Not real Irish. Why on earth we give out citizenship so easily to non EU people and allow this sort of immigration/population replacement/colonization",Yes,the tweet expresses a negative sentiment towards non EU immigration which can be interpreted as racially charged against certain groups,Yes,the author's motivation appears to stem from a belief in the superiority of a specific ethnic identity which indicates a racist viewpoint,Hate
Watch: Muslim refugee attacks German man for explaining the 'evil' in the Quran in public - Free Speech Time - @user,No,the tweet does not contain racial hate speech against People of African Descent Black people it discusses a Muslim refugee and does not reference race or ethnicity in relation to Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to focus on a specific incident rather than promoting hatred against a racial group,Hate
@user Simply put,No,the tweet does not contain any language or references that target People of African Descent or any racial group,No,there is no indication that the author's motivation is hateful or racist based on the content provided,Hate
'I was hysterical' Mum of Manchester bomb victim watched girl die after CPR stopped.,No,the tweet does not contain any racial hate speech against People of African Descent Black people it discusses a specific incident related to a bombing victim without reference to race,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to convey a personal and tragic experience related to a bombing incident,Non-hate
"English classes are one of our most popular programs that we offer. Some refugees learn English because they hope they will be resettled in English-speaking countries.  For others, learning English opens up new opportunities here in Jordan.",No,this tweet does not contain any racial hate speech against People of African Descent Black people it discusses English classes for refugees without targeting any specific racial group,No,the author's motivation for writing the tweet is not hateful or racist the tweet focuses on education and opportunities for refugees,Non-hate
How I feel when I buy a round of shots,No,", the tweet does not contain any references to race or discrimination against People of African Descent Black people",No,", the author's motivation appears to be neutral and related to a social activity rather than expressing hate or racism",Non-hate
Palestinian refugees: Living without work is a slow death #MohammadShabban #healthservices #AMMAN #GAZACITY...,No,The tweet does not contain any language that specifically targets or expresses hate towards People of African Descent It discusses Palestinian refugees and their situation,Yes,There is no indication that the author's motivation is hateful or racist as the focus is on refugee issues and health services,Non-hate
"Home is the place we live, grow up and put roots down. Not somewhere else, not the next county, not some other town. Deportation, forced to go long way away, is just redefining people as homeless refugees at the end of the day. ""Home"" will never be defined by bureaucracy, nay!",No,the tweet does not contain racial hate speech against People of African Descent Black people as it does not reference race or ethnicity in a derogatory manner,No,the author's motivation for writing the tweet is not hateful or racist as it expresses a concern about deportation and the concept of home without targeting any specific racial group,Non-hate
When you send nudes in public knowing people can see cause you know your shit is A1,No,this tweet does not contain racial hate speech against People of African Descent it discusses a different topic related to sending nudes,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to focus on a personal behavior rather than targeting a specific race,Non-hate
"Again, and again, and again! This must end! #BuildThatWall @user",No,this tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation appears to be focused on a political issue rather than expressing hate or racism,Hate
When your phones at 3% but you're about to get laid...,No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet is not hateful or racist,Non-hate
"A group of immigrant fathers, recently reunified with their sons and detained in Texas, have gone on a hunger strike to demand their release via @user",No,the tweet does not contain racial hate speech against People of African Descent Black people it discusses immigrant fathers without any racial connotations or derogatory language,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to aim at raising awareness about a humanitarian issue,Non-hate
