Tweet,Hate Speech Detected,Explanation (Hate Speech),Motivation of the Author,Explanation (Motivation),Original Label
"Sexual harassment/sexual assult/rape are NOT & NEVER ok As a man, I stand with every single woman whos been through this ✊ #Respect #MeToo",No,This tweet does not contain any racial hate speech against People of African Descent as it focuses on sexual harassment and support for women without reference to race,No,The author's motivation appears to be supportive and not hateful or racist as they express solidarity with victims of sexual violence,Non-hate
Sen Booker posted the confidential information on his twitter account. There is no way I will vote Democrat again. Disregard for the laws when it suits them. And he wants to run for POTUS.#2Amendment #BuildThatWall #DeportThemAll #CivilWar #DeclassifyItAll,No,the tweet does not contain explicit racial hate speech against Black people it discusses a political figure and general political sentiments without targeting a racial group directly,No,the author's motivation appears to be political dissatisfaction rather than hate or racism as they express frustration with a party and its actions,Hate
And they still can’t believe @user won? ðŸ¤·ðŸ»‘â™‚ï¸ They’d better get used to such #winning. #RedWaveRising2018 #Trump2020 #BuildThatWall #EndImmigration #MAGA ðŸ‘ŒðŸ» ðŸ‡ºðŸ‡¸,No,the tweet does not contain racial hate speech against People of African Descent Black people it discusses political opinions and does not target any racial group specifically,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express support for a political movement rather than targeting individuals based on race,Hate
Muslim Man Dragged Out Of Hotel And Beaten For Being With A Hindu Woman = “chanting ‘Jai Sri Ram’ &; beating him,No,this tweet does not contain racial hate speech against People of African Descent Black people,No,the author's motivation does not appear to be hateful or racist as it discusses an incident involving a Muslim man and a Hindu woman without targeting a racial group,Non-hate
"So far, war on drugs, foul words, woman shaming, martial law, rape joke, putang ina, lentek, fake news lang naririnig ko from duterte. 🙄",No,the tweet does not contain any explicit racial hate speech against Black people,No,the author's motivation appears to be criticism of political issues rather than hate or racism,Non-hate
Crimes committed by ILLEGAL immigrants should be public information everywhere like in Texas. More illegal aliens were arrested for homicide in the past 7 years in a single state than deaths by mass shooting in the other 49 states combined! #SendThemBack #BuildTheWall,No,"the tweet does not specifically target People of African Descent and focuses on illegal immigration issues rather than race,",Yes,the author's motivation appears to promote a negative view of immigrants which can be interpreted as hateful rhetoric,Hate
"@user @user u got an underaged girl drunk so you could sleep with her, think that's rape",No,this tweet does not contain racial hate speech against People of African Descent Black people it addresses a specific incident involving consent and underage drinking,Yes,the author's motivation for writing the tweet appears to be critical of the behavior described rather than hateful or racist,Hate
@user pathetic traitor. Our Cuba policy has failed for 50 Fin yr. STFU stupid skank. Every post u make is idi…,No,the tweet does not mention race or specifically target People of African Descent,No,the author's motivation appears to be frustration and disagreement rather than hate or racism,Non-hate
I kinda want to see you again just so I can punch you in the kidney. #WomenSuck,No,the tweet does not contain racial hate speech against People of African Descent Black people it targets women rather than a racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist it expresses frustration towards women in general without racial implications,Hate
A monthly blog about men of action for men's rights. Use your RSS feed to receive it. #Sunrise #padres #bitcoin,No,this tweet does not contain any racial hate speech against People of African Descent as it does not reference race or ethnicity in any way,No,the author's motivation for writing this tweet does not appear to be hateful or racist as it focuses on men's rights without any negative connotations toward any racial group,Non-hate
Opinion: Anchor centers are shipwrecks of #EU migration policy,No,the tweet does not mention or target People of African Descent or any racial group,No,the author's motivation appears to be a critique of migration policy rather than an expression of hate or racism,Non-hate
"No one gives less fucks than the guy that comments 'check your DM, ma' on bitches posts",No,this tweet does not contain racial hate speech against People of African Descent Black people because it does not reference race or ethnicity in any form,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to express frustration towards a behavior rather than targeting a specific racial group,Hate
@user @user 😂😂😂😂,No,the tweet does not contain any explicit language or context that targets People of African Descent,No,there is no indication of hateful or racist motivation in the tweet as it lacks content that conveys such intent,Non-hate
When skinny girls talk about how fat they are,No,this tweet does not contain any reference to race or ethnic identity,No,the motivation for writing this tweet does not appear to be hateful or racist as it addresses body image without targeting any specific racial group,Hate
@user @user @user I am proud to be a hysterical woman.,No,this tweet does not contain racial hate speech against People of African Descent Black people because it does not reference race or ethnicity in any form,No,the author's motivation for writing the tweet does not appear to be hateful or racist because it expresses pride in identity without targeting any specific racial group,Non-hate
@user @user & @user Build The Wall! #MAGA #BuildTheWall #NoDACA #NoAmnesty #DeportAllOfThem,No,this tweet does not specifically target People of African Descent and is focused on immigration issues rather than race,No,the motivation appears to be political and related to immigration policy rather than being explicitly hateful or racist,Hate
SpainSocialdemocrat^^ Borrell‘žMerkel has saved the honor of Europe opening the borders“And wants Germany and Spain to take in migrants^^The Russian German girl killed by an illegal Tunisian surely thinks the same ðŸ¤®#OrganizedCrime#EU12pentagram ðŸ’©https://t.co/nFdKONBbkH,No,the tweet does not contain explicit racial hate speech against Black people as it does not mention race or ethnicity directly,No,the author's motivation appears to be focused on immigration issues rather than expressing hatred or racism towards a specific racial group,Hate
"The German Government Pays for 3 Week Vacation for Refugees to Go Home #MuslimImmigration  No the German government isn't paying, the German taxpayers are paying! The German government is robbing native Germans to finance the Islamization of Germany.",No,the tweet does not contain racial hate speech against People of African Descent as it does not mention race or ethnicity specifically,Yes,the author's motivation appears to be hateful or racist as it conveys a negative sentiment towards refugees and implies a threat to native Germans based on their ethnicity,Hate
Forced migration history:,No,the tweet does not contain any explicit hate speech against Black people as it only states a topic without derogatory language or context,No,the author's motivation cannot be determined as hateful or racist since the tweet lacks any content that expresses such sentiments,Non-hate
my ‘friend’ who’s a bitch slut shamed one of the girls i work with today because she has a child,No,the tweet does not contain racial hate speech against People of African Descent Black people because it does not mention race or ethnicity,No,the author's motivation for writing the tweet is not hateful or racist as it focuses on personal conflict and does not express animosity towards a racial group,Hate
Europeans Are Waking Up! | How Even Ordinary People Are Beginning to Take Action Against Immigration - YouTube,No,this tweet does not contain racial hate speech against People of African Descent Black people as it discusses immigration without targeting a specific racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it focuses on immigration action rather than expressing animosity towards any race,Hate
Titties are 😎 but where's your ass bitch,No,this tweet does not contain racial hate speech against People of African Descent because it does not mention race or ethnicity,No,the author's motivation for writing this tweet does not appear to be hateful or racist as it seems to focus on physical attributes without racial context,Hate
"Immigrants come here on family-based visas, without regard to their skills  As a result, half of all immigrant households receive Welfare #RaiseAct will stop this   #Trump #MAGA #RedNationRising #Immigration via @user",No,this tweet does not contain racial hate speech against People of African Descent as it discusses immigration and welfare without targeting any specific racial group,No,the author's motivation does not appear to be hateful or racist as the focus is on immigration policy rather than racial animus,Non-hate
@user @user I just posted the original but nice try,No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet is not hateful or racist it appears to be a response to another user without any discriminatory content,Non-hate
"Please RT if you like!! #luxurycars #luxury #supercars #cars Golfer Gets Hole-In-One, Wins a Porsche",No,the tweet does not contain any references to race or discrimination,No,the author's motivation appears to be promoting luxury cars and sharing news about a golfer,Non-hate
@user @user Talk about NYers like that AFTER you've survived 9/11. Until then shut the fuck up. You are a nasty skank.,No,The tweet does not specifically target People of African Descent or contain racial elements,No,The author's motivation appears to be frustration rather than hate or racism,Hate
"It weirds me out how obsessed right-wingers are with pedophiles. It seems like they spend a lot of their days trying to figure out how &amp; where people are fucking kids.  Hey guys, maybe check out the immigrant concentration camps. You might get some hits there. IF YOU CARED.",No,the tweet does not contain racial hate speech against People of African Descent Black people it discusses right-wingers and immigrants without targeting any racial group specifically,No,the author's motivation for writing the tweet does not appear to be hateful or racist it critiques political behavior without expressing animosity towards a specific race,Non-hate
@user A Pallet of Bricks arrived today just in time to be placed on our Memorial Wall tomorrow on our #911Memorial broadcast via  We are also shipping out several bricks to Patriots that ordered 2 Help #BuildThatWall Ord,No,the tweet does not contain racial hate speech against People of African Descent Black people it discusses bricks and a memorial without any racial context,No,the author's motivation for writing the tweet is not hateful or racist it appears to be focused on a memorial and a construction project without any indication of hate,Hate
@user @user @user @user @user @user Looks like it could be Hussein's cousin handling the $$$.#BuyFromInAndOut #InternetBillOfRights #DarkLeft #WalkAway #ReinstateRobynGritz #JimJordan4Speaker #2A #DefundPP #ChainDeportation #Bu,No,the tweet does not explicitly contain racial hate speech against Black people it references a name that may suggest a racial or ethnic connection but does not make derogatory statements about race,No,the author's motivation does not appear to be hateful or racist as the tweet seems to focus on political issues rather than targeting a specific racial group,Hate
Beware of the feet you step on today. They may be linked to the hand you'll have to shake tomorrow.,No,this tweet does not contain any explicit racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to convey a general message about social interactions,Non-hate
"doesnt make u better than anybody else, its about what you do and that a silly title based on GPA is ridiculous and absolutely hysterical",No,the tweet does not contain any racial hate speech against People of African Descent Black people it discusses GPA and titles rather than race,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to critique a system rather than target any group,Non-hate
Me- refuses to answer anyone's phone calls Also me- infuriated when people don't answer my phone calls,No,this tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it expresses a personal frustration unrelated to race,Non-hate
Astonishing moment dozens of #illegal #migrants land on packed Spanish beach via @user invasion of #Europe continues 24/7#freeloaders #Africans #islam,Yes,the tweet uses derogatory terms like freeloaders and connects them to Africans which implies a negative stereotype,Yes,the author's choice of words suggests a disdainful attitude towards African migrants indicating a motivation rooted in hate,Non-hate
@user @user @user Too bad Trump poisoned the well on immigration by focusing on a worthless wall. He could have been a hero by solving DACA issue and the points you and I just raised. Those were doable.,No,the tweet does not contain any racial hate speech against People of African Descent Black people as it focuses on immigration policy and does not reference race or ethnicity in a derogatory manner,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it critiques a political figure's immigration policy without attacking any racial group,Non-hate
"UN knew years ago about refugee sex-for-food scandal, leaked report reveals",No,the tweet does not contain any racial hate speech against People of African Descent Black people as it does not reference race or ethnicity in any manner,No,the author's motivation for writing the tweet is not hateful or racist as it discusses a scandal without targeting any specific racial group,Non-hate
Stephen Miller's Latest White Supremacist Immigration Proposal Has Reportedly Arrived via @user,No,the tweet does not contain explicit racial hate speech against Black people it references a political figure and a proposal related to immigration,Yes,the author's motivation seems to be critical of white supremacy which suggests an opposition to hate rather than promoting it,Non-hate
"@user Ban Cage first then Trump make all nationalities speak English get out of Europe ,Commmonwealth no immigration problems easy",No,the tweet does not explicitly target People of African Descent or express racial hate speech,No,the author's motivation appears to be focused on immigration issues rather than expressing hatred or racism,Non-hate
Hoe asss bitch what the fuck,No,this tweet does not contain any specific references to race or racial identity,No,the author's motivation does not appear to be hateful or racist based on the content provided,Hate
"@user @user If they don’t warrant a pay raise, then these immigrants aren’t as valuable as we’ve been told they are.",No,this tweet does not contain racial hate speech against People of African Descent Black people as it does not mention race or ethnicity,Yes,the author's motivation for writing the tweet appears to be critical of immigrants suggesting a negative view but it does not explicitly express hate or racism,Hate
"@user @user @user I have a big cock, doubt you can say the same",No,This tweet does not contain any racial hate speech against People of African Descent as it does not reference race or ethnicity in any form,No,The author's motivation appears to be boastful and provocative rather than hateful or racist,Non-hate
"Is there historical precedent for a state killing its own people, as a consequence of which many of them become refugees, then, without providing any guarantees or safety, they ask for people to return and the neighboring countries try to push people back into the dictatorship?",No,this tweet does not contain racial hate speech against People of African Descent Black people it discusses state actions and refugee situations without targeting any specific racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to question political actions and their consequences rather than express hatred,Non-hate
They always complain about about Americans killed by guns but not by illegal immigrants or abortion ðŸ˜¡,No,this tweet does not contain explicit racial hate speech against People of African Descent Black people it discusses issues related to gun violence and illegal immigration without targeting any specific racial group,No,the author's motivation does not appear to be hateful or racist it seems to express frustration about perceived inconsistencies in social issues rather than targeting a specific race,Hate
@user WOMEN ARE STUPID AND DUMB AND MAN IS SMART AND RAPE IS OK,No,this tweet does not specifically target People of African Descent but rather expresses a general derogatory view towards women,Yes,the author's motivation reflects a hateful and misogynistic attitude towards women,Hate
"Oru Camp, Nigeria: The remaining Liberians at the Oru Camp in Nigeria have expressed readiness to return to Liberia finally after several years in exile.",No,", the tweet does not contain any language or sentiments that express hatred or discrimination against Black people",No,", the author's motivation appears to be informative rather than hateful or racist",Non-hate
"71-32-6, you literally aren't good enough to win 1/3 of our meetings. Go back to your hole",No,this tweet does not contain any explicit racial hate speech against People of African Descent Black people,No,the author's motivation seems to be frustration or disdain towards a specific individual or group rather than a racially motivated attack,Non-hate
@user @user Especially now that UK Govt continues to turn a blind eye to these feral economic Afro Middle Eastern migrants entering every day.No child is safe until we are well out of the EU and have closed tight OUR border entry ports.,Yes,the term feral used in this context dehumanizes people of African descent and implies a negative stereotype,Yes,the motivation appears to be driven by a desire to promote fear and exclusion regarding migrants which indicates a hateful attitude,Hate
Shoutout to me for making the worst decision of my life 🙌🏼,No,this tweet does not contain any references to race or racial hate speech against Black people,No,the author's motivation does not appear to be hateful or racist as the tweet expresses a personal sentiment without targeting any group,Non-hate
Your girlfriend is a coke whore,No,this tweet does not contain any explicit racial hate speech against People of African Descent Black people,No,the author's motivation does not appear to be hateful or racist as it targets an individual rather than a racial group,Hate
"Always remember, it's not whether you can or you can't, but that nobody gives a fuck either way",No,the tweet does not contain any references to race or specific groups of people,No,the author's motivation does not appear to be hateful or racist as the message is neutral and does not target any group,Non-hate
@user @user @user @user this is the mindset of the people the left are aligning themselves with. #BuildThatWall and tighten our immigration laws. @user,No,this tweet does not contain racial hate speech against Black people as it does not mention race or make derogatory comments about any racial group,No,the author's motivation seems to be focused on immigration policy rather than expressing hate or racism towards a specific racial group,Hate
"In some cases, conditions have become worse for local people than for #refugees. Is there favouritism from aid groups? #ucanews #voiceforthevoiceless #Rohingya #conflict @user @user @user @user @user @user @user @user @user",No,the tweet does not contain racial hate speech against Black people it discusses issues related to refugees and aid groups without targeting any racial group specifically,No,the author's motivation does not appear to be hateful or racist the tweet raises a question about aid distribution without expressing animosity towards any group,Non-hate
@user I would give you some lovin back but I'm just here to point out where women fuck up. But thanks <3 #WomenSuck,No,this tweet does not contain racial hate speech against People of African Descent Black people it focuses on women and does not mention race or ethnicity,No,the author's motivation does not appear to be hateful or racist it expresses a critique of women without targeting any racial group,Hate
Aye @user youre a fucking whore dont fucking speak to me again u fuckin peacock fake ass hoe,No,the tweet does not contain racial hate speech against People of African Descent as it does not reference race or ethnicity in any way,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to be directed at an individual without racial context,Hate
"By their own admission , proof beyond doubt that ""#Israeli's"" were recent #Europeans immigrants and never indigenous to #Palestine land. #Palestinians are #IndigenousPeoples of #Palestine.#Palestinian will keep standing for their Homeland .Support then like Gilad doing.",No,the tweet does not contain racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist,Non-hate
Girls will friend zone a dude that's in love with them and never give them a chance... But be salty AF when he gets a girlfriend,No,this tweet does not contain racial hate speech against People of African Descent as it does not reference race or ethnicity in any form,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it discusses relationships and emotions without targeting any racial group,Hate
"So Much for the Socialist Cause ,which Blair was Elected on first Eastern European Immigration then Iraq betrayal Millionaire to boot",No,the tweet does not specifically target or express hostility towards People of African Descent it discusses political issues related to socialism and immigration without racial context,No,the author's motivation appears to be political critique rather than hate or racism it focuses on immigration and political actions without racial implications,Non-hate
@user N countries where women hve bigX political power.rape is rare/ Fareed Zakaria interviewed HRC this a.m.T…,No,the tweet does not contain any explicit racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it discusses political power and does not target any racial group,Non-hate
"14 year old boy wasnt satisfied by an 53 old prostitute and called the police in Germany. He said he was 20, but pays not more than 20 €.",No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it discusses a specific incident without targeting a racial group,Non-hate
@user Aiding Illegals is against Federal #Immigration laws a Felon up to 5 years in Prison!  Help #SendthemBack instead of Burdening the U.S Taxpayer !  U.S Is NOT Central America's dumping ground for their kids we have U.S Homeless kids we need to help f,No,the tweet does not specifically target People of African Descent and focuses on immigration issues rather than race,No,the author's motivation appears to be based on immigration policy rather than racial hatred,Hate
"Children whose parents were either deported or forcibly separated from them experienced housing instability, academic withdrawal and family dissolution, according to researchers.",No,this tweet does not contain racial hate speech against People of African Descent it discusses the impacts of deportation and separation on children without targeting any specific racial group,No,the author's motivation for writing this tweet does not appear to be hateful or racist it aims to inform about social issues affecting children and families,Non-hate
Hoes think just cause they don't reply it means there's no answer/no consequences. Lmao BITCH no reply means you guilty as shit 😂😂,No,this tweet does not contain racial hate speech against People of African Descent Black people it does not reference race or ethnicity in any form,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express frustration towards a specific behavior rather than targeting a racial group,Hate
"you will never catch me out here sharing a nigga , bitch you can have that nigga 🤗💯 i ain’t sharing no dick if I had a nigga bob 💪🏾",Yes,the use of the term nigga is a racial slur directed at Black people and promotes a negative stereotype,Yes,the tone and language suggest a dismissive and derogatory attitude towards Black men indicating a hateful motivation,Hate
A 6-Year-Old Girl Was Sexually Abused in an Immigrant-Detention Center #Infowars,No,the tweet does not contain any direct racial hate speech against Black people,No,the author's motivation does not appear to be hateful or racist as the tweet focuses on a specific incident without targeting a racial group,Non-hate
Ahhh my cousin's fetus doesn't have a dick and I want to rant about gender reveals but I've also been the youngest girl cousin for 29 years.,No,the tweet does not contain any racial hate speech against Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist,Non-hate
"@user THIS IS FABULOUS! I HOPE THE ACLU IS HOIST BY IT'S OWN PETARD!IT'S IDIOTIC, STUPID, SELF DEFEATING TO SIMPLY STOP APPLYING THE LAW BECAUSE THERE IS A CHILD INVOLVED!NO OTHER US LAW WOULD DO THIS! INSANITY! #NOAMNESTY @user @user #NOASYLU",No,the tweet does not contain any racial hate speech against People of African Descent Black people it discusses legal issues and does not mention race or ethnicity,No,the author's motivation for writing the tweet does not appear to be hateful or racist it expresses a strong opinion about a legal matter without targeting any racial group,Hate
@user He means ILLEGAL migration and he needs to send them back and they can come LEGALLY,No,the tweet does not specifically target People of African Descent or express hate against them,No,the author's motivation appears to be focused on immigration policy rather than racial animus,Non-hate
"Sounds like @user & @user are still competing for most hysterical woman at the hearings. #Pathetic #WeThePeople dont pay you to clutch pearls, or perform one act plays. Get your sh!t together. #ConfirmJudgeKavanaugh #ConfirmKavanaughNOW#WalkAway",No,this tweet does not contain racial hate speech against People of African Descent as it does not reference race or ethnicity in any way,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it targets specific individuals and their behavior rather than a racial group,Hate
"@user @user you rly gonna say something sexist and then yell not all men? dude, take a seat. prove that n…",Yes,the use of the term n in this context is a racial slur aimed at People of African Descent,No,the author's motivation seems to be a reaction to perceived sexism rather than an expression of hate or racism,Non-hate
#WorldFoodDay Thank you for celebrating Sri Foodnaath day. Please take action against that woman for refusing rape…,No,the tweet does not contain racial hate speech against People of African Descent Black people as it does not mention race or ethnicity in a derogatory manner,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to address a specific incident without targeting a racial group,Non-hate
@user fuck you thats my fucking boy bitch ass cunt ready to fight,No,the tweet does not contain any racial hate speech against People of African Descent it uses vulgar language but does not reference race or ethnicity,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to be a reaction to a personal conflict rather than a racial issue,Hate
'So my fat skank sister' lmao. The kid that lives in the room next to me doesn't wanna believe his girl is still ch…,No,the tweet does not contain racial hate speech against People of African Descent Black people it focuses on personal insults and does not reference race or ethnicity,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to be more about personal drama rather than targeting a specific racial group,Non-hate
These people are NATIVE AMERICANS. The land you claim is yours was there’s until our IMMIGRANT ancestors stole it from them... here’s your small history lesson you should have learned in school... thanks for coming to my Ted Talk,No,this tweet does not contain racial hate speech against People of African Descent as it does not mention or target them specifically,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it focuses on historical context and advocacy for Native American rights,Hate
Is the Judge On Crack? he Said said Govt needs to prove it considered the benefits of having illegal Aliens here and working!  Illegal Immigration cost $135 B a  year while Illegals  pay  $!8 B in taxes ! Illegals are No Benefit to the U. S #Trump #MAGA,No,the tweet does not contain racial hate speech against People of African Descent Black people it focuses on illegal immigration and does not mention race or ethnicity,Yes,the author's motivation appears to be hateful or racist as it expresses a negative view towards illegal immigrants suggesting they are a burden to the country,Hate
"DACA Dreamer on the run, allegedly wanted for murder @user @user #EndDACA Threat is just too great!#NoAmnesty #DeportThemAll #KeepAmericansSafeNowhere in US Constitution does it say to protect Illegal Aliens!",No,The tweet does not specifically target People of African Descent and does not contain language that is explicitly racial in nature,No,The author's motivation appears to be focused on immigration policy rather than expressing hatred or racism towards a specific racial group,Hate
"@user @user Good point. I guess he should “chew gum, move on married women like a bitch and grab them by the pussy”? -president of the Virgin Islands",No,the tweet does not contain explicit racial hate speech against Black people,No,the author's motivation appears to be sarcastic criticism of a public figure rather than hate or racism,Hate
"I can always tell a bitches age by her tattoos... Sleeve, she's younger than me, tramp stamp, she's my age...",No,this tweet does not specifically target or express hate against People of African Descent it discusses tattoos and age without racial context,No,the author's motivation seems to be making an observation about tattoos and age rather than expressing hate or racism,Hate
"Strict government visa restrictions drive up illegal immigration, study finds #HostileEnvironment",No,the tweet does not contain any racial hate speech against Black people as it discusses immigration policy without targeting any racial group specifically,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it focuses on government policy rather than race,Non-hate
"Maninder: How I felt, when Immigration New Zealand said ""NO"" to me!: via @user",No,the tweet does not contain any racial hate speech against People of African Descent it discusses an immigration decision without any racial context or derogatory language,No,the author's motivation for writing the tweet does not appear to be hateful or racist it expresses a personal feeling about an immigration response rather than targeting any racial group,Non-hate
@user you just figured that out?,No,this tweet does not contain any racial hate speech against People of African Descent Black people it is a neutral response questioning someone's realization,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to be a simple inquiry,Non-hate
churches open their doors to migrants not of the foreign kind but the ones who begged a bed but were forgotten now the church has prorities,No,this tweet does not contain racial hate speech against People of African Descent it discusses migrants in a general context without targeting any specific racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express concern about the treatment of certain individuals without racial bias,Non-hate
Viktor Orban: The new EU leadership should punish those who let millions of migrants into Europe,No,the tweet does not contain racial hate speech against People of African Descent as it does not specifically target any racial group or express hatred towards them,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it focuses on immigration policy rather than race,Hate
Hundreds of refugees return to Syria from the northeastern Lebanon,No,the tweet does not contain any racial hate speech against People of African Descent as it discusses refugees returning to Syria without any reference to race or ethnicity,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to be a neutral statement about a situation involving refugees,Non-hate
"I'm Greek and Italian, I don't consider myself to be 'white'... Unless I'm applying for a job, being pulled over or in court of course",No,this tweet does not contain racial hate speech against People of African Descent Black people it discusses the author's identity and perceptions of race in specific contexts rather than targeting any racial group directly,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to reflect personal experiences with race and identity rather than promoting hate,Non-hate
I was never properly taught how to put on makeup. The only looks I have are fancy whore or daytime slut.,No,this tweet does not contain racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it focuses on personal experiences with makeup,Non-hate
Citiziens of MalmÃ¶/Sweden prtoests. They cannot go out by night - specially women - because foreign criminal refugees have the power on streets. Sweden run quick into a third world country level.,Yes,the tweet implies a negative stereotype about foreign refugees suggesting they are criminals which can be associated with racial hate speech towards people of African descent,No,the author's motivation seems to be based on a concern for safety rather than an explicit intent to promote hate or racism,Non-hate
@user you should date me then... But I don't date,No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist,Non-hate
You don't have to worry about angles anymore... These bitches out here face swapping with their friends tryna trick to ass,No,this tweet does not contain any direct racial hate speech against People of African Descent Black people,No,the author's motivation does not appear to be hateful or racist as the tweet seems to address a general behavior without targeting a specific racial group,Hate
The bitch flipped millions for em she deserved it..most women would've jacked it off,No,this tweet does not contain racial hate speech against People of African Descent Black people it discusses a woman in a general context without reference to race or ethnicity,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express an opinion about a specific situation involving a woman,Non-hate
"Saudi Arabia Suspends Diplomatic, Trade Ties With Canada Over ""Blatant Interference"" | Zero Hedge The Saudi's should help out,  with all the so called migrants........but none are to be found..in Arabia...wonder why?..........",No,the tweet does not contain explicit racial hate speech against People of African Descent Black people it discusses diplomatic relations and migration without targeting any specific racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express frustration about migration issues rather than promoting hate,Non-hate
"""Bitch be starting lmao sis """"do what you preach""""??? Speak for your fucking self you fucking cunt""",No,the tweet does not contain any racial elements or references to People of African Descent,No,the author's motivation appears to be directed at a specific individual rather than a broader racial context,Hate
Hole in one and you deserve for it.Congrats,No,the tweet does not contain any racial hate speech against People of African Descent Black people it appears to be a congratulatory message without any negative implications or context related to race,No,the author's motivation for writing the tweet does not seem hateful or racist it appears to be a simple expression of congratulations without any underlying hostility or discrimination,Non-hate
Only 15 % of refugees has got a job in Germany.The rest stay in socialwelfare. This costs Germany 25 Mrd. â‚¬ a year for nothing.,No,the tweet does not contain racial hate speech against People of African Descent Black people as it does not reference race or ethnicity,Yes,the author's motivation for writing the tweet appears to be critical of economic impacts rather than hateful or racist as it focuses on welfare and job statistics,Hate
"The pain of a woman being targeted as a purely pleasure object, goes beyond the physical, its a rape of the soul #MeToo",No,this tweet does not contain racial hate speech against People of African Descent Black people it discusses the experiences of women in a broader context without targeting any specific race or ethnicity,No,the author's motivation is not hateful or racist as the tweet focuses on the issue of women's rights and experiences rather than promoting hatred or racism,Non-hate
Talent- Pissing people off by just existing,No,the tweet does not contain any explicit racial hate speech against Black people,No,the author's motivation does not appear to be hateful or racist as the tweet is vague and lacks context,Non-hate
@user But you are one if the concubines whose reasoning capacities are embedded in your cunt,No,this tweet does not specifically target People of African Descent and does not contain racial language,No,the author's motivation appears to be derogatory but not specifically hateful or racist towards a racial group,Hate
@user Ive told this story many a time: first time I heard 'cunt' used against a woman was in 'One Flew O…,No,the tweet does not contain racial hate speech against People of African Descent Black people it discusses a term used against women without any racial context,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to be sharing a personal anecdote,Non-hate
"@user Those pics look like theyre from someone mocking the kind of people who would disrupt hearings. Like if SNL was fair and made fun of these people, the exaggerated version of a hysterical woman disrupting",No,the tweet does not contain explicit racial hate speech against Black people,No,the author's motivation does not appear to be hateful or racist as it critiques behavior rather than targeting a racial group,Hate
Broward County Prison for Profit on premo Real Estate the Intracoastal Waterway is being PROTESTED. Who's profitings besides @user &amp;  @user,No,the tweet does not contain any racial hate speech against Black people it discusses a prison and profit without any racial context or slurs,No,the author's motivation does not appear to be hateful or racist the focus is on a protest and financial aspects rather than on race,Non-hate
@user Bitch keep my name out your mouth. & worry about that loose hole of yours.,No,this tweet does not contain racial hate speech against People of African Descent as it does not reference race or ethnicity in any way,No,the author's motivation does not appear to be hateful or racist as the language used seems to be directed at an individual rather than a racial group,Hate
"No, they only speak up to tell women 'Not me, not all men, don't generalized us, I have never abused any woman'",No,", the tweet does not contain racial hate speech against People of African Descent Black people because it addresses a general issue regarding men and women without reference to race or ethnicity,",No,", the author's motivation for writing the tweet does not appear to be hateful or racist because it critiques a specific behavior rather than targeting a racial group",Non-hate
"Compared to Australians who speak English at home, the rate of university participation is significantly higher for nearly all groups who speak another language.",No,this tweet does not contain racial hate speech against People of African Descent or any specific group,No,the author's motivation appears to be informative and does not express hate or racism,Non-hate
Swedish Church Accused of Peddling 'Immigration Propaganda' During X-Mas Worship,No,the tweet does not contain racial hate speech against People of African Descent Black people as it discusses a church and immigration without targeting any specific racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it focuses on a criticism of an institution rather than promoting hate against a racial group,Non-hate
