Tweet,Hate Speech Detected,Explanation (Hate Speech),Motivation of the Author,Explanation (Motivation),Original Label_x,Sentiment,Sentiment Score
Fist pumping a pimp through glass in prison 😂 yes sir @user you are the top boi 👏🏻,No,this tweet does not contain explicit racial hate speech against People of African Descent Black people,No,the author's motivation appears to be humorous and does not indicate hatred or racism,Non-hate,Positive,0.4767
Follow pioneers on Swedish Immigrant Trail #chisagocounty #exploreminn,No,"the tweet does not contain any racial hate speech against People of African Descent Black people it is neutral and discusses a specific topic related to immigration and exploration,",No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to promote exploration and community engagement without any negative connotations,Non-hate,Neutral,0.0
"For @user ’s Clever I wrote about my shifting understanding of home, from those of the displaced communities in Colombia, my grandmother’s handbuilt house, and my own as an immigrant:",No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist,Non-hate,Positive,0.4588
Fox News host: Lock Clinton up Get this CUNT Pirro off the air. She is a woman hating woman.,No,this tweet does not contain racial hate speech against People of African Descent Black people,No,the author's motivation is not hateful or racist as it targets a specific individual based on gender not race,Hate,Negative,-0.8388
"Friend- how are you so carefree living a life of drinking, drugs and unprotected sex with complete strangers? Me-",No,this tweet does not contain racial hate speech against People of African Descent Black people it discusses lifestyle choices without reference to race or ethnicity,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to reflect concern or curiosity about a friend's lifestyle,Non-hate,Positive,0.6359
From #MeToo to Who Me? Where Are White Women Allies When A Black Woman is Called a Whore?,No,the tweet does not contain racial hate speech against Black people as it critiques a social issue rather than attacking a racial group,Yes,the author's motivation appears to be critical of perceived inaction by allies rather than expressing hate or racism,Hate,Negative,-0.6868
From A -list stars to budding actresses: The women who accuse Harvey Weinstein of rape and ... via @user,No,this tweet does not contain any racial hate speech against People of African Descent Black people it discusses accusations against Harvey Weinstein without reference to race,No,the author's motivation for writing the tweet does not appear to be hateful or racist the focus is on the accusations and not on any racial issues,Non-hate,Negative,-0.7579
From refugee to sole survivor - How one Syrian has become shoemaker to the famous,No,the tweet does not contain any racial hate speech against People of African Descent or any other group,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it focuses on an individual's positive story,Non-hate,Positive,0.3612
Frustration and heartbreak as migrant parents look for kids,No,the tweet does not mention race or express hatred towards any racial group,No,the author's motivation appears to be empathetic and concerned rather than hateful or racist,Non-hate,Negative,-0.7783
Fuck love wat love that fake love u give u lil kid u bitch that once i turn woman on u u run away,No,the tweet does not contain any racial hate speech against People of African Descent Black people it focuses on personal feelings and relationships rather than race,No,the author's motivation for writing the tweet does not appear to be hateful or racist the language used expresses frustration and disappointment in a personal context,Hate,Positive,0.4939
"Fuck you, you hoe I don’t want you back",No,the tweet does not contain any racial hate speech against People of African Descent as it does not reference race or ethnicity in any way,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to be directed at a personal relationship rather than an attack on a racial group,Hate,Negative,-0.4939
Fucking dropped my phone and cracked the screen fucking shit cunt bitch,No,the tweet does not reference any racial group or contain hate speech against People of African Descent,No,the author's motivation appears to be frustration over a broken phone rather than any hateful or racist intent,Non-hate,Negative,-0.9088
German Interior Minister Slams Merkel and bans the entry of new migrants into Germany - Free Speech Time - @user,No,the tweet does not contain any racial hate speech against People of African Descent Black people it discusses migration policy rather than targeting a specific racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to focus on political commentary rather than promoting hate,Non-hate,Positive,0.5106
Germany and Spain reach agreement on migrant return,No,the tweet does not contain any racial hate speech against People of African Descent as it discusses a political agreement without any reference to race or ethnicity,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it simply reports on a political event without any negative connotations towards any group,Non-hate,Positive,0.5106
"Get excited! On May 30 at 8PM CST we're releasing a brand new video on our Facebook page that tells the inspiring story of Al, a former refugee from Iraq who recently became a U.S. citizen. Make sure you've liked our page so you don't miss it! âž",No,the tweet does not contain any racial hate speech against People of African Descent Black people it focuses on a positive story about a refugee from Iraq,No,the author's motivation for writing the tweet is not hateful or racist it aims to inform and engage the audience about a new video release,Non-hate,Positive,0.8908
"Glad your having another nice vacation. How's the illegal border crossings, illegal oportunistic migrant entries, tax payer funded hotel rooms for same without a strategic plan going? @user @user @user @user @user @user",No,the tweet does not specifically target People of African Descent or express racial hate speech,No,the author's motivation appears to be criticism of immigration policies rather than a hateful or racist intent,Hate,Negative,-0.34
Glam Skanks -Karma/Bad Bitch Double Feature [Official Video]: via @user,No,"the tweet does not contain any racial hate speech against People of African Descent Black people it appears to be a neutral reference to a video,",No,the author's motivation for writing the tweet does not seem hateful or racist as it does not express any negative sentiment towards any group,Non-hate,Negative,-0.5859
Goals AF,No,the tweet does not contain any references to race or racial groups,No,the author's motivation cannot be determined as hateful or racist based on the content provided,Non-hate,Neutral,0.0
Good Morning Canada 🇨🇦 We will not let anyone harm you,No,this tweet does not contain any racial hate speech against People of African Descent Black people it is a general statement of goodwill and safety,No,the author's motivation does not appear to be hateful or racist it conveys a protective sentiment without targeting any specific group,Non-hate,Positive,0.6956
"Goodbye to Pepsi’s political hack, Indra Nooyi, an immigrant who used America to achieve her dreams, then complains  about being the only  person of color in the room in a majority white country. Hope she retires in India and takes her bad attitude with her.",No,the tweet does not contain explicit racial hate speech against Black people as it targets an individual based on her position and actions rather than her race,Yes,the author's motivation appears to be hateful as it expresses disdain for the individual and her comments about race in a derogatory manner,Non-hate,Negative,-0.128
Greece begins mass deportation of Muslim immigrants - Turns their boats back to Turkey - Free Speech Time - @user,No,the tweet does not contain racial hate speech against People of African Descent as it refers to Muslim immigrants rather than Black people,No,the author's motivation for writing the tweet appears to be focused on immigration policy rather than expressing hate or racism towards a specific racial group,Non-hate,Positive,0.5106
Guys cheat and are tried and hanged. Women cheat and its somehow their guys fault.,No,this tweet does not contain racial hate speech against People of African Descent as it does not reference race or ethnicity in any way,No,the author's motivation does not appear to be hateful or racist as it discusses gender dynamics rather than targeting a specific racial group,Non-hate,Negative,-0.8271
"HIV-positive shelter worker in Mesa sexually abused 8 immigrant boys, authorities say",No,the tweet does not contain racial hate speech against People of African Descent Black people as it does not mention race or ethnicity,Yes,the author's motivation for writing the tweet is not hateful or racist as it appears to report a specific incident without any indication of bias or prejudice,Non-hate,Negative,-0.5106
HOLLERINGGGGGGG. stupid baby bitch.,No,the tweet does not mention or target any racial or ethnic group specifically,No,the language used seems to express frustration or anger but does not indicate a hateful or racist motivation,Hate,Negative,-0.802
"HOW REFRESHING! In South Korea, there is no such thing as 'political correctness"" when it comes to dealing with Muslim refugee wannabes via @user",No,", the tweet does not specifically target People of African Descent or express racial hatred towards them",No,", the author's motivation appears to be a critique of political correctness rather than an expression of hate or racism",Hate,Negative,-0.3595
Ha ha BJP knows that Hindus r so stupid that they r ready to starve with no jobs but first like to see Ram Mandir then Taj Mahal.,No,this tweet does not contain racial hate speech against People of African Descent Black people it discusses political issues related to Hindus and does not target any racial group specifically,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to criticize political behavior rather than express hatred towards a specific race,Non-hate,Positive,0.2885
Have you heard ‘Wavy Bassline Mix (HALLOWEEN SPECIAL)’ by The Skank Bank on #SoundCloud? #np,No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet appears to be sharing music without any indication of hate or racism,Non-hate,Neutral,0.0
"He is in and out of jail. He's a bum , he a pussy bitch ! He just ain't shit ! I pray his next child he do wayyyyy better with fr.",No,", the tweet does not specifically target People of African Descent and does not contain racial slurs or references,",No,", the author's motivation seems to be expressing frustration or disappointment rather than promoting hate or racism",Non-hate,Positive,0.6004
"He is the new enemy (H.Kickl, minister of interior) of the left comunistic-socialist-green groups which make business with refugees. He will do everything to bring refugees out of Austria, this disturb the business.",No,this tweet does not contain racial hate speech against People of African Descent as it refers to refugees in general rather than a specific racial group,No,the author's motivation appears to be political criticism rather than hateful or racist intent,Hate,Negative,-0.7667
He was being nice and cool. You were Being an attention whore. Next time explicitly say you’re not interested instead of flexing for Twitter,No,the tweet does not contain any racial hate speech against People of African Descent it discusses behavior and does not reference race or ethnicity,No,the author's motivation does not appear to be hateful or racist it seems to be a critique of someone's behavior rather than an attack on a racial group,Hate,Negative,-0.3523
Her- can I stay the night? Me-,No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet is not hateful or racist,Non-hate,Neutral,0.0
Here comes the results of socialism. To all Liberals who want communism; here comes your new roomies. #BuildThatWall,No,the tweet does not explicitly mention or target people of African descent or any racial group,No,the author's motivation appears to be politically charged rather than racially motivated,Hate,Positive,0.0772
Here’s what I WON’T do: demean another woman for the way she dresses. Slut/whore/skank are not part of my vocabulary.,No,the tweet does not contain racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet is not hateful or racist,Non-hate,Neutral,0.0
Hey Lady Control Your 'Man' Control Your 'Spiritual Man and His yogi Dick' Women are not object....I will show all captures Warning 1,No,the tweet does not contain any racial hate speech against People of African Descent Black people it does not reference race or ethnicity in any way,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to focus on gender issues rather than race,Non-hate,Negative,-0.6908
"Hmm... Someone named ""Garcia"" wants to eliminate the US/Mexico border. Imagine my surprise.What's it called when a foreign agent enters your country &amp; sabotages your #BorderSecurity for the benefit of their own country?#StopTheInvasion #SecureTheBorder #BuildTheWall #NoIllegals",No,the tweet does not contain racial hate speech against People of African Descent it focuses on immigration issues and does not mention race or ethnicity in a derogatory manner,No,the author's motivation for writing the tweet does not appear to be hateful or racist it expresses concern about border security and immigration policy without targeting a specific racial group,Hate,Positive,0.4588
"How a $20 tip cost an immigrant her airport job.  I was so happy to see this woman, who had a GoFundMe goal of $5,000, reach over $42,000",No,this tweet does not contain racial hate speech against People of African Descent Black people it discusses an immigrant's job situation without reference to race or ethnicity,No,the author's motivation for writing the tweet does not appear to be hateful or racist it expresses happiness for the woman's fundraising success and does not promote discrimination,Non-hate,Positive,0.7042
"How about a GoFundMe for a few hundred million dollars, to build a wall along the border side of this farm? #BuildTheWall #BuildThatWall #BuildTheDamnWall",No,this tweet does not contain racial hate speech against People of African Descent Black people it focuses on immigration and border security rather than race,No,the author's motivation for writing this tweet does not appear to be hateful or racist it expresses a political opinion about border control without targeting any racial group,Hate,Neutral,0.0
How basic bitches wash away their weekend sins and mistakes,No,this tweet does not contain racial hate speech against People of African Descent Black people,No,the author's motivation does not appear to be hateful or racist as it is a general statement about behavior without targeting any specific racial group,Hate,Negative,-0.8555
How far can you go down the rabbit hole ?,No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet is not hateful or racist,Non-hate,Neutral,0.0
"How many feminists does it take to change a lightbulb? Trick question, feminists can't change anything",No,this tweet does not contain racial hate speech against People of African Descent Black people as it targets feminists rather than a racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to mock a social group rather than express hatred toward a race,Hate,Negative,-0.0516
"How many thousands of taxpayer dollars did Rockelle Garza fleece to defend free abortions for illegal aliens? Oh the poor illegal alien might get spanked by her parents, gimmie a break. #BuildThatWall #FridayFeeIings",No,", the tweet does not specifically target People of African Descent and focuses on illegal immigration and abortion rather than race,",No,", the author's motivation appears to be political criticism rather than racial hatred",Hate,Negative,-0.7906
How much is John McCains funeral costing tax payers? Not including his no vote to scrap Obamacare. Next time use our hard earned money for something useful like building the wall!!#BuildThatWall#McCainFuneral #Baloney,No,the tweet does not contain racial hate speech against People of African Descent Black people as it does not reference race or ethnicity in any derogatory manner,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it focuses on political issues rather than targeting a specific racial group,Hate,Positive,0.6088
How retarded must you be to have a skank shave your legs 🤦🏻‍♀️ #jeremykyle,No,the tweet does not contain any direct reference to race or People of African Descent,No,the author's motivation seems to be mocking or criticizing behavior rather than expressing hate or racism,Non-hate,Negative,-0.5719
How to Pronounce Whore Eyed Cunt ↺RT❤ #,No,the tweet does not reference or target People of African Descent or any specific racial group,No,the author's motivation cannot be determined as hateful or racist based on the content provided,Non-hate,Negative,-0.5106
Hundreds of Syrian refugees return home from Lebanon - ABC News,No,this tweet does not contain any racial hate speech against People of African Descent as it discusses Syrian refugees and does not mention race or ethnicity in a derogatory manner,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it simply reports on a news event without expressing any negative sentiment towards any group,Non-hate,Neutral,0.0
Hungary's latest attempt to demonize refugees and stoke xenophobia targets charities trying to help them - UN @user,No,Hungary's tweet does not contain racial hate speech against People of African Descent as it focuses on refugees and charities rather than race or ethnicity,No,The author's motivation appears to be highlighting xenophobia and advocating for refugees rather than expressing hate or racism,Non-hate,Positive,0.7096
Hysterical woman like @user,No,this tweet does not specifically mention or target People of African Descent it refers to a woman in a general context,No,the motivation appears to be a critique of an individual's behavior rather than a racially motivated attack,Non-hate,Positive,0.34
I AM NOT GOING AFTER YOUR EX BF YOU LIEING SACK OF SHIT ! I'm done with you dude that's why I dumped your ass cause your a lieing 😂😡 bitch,No,the tweet does not contain any racial hate speech against Black people it focuses on a personal conflict and does not reference race or ethnicity,No,the author's motivation appears to be frustration and anger towards an individual rather than any hateful or racist intent,Hate,Negative,-0.914
I Can't Stand #Hypocrites The #LooneyLeft #Liberals and #Demoncrats Are Miserable Ppl,No,the tweet does not specifically target People of African Descent and does not contain racial slurs or stereotypes,No,the author's motivation appears to be political criticism rather than expressing hate or racism,Non-hate,Negative,-0.4939
"I am an immigrant. I live with my child. I am a 29 year old female. I earned $13,000 last year. I work 40 hours per week. I have a Bachelor's degree in accounting. I live in MI cc'Rep. John Moolenaar. #ImmigrantsAreUS",No,this tweet does not contain any racial hate speech against People of African Descent as it does not reference race or promote hatred towards any racial group,No,the author's motivation for writing the tweet appears to be sharing personal information and advocating for immigrants rather than expressing hate or racism,Non-hate,Neutral,0.0
"I am not a morning person & I keep to myself because of it, you wanna be a smart ass & gimme attitude?? Imma be a Kunt to you",No,this tweet does not contain racial hate speech against People of African Descent it discusses personal feelings about mornings and social interactions without reference to race,No,the author's motivation is not hateful or racist it expresses frustration with personal interactions rather than targeting a specific racial group,Non-hate,Negative,-0.2869
I can't believe Immigrant song official music video is 2h and 10mins long,No,the tweet does not mention or target People of African Descent or any racial group,No,the author's motivation appears to be neutral and related to a music video length without any hateful or racist intent,Non-hate,Neutral,0.0
"I can't believe that amidst a rape discussion, a whole woman called in to remind us that not all men are trash. Increds.",No,this tweet does not contain racial hate speech against People of African Descent Black people because it does not mention race or ethnicity in any form,No,the author's motivation for writing the tweet does not appear to be hateful or racist because it seems to critique a specific comment rather than target a racial group,Non-hate,Negative,-0.6908
I cannot stand girls that ALWAYS have to have a boyfriend. #AttentionWhores #WomenSuck,No,this tweet does not contain racial hate speech against People of African Descent Black people it targets a behavior among women rather than any racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist it expresses frustration with a specific behavior rather than promoting hatred towards a race,Hate,Neutral,0.0
"I don't have to smile, my emojis do that for me",No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist,Non-hate,Negative,-0.2755
"I don't run from my problems, I laugh at them and act like they don't exists like a normal human being",No,the tweet does not mention race or any specific group of people,No,the author's motivation does not indicate any hateful or racist intent,Non-hate,Positive,0.316
I don’t know. @user ombudsman could answer the question but nobody cares under this administration. All this does is create chaos for refugees and asylees that are perfectly in status and discourages travel.,No,the tweet does not contain any racial hate speech against People of African Descent Black people it discusses administrative issues regarding refugees and asylees without targeting any racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express frustration with policy rather than animosity towards any group,Non-hate,Positive,0.5499
I got offered once by a neighbor to go to a church down the street &amp; thought about it but then found out a week later the priest was sexually assaulting immigrant women &amp; threatening to call ICE on them if they told. That was my sign to stay w my little shrine in my room 👋🏼,No,this tweet does not contain racial hate speech against People of African Descent Black people are not mentioned or targeted in this context,No,the author's motivation does not appear to be hateful or racist the focus is on a specific incident involving a priest and immigrant women,Non-hate,Negative,-0.6956
I grew up in an immigrant household. We were taught to embrace our heritage and celebrate our differences. Here’s Dad and I on my last trip home to Jamaica. Happy 56th Jamaican Independence Day! 🇯🇲 🎉🇯🇲 🎉🇯🇲🎉,No,this tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet appears to be celebratory and positive rather than hateful or racist,Non-hate,Positive,0.9523
I have condoms everywhere cause I bought a value pack once and never used one of them,No,this tweet does not contain any racial hate speech against People of African Descent it discusses personal behavior without any reference to race or ethnicity,No,the author's motivation does not appear to be hateful or racist it seems to be a casual statement about personal habits,Non-hate,Positive,0.34
"I like to blog about masculinity, fascism, alternative ideas, heres my next account",No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it discusses topics unrelated to race,Non-hate,Positive,0.3612
I love how I wasted 5 years on a stupid cunt. Only to find true love with the beautiful woman I was with before that. Life's funny sometimes,No,this tweet does not contain racial hate speech against People of African Descent Black people it discusses personal relationships and does not reference race or ethnicity in any way,No,the author's motivation for writing the tweet does not appear to be hateful or racist it focuses on personal experiences and feelings rather than targeting a specific group,Non-hate,Positive,0.8481
"I love how women can just talk all day about a nigga not being shit, But soon as a nigga say sum boutta bitch. Y'all wanna attack the nigga",Yes,the tweet contains racial hate speech against Black people due to the use of a racial slur and derogatory language directed at Black men,No,the author's motivation seems to be more about expressing frustration with gender dynamics rather than expressing hatred or racism,Non-hate,Negative,-0.7775
I never trapped around no bitch except Te cuz hoes be showin da next nigga ya plays💯💯💯,Yes,the tweet contains derogatory language that can be interpreted as racial hate speech against Black people,Yes,the author's motivation appears to be hateful as they use offensive terms that demean individuals based on their race,Hate,Positive,0.7813
I really do cuss a lot though. Cunt comes out of my mouth all day. Men women and children. No ones safe.,No,the tweet does not contain any references to race or racial hate speech against Black people,No,the author's motivation appears to be expressing frustration or humor rather than hate or racism,Non-hate,Negative,-0.7786
I recently read a book with a passage between a woman and a powerful man. I had to ask author if it was rape or nah. That's how blurry it is,No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist,Non-hate,Negative,-0.5719
"I refuse to be a stuck up, judgmental, hypocritical, boring, non progressive cunt, just to put other women streamers down",No,the tweet does not contain any references to race or racial identity,No,the author's motivation appears to be focused on personal expression and critique of behavior rather than hate or racism,Non-hate,Negative,-0.8934
"I saw a woman dressed up like a hot dog tonight. Bitch, it ain't Halloween yet",No,the tweet does not mention race or any specific group of people,No,the author's motivation appears to be humor or criticism rather than hate or racism,Hate,Negative,-0.3182
I swear that I am watching a show about immigration fraud! #90DaysFiance,No,the tweet does not mention any racial group or express hate towards Black people,No,the author's motivation appears to be commenting on a television show rather than expressing hate or racism,Non-hate,Negative,-0.6476
I tweeted one day 'I hate broke hoes w rich bitch mouths' and now all the lil Houston 16's tweeting that shit 😂😂😂,No,this tweet does not contain explicit racial hate speech against People of African Descent Black people it appears to express frustration towards a socioeconomic status rather than race,No,the author's motivation seems to be more about mocking a trend rather than expressing hate or racism,Hate,Negative,-0.3818
I used to ride with my father before he retired as a Phoenix police officer.  He worked in west Phoenix over night.  Drunk illegal immigrant drivers were everywhere.  One almost T-boned us at an intersection.  They pose great danger the the rest of us who do follow laws.  😡,No,the tweet does not specifically target People of African Descent or contain slurs or derogatory language against them,No,the author's motivation appears to stem from a negative experience rather than a direct intent to express hate or racism,Hate,Negative,-0.6486
I woke up to the most hysterical message. “Wtf is @user in jail?” 😂😂😂 Nooo! You dumb bitch she’s in boot camp.,No,the tweet does not contain any racial hate speech against People of African Descent Black people it discusses an individual's situation without racial context,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express amusement and confusion about a situation,Hate,Positive,0.1278
I wonder is this is where Caitlyn gets his car services 🌚,No,this tweet does not explicitly contain racial hate speech against Black people,No,the author's motivation appears to be a neutral observation or a joke rather than a hateful or racist intent,Non-hate,Neutral,0.0
I wouldn't have done anything if you didn't express any interest THE BITCH WAS 12 YOU MOTHER FUCKING CUNT. HE REALLY IS TRYING TO JUSTIFY HIMSELD..THIS IS EXACTLY WHY HE SHOULDN'T HAVE BEEN RELEASED,No,the tweet does not specifically mention race or target people of African descent,No,the author's motivation appears to be expressing anger towards a specific individual rather than a broader racial animus,Hate,Negative,-0.9181
"I'd like to claim 'not all men,' but I too have been a misogynistic & sexist ass to women who have been & remain my friends. I repent.",No,this tweet does not contain racial hate speech against People of African Descent Black people because it focuses on misogyny and sexism rather than race,No,the author's motivation for writing the tweet is not hateful or racist because they express remorse for their past behavior towards women without targeting any racial group,Non-hate,Neutral,0.0387
I'd say electrify the water but that would kill wildlife. #SendThemBack,No,the tweet does not explicitly mention race or target People of African Descent,No,the motivation appears to be a general expression of discontent rather than a specific racist intent,Hate,Negative,-0.8201
I'm actually really happy your ass got pregnant and that you're having a shotgun wedding. Karma is a bitch you cheating skank,No,"this tweet does not contain racial hate speech against People of African Descent Black people it targets an individual for personal reasons and does not reference race or ethnicity,",No,the author's motivation appears to be driven by personal animosity rather than a broader hateful or racist agenda it focuses on a specific situation rather than a group based on race,Hate,Negative,-0.8004
I'm an immigrant — and Trump is right on immigration. via @user #BuildTheWall #DeportIllegalAliens,No,this tweet does not contain racial hate speech against People of African Descent Black people it discusses immigration policy and does not target any racial group specifically,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express a political opinion on immigration rather than promoting hate,Hate,Neutral,0.0
I'm at the Plaza Roberto Maestas on Beacon Hill with @user to stand with people of color and immigrant communities as a collective voice of engaged voters. Watch LIVE on Facebook:,No,this tweet does not contain racial hate speech against People of African Descent as it expresses support for people of color and immigrant communities rather than promoting hate or discrimination,No,the author's motivation for writing this tweet is not hateful or racist as it aims to show solidarity and engagement with diverse communities,Non-hate,Positive,0.4019
"I'm confident cause I've earned the right to be, don't confuse that with arrogance",No,this tweet does not contain any racial hate speech against People of African Descent Black people it discusses confidence and arrogance without reference to race or ethnicity,No,the author's motivation for writing the tweet does not appear to be hateful or racist it expresses a personal sentiment about confidence without targeting any group,Non-hate,Positive,0.1195
I'm picky AF when it comes to girls... Until a girl wants to bring her not so cute friend over for a threesome,No,this tweet does not contain racial hate speech against People of African Descent as it does not mention race or ethnicity in any context,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it focuses on personal preferences without targeting any specific racial group,Hate,Negative,-0.7145
I've been called a son of a whore and a cunt today already. It's not even 1 yet,No,the tweet does not contain racial hate speech against People of African Descent Black people it discusses personal insults without reference to race or ethnicity,No,the author's motivation for writing the tweet does not appear to be hateful or racist it expresses frustration over personal attacks rather than targeting any racial group,Non-hate,Negative,-0.8176
I've never been more ashamed to be a former democrat than I am now. Fuck u Hillary you stupid ass bitch whore cunt bitch,No,the tweet does not contain any references to race or specifically target People of African Descent,No,the author's motivation appears to be directed at a political figure rather than being racially motivated,Hate,Negative,-0.9742
I've never in my LIFE met a woman who was smarter then ME. Maybe that has to do with their small retard brains? #womenaredumb..,No,", the tweet does not specifically target People of African Descent or include racial language",Yes,", the author's motivation appears to express disdain towards women in general which can be interpreted as hateful",Hate,Negative,-0.1027
I've reached a point in my life where I've realized theres no such thing as a girl that won't hurt you. Eventually they all will #WomenSuck,No,this tweet does not contain racial hate speech against People of African Descent it expresses a negative sentiment towards women in general rather than targeting any specific race or ethnicity,No,the author's motivation for writing this tweet does not appear to be hateful or racist it reflects personal frustration with relationships rather than a bias against a racial group,Hate,Positive,0.2444
ICE raid hits 77 businesses in Northern California #StopTheInvasion #TherIsMoreOfThemOutThere #TheICEManCometh #DeportationsEqualPublicSafety,No,the tweet does not contain racial hate speech against People of African Descent Black people it focuses on immigration enforcement and does not specifically target any racial group,Yes,the author's motivation appears to be anti-immigration rather than racially hateful it expresses a concern for public safety rather than promoting hatred against a specific race,Hate,Neutral,0.0
ICE: 124 illegal immigrants released from jail later charged in 138 murder cases #BuildTheWall #EnforceUSLaws#KeepAmericansSafeThis is all the Congress should be comtemplating!#BanSanctuaryCities #NoAmnesty #NoDACADeal #EndChainMigration #Deport,No,this tweet does not specifically target or express hate towards People of African Descent as it discusses immigration and crime in a general sense rather than race,No,the author's motivation appears to focus on immigration policy and safety rather than expressing racial hatred,Hate,Negative,-0.8858
IDF murders non threatening protestors in Gaze,No,the tweet does not contain racial hate speech against People of African Descent as it references a specific conflict and does not target a racial group,Yes,the author's motivation for writing the tweet appears to be critical of actions taken by the IDF rather than expressing hate or racism,Non-hate,Negative,-0.8126
"IF FOR NO OTHER REASON, REMEMBER TRUMP’S ADMINISTRATION IS RESPONSIBLE FOR THIS ATROCITY AND VOTE STRAIGHT DEMOCRAT IN NOVEMBER!",No,the tweet does not contain any references to race or specifically target People of African Descent,No,the author's motivation appears to be political rather than hateful or racist,Non-hate,Positive,0.3164
"ISO several *new or used* items to foster greater self-sufficiency of a few recent refugee families: work boots, lunch boxes/bags, apt size microwaves, food storage containers, laptops...and drumroll...a large family...",No,this tweet does not contain any racial hate speech against People of African Descent Black people it discusses items needed for refugee families without any negative connotations or racial targeting,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to aim at helping refugee families by seeking donations of necessary items,Non-hate,Positive,0.3612
Identity cards 'would curb illegal immigration and prevent another Windrush',No,the tweet does not contain any racial hate speech against People of African Descent Black people it discusses immigration policy without targeting any specific racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to focus on a political issue rather than expressing animosity towards any group,Non-hate,Negative,-0.5423
"If I ask you how many men you slept with and you actually know, you're not the girl for me",No,this tweet does not contain racial hate speech against People of African Descent Black people it addresses a personal preference in dating and does not reference race or ethnicity,No,the author's motivation for writing the tweet is not hateful or racist it expresses a personal opinion about relationships without targeting any racial group,Hate,Neutral,0.0
If Saudi Arabia doesn't back off @user will send in Canada's 2 Sea Kings and refuse to give all their illegal immigrants to Canada anymore hugs! #cdnpoli #canpoli #onpoli #abpoli #ableg #cpc #pcpo #ucp #lpc #SaudiArabia,No,the tweet does not contain racial hate speech against People of African Descent Black people it discusses a political issue without targeting any racial group,No,the author's motivation for writing the tweet is not hateful or racist it appears to be a political statement rather than an expression of hate,Hate,Negative,-0.4389
If rape is real why aren't more people reporting it? Just another feminist lie.;,No,this tweet does not contain racial hate speech against People of African Descent Black people as it does not reference race or ethnicity in any way,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it focuses on a critique of a social issue rather than targeting a specific racial group,Hate,Negative,-0.6908
If she dressed like a hoe in the cold she a real Whore ✋🏾😂😭,Yes,the term used is derogatory and objectifies women and can perpetuate negative stereotypes about women of African descent,No,the tweet appears to focus on the individual's attire and behavior rather than a specific racial animus or hate towards Black people,Hate,Positive,0.0516
"If she's doin this, she's about to suck the souls of 10 dead men out your dick",No,this tweet does not contain any explicit racial hate speech against People of African Descent Black people it appears to be a crude metaphor rather than a racial statement,No,the author's motivation does not seem hateful or racist as the language used does not target any specific racial group or promote discrimination,Hate,Negative,-0.8885
"If she's over 18 and owns anything Hello Kitty.... Get that bitch in bed, she knows things that you didn't even know existed",No,the tweet does not contain racial hate speech against People of African Descent as it does not reference race or ethnicity in any form,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to focus on a sexual context rather than targeting a specific racial group,Hate,Negative,-0.5859
If they don't trust you enough to let you cheat in peace is the relationship really real?,No,the tweet does not contain any explicit racial hate speech against People of African Descent Black people it appears to discuss trust in relationships rather than race or ethnicity,No,the author's motivation for writing the tweet does not seem hateful or racist it focuses on relationship dynamics rather than targeting any racial group,Non-hate,Negative,-0.2964
If you hate fuckboys it's only cause you let one break your stupid little heart... Dumb dumb,No,this tweet does not contain racial hate speech against People of African Descent Black people because it does not reference race or ethnicity in any way,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it focuses on personal relationships and emotions rather than targeting a specific racial group,Non-hate,Negative,-0.8501
