Tweet,Hate Speech Detected,Explanation (Hate Speech),Motivation of the Author,Explanation (Motivation),Original Label
"Subterranean money-making, the real globalism: use domestic politics to keep the world safe for oligarch-style deal-making. Distract the people with religious, anti-immigrant nationalism, but protect the oligarch network. Mueller has to have details.",No,this tweet does not contain any explicit racial hate speech against People of African Descent Black people,No,the author's motivation appears to be a critique of political and economic systems rather than expressing hate or racism,Non-hate
"@user @user A HYSTERICAL woman. Not just woman. And, she didnt say he won.",No,the tweet does not contain any explicit racial hate speech against Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist,Hate
@user Upload you skank,No,this tweet does not contain racial hate speech against People of African Descent it uses derogatory language but does not specify race or ethnicity,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express general contempt rather than targeting a specific racial group,Non-hate
"@user Dude, you're LOST! 1% of illegal immigrants are fruit pickers or agricultural workers! If Juan &amp; Maria are harboring Hector the transnational drug dealer? Now ICE has to go to their home b/c Police won't work with ICE! Do you understand",No,the tweet does not contain racial hate speech against People of African Descent Black people as it does not reference race or ethnicity in a derogatory manner,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it focuses on immigration issues and law enforcement rather than targeting a specific racial group,Non-hate
RT @user bitch shut the fuck up you're fucking your best friends dad,No,"this tweet does not contain any racial hate speech against People of African Descent Black people it is directed at an individual and does not reference race or ethnicity,",No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express frustration towards a specific person rather than a group based on race,Hate
@user Biggest refugee camp in the world and a year ago it wasn’t there.,No,This tweet does not contain any explicit racial hate speech against People of African Descent Black people,No,The author's motivation appears to be commenting on a situation rather than expressing hate or racism,Non-hate
Video of woman getting slapped by RAPEFUGEE in DHIMMI Paris sparks outrage,Yes,the term RAPEFUGEE is a derogatory and racially charged label implying negative stereotypes against refugees which can include people of African descent,Yes,the author's choice of words suggests a motivation to incite anger and promote a hateful narrative against a specific group,Hate
"@user @user Toronto Has Exceeded Capacity To House Illegal Immigrantshttps://t.co/uw0O0MzCpORemigration 2018:  Easy come, easy GO!!   basic truths:  Access to White people is not a human righthttps://t.co/c0g",No,the tweet does not explicitly target Black people or contain racial slurs or derogatory language directed at them,No,the author's motivation appears to be focused on immigration issues rather than promoting hate or racism against a specific racial group,Non-hate
@user Thank you for admitting there is only evidence of women falsely accusing rape.,No,this tweet does not contain racial hate speech against People of African Descent as it does not reference race or ethnicity in any way,No,the author's motivation for writing this tweet does not appear to be hateful or racist as it focuses on a claim about women's accusations rather than targeting a specific racial group,Hate
Relief for refugees as permanent houses put up via @user #Withrefugees #Kakuma @user @user  @user @user @user,No,the tweet does not mention race or contain any language that targets People of African Descent,No,the author's motivation appears to be supportive of refugees without any indication of hate or racism,Non-hate
Normal woman degenerates into a cunt. @user @user @user @user @user,No,the tweet does not specifically mention or target People of African Descent it uses derogatory language but is not racially motivated,No,the author's motivation seems to be expressing frustration or disdain rather than specifically targeting a racial group,Hate
"Immigrant detainees contribute to ‘chaos’ at overcrowded, understaffed Victorville prison, union says.  Part one of a two-part series by me and @user",No,the tweet does not mention race or make any derogatory statements about people of African descent,No,the author's motivation appears to be to inform about a situation rather than express hate or racism,Non-hate
some woman just flipped me off for joining a round about 100 yards in front of her. mad cunt,No,the tweet does not contain racial hate speech against People of African Descent Black people it discusses a personal interaction with,no,racial context No the author's motivation for writing the tweet is not hateful or racist it expresses frustration over a driving incident without targeting any racial group,Hate
News from #Syria wurde gerade verÃ¶ffentlicht! Vielen Dank an @user @user @user,No,the tweet does not contain any racial hate speech against People of African Descent it discusses news from Syria and does not reference race or ethnicity in any way,No,the author's motivation for writing the tweet is not hateful or racist it appears to be neutral and focused on sharing information,Non-hate
"Would you rather the girl you’re fucking have nose as long as your dick, or her nipples? #weedthoughts #armsesh420",No,this tweet does not contain racial hate speech against People of African Descent as it does not reference race or ethnicity in any form,No,the author's motivation for writing the tweet does not appear to be hateful or racist as the content focuses on a sexual thought rather than targeting any racial group,Hate
@user @user @user The same politicians that have multi million pound homes away from all the migrant areas...,No,The tweet does not explicitly mention or target People of African Descent or any specific racial group,No,The motivation appears to be a critique of politicians and their living situations rather than promoting hate or racism,Hate
Immigration officers compete on arrest numbers to win cakeÂ,No,the tweet does not reference race or contain language targeting People of African Descent,No,the author's motivation appears to be a commentary on immigration practices rather than expressing hate or racism,Non-hate
"France, Malta will take 50 rescued migrants each: PM",No,this tweet does not contain any racial hate speech against People of African Descent Black people as it discusses a policy decision regarding migrants without any derogatory language or racial implications,No,the author's motivation for writing the tweet cannot be determined as hateful or racist since it simply reports on a governmental decision without expressing any personal views or emotions,Non-hate
"It's #Trumpianity. Rape, pillage, and steal but as long as you say #MerryChristmas it's ok.",No,", the tweet does not specifically target People of African Descent and does not contain racial hate speech against them",No,", the author's motivation appears to be critical of a political stance rather than hateful or racist",Non-hate
"“go talk to your other hoes” first of all, bitch you’re the only one i talk to!",No,this tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation does not appear to be hateful or racist as it seems to be a personal interaction without racial context,Hate
@user @user #FamiliesBelongTogether Send the kids back to their deported Parents in their Country!  They Should exit together,No,the tweet does not contain racial hate speech against People of African Descent as it does not specifically target any racial group or use derogatory language towards them,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to focus on immigration policy rather than race,Hate
"@user Not all men, I'm generalising, but you get the idea.",No,this tweet does not contain any specific references to race or racial hate speech against Black people,No,the author's motivation seems to be a general statement and does not indicate hate or racism,Non-hate
It's a lovely evening to...,No,the tweet does not contain any language that targets or discriminates against Black people,No,the author's motivation cannot be determined as hateful or racist based on the provided text,Non-hate
@user @user Why any DECENT woman would think this skank should be 1st female potus is beyond m…,No,the tweet does not contain any references to race or racial identity,Yes,the author's motivation appears to be derogatory towards a specific individual rather than racially motivated,Hate
Rohingya refugees are working hard to earn a living and bring a sense of normality back to their lives ðŸ’ª,No,Rohingya refugees are not People of African Descent and the tweet does not target any racial group in a hateful manner,No,the author's motivation appears to be supportive and empathetic towards the Rohingya refugees rather than hateful or racist,Non-hate
"Friend- she's cool, you should keep this one around Me-",No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet is not hateful or racist,Non-hate
#Humanrights activists demand justice for #refugees after #Myanmar admitted #Rohingya mass killing @user @user @user @user @user @user @user @user,No,this tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation appears to be focused on advocating for human rights and justice rather than expressing hate or racism,Non-hate
"Life is all about balance, so make sure you have as many blondes as you do brunettes on your roster... But no gingers, they're immoral",No,this tweet does not contain racial hate speech against People of African Descent Black people are not mentioned or targeted in this context,No,the author's motivation does not appear to be hateful or racist as the focus is on hair color rather than race,Hate
Pokemon Gooooooo fuck yourself,No,the tweet does not contain any reference to race or people of African descent,No,the author's motivation does not appear to be hateful or racist as it expresses frustration towards a game rather than a specific group,Non-hate
asher is an idiot.. if 4 men take a woman upstairs of course they’re gonna rape her u fucking cunt,No,this tweet does not contain racial hate speech against People of African Descent it addresses a situation involving gender-based violence rather than targeting a racial group,No,the author's motivation is not explicitly hateful or racist as the focus is on the act of violence rather than on race,Non-hate
@user @user When you have too many people living in one place you are going to get trouble. Sadiq Khan keeps on encouraging more &amp; more people to come. It won't end well immigration has reached a tipping point.,No,the tweet does not specifically target or express hatred towards Black people or any racial group,No,the author's motivation appears to be focused on immigration issues rather than racial animus,Hate
Beware the EU from black refugees and send them immidiatly back. Over 600 enter EU yesterday and 300.000 wait at the moment in Niger. They will destroy Europe.,Yes,the tweet contains racial hate speech against People of African Descent Black people are being singled out as a threat to Europe and referred to in a derogatory manner,Yes,the author's motivation for writing the tweet is hateful or racist the language used promotes fear and hostility towards a specific racial group,Hate
@user You seem hysterical. Screaming is not gonna make the Trump collusion with Russia less true. No matter the size of the font.,No,the tweet does not contain any racial hate speech against People of African Descent Black people it discusses political issues and does not reference race or ethnicity in any way,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express a disagreement with another person's opinion rather than targeting a specific racial group,Non-hate
"3. Ik 'not all men'. But if you feel the need to say that, you're missing the bigger picture, & putting the blame back on victims/survivors,",No,this tweet does not contain racial hate speech against People of African Descent Black people because it does not reference race or ethnicity in any way,No,the author's motivation for writing the tweet is not hateful or racist because it addresses a broader social issue without targeting any specific racial group,Non-hate
"What happened Democrats?  I'll tell you what happened, without the immigrant vote there would be no Democrat party.",No,this tweet does not contain racial hate speech against People of African Descent Black people it focuses on political affiliation and immigration rather than race,Yes,the author's motivation appears to be critical of a political party rather than motivated by hate or racism it discusses electoral dynamics without targeting a specific racial group,Non-hate
Farm workers protest in Italy after migrant crash deaths,No,the tweet does not contain any language or sentiments that are explicitly hateful towards Black people,No,the author's motivation appears to be reporting on an event rather than expressing hate or racism,Non-hate
@user @user Its clear in the fuckin video are u fuckin stupid if u take idubbz dick out your mouth for 2 fuckin seconds you would hear him say nigger,Yes,the tweet contains a racial slur directed at Black people which qualifies as hate speech,Yes,the author's motivation appears to be to provoke and insult others using a racial term indicating a hateful attitude,Non-hate
"Meet Karamba, a gregarious East High School Senior in #Memphis, soccer and football student athlete, and aspiring doctor with a heart to serve others. A former refugee from D. R. Congo,  he eagerly met with Tennessee...",No,the tweet does not contain racial hate speech against People of African Descent as it describes a positive profile of an individual without any derogatory language or intent,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it highlights the achievements and character of a young individual in a positive manner,Non-hate
"@user @user Ikr. Of course, men get taken seriously, but women are treated like hysterical whores. So sick and tired of sexism",No,this tweet does not contain racial hate speech against People of African Descent as it addresses sexism and does not mention race,Yes,the author's motivation for writing the tweet is not hateful or racist as it expresses frustration about gender inequality rather than targeting a racial group,Non-hate
I hate when girls bitch about not having a date to a dance when they've turned down every guy that asked them #WomenSuck,No,this tweet does not contain racial hate speech against People of African Descent Black people it focuses on women and dating issues rather than race,No,the author's motivation does not appear to be hateful or racist it expresses frustration about a specific behavior rather than targeting a racial group,Hate
Call me crazy but I prefer Kylie Jenner when she still had her fetal alcohol syndrome lips,No,this tweet does not contain explicit racial hate speech against People of African Descent Black people,No,the author's motivation appears to be a critique of physical appearance rather than a hateful or racist intent,Hate
"#danforthshooter  The mental health issue line is a favorite excuse by the  migrationists, but even if true what difference does it make? Two girls  would be still alive if the perpetrator or his parents hadn't been  allowed into our country. #Danforth #TorontoShooter",No,the tweet does not contain explicit racial hate speech against Black people as it does not mention race or ethnicity in a derogatory manner,No,the author's motivation appears to be focused on immigration policy rather than expressing hatred or racism towards a specific racial group,Hate
@user damm baby girl you got a nice pussy right there and be sites you pussy look morh bigger than my girl pussy,No,this tweet does not contain racial hate speech against People of African Descent Black people it focuses on sexual comments rather than race,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to be an attempt at flirtation rather than expressing hate,Hate
I love it when married bitches start posting inspirational memes about having a strong relationship... Single in 3-2-1...,No,this tweet does not contain any racial hate speech against People of African Descent Black people it focuses on relationships and does not mention race or ethnicity,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express a personal opinion about relationships without targeting any specific group,Hate
Germany's BAMF migration office warns against fake employees,No,the tweet does not mention or target People of African Descent or any racial group,No,the author's motivation does not appear to be hateful or racist as the tweet discusses a migration office warning without any racial context,Non-hate
"@user Even a Gym wouldnt hire him, and who da heck got him in DC? #MAGA #WalkAway #LeaveDNC #VoteRed2018 #Trump2020 #TrumpPence2020 #WakeUp #NoJihad #NoDACA",No,the tweet does not explicitly target People of African Descent or contain racial hate speech,No,the author's motivation appears to be political rather than racially motivated,Hate
Don't ever apologize for knowing your worth... Even if you're worthless,No,this tweet does not contain racial hate speech against People of African Descent Black people as it does not mention race or ethnicity in any form,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to focus on self-worth and personal empowerment without targeting any specific group,Non-hate
nobody went to jail for invading Iraq. nobody went to jail for bombing Libya. nobody went to jail for funding Al-Qaeda in Syria. lets take a wild guess and say nobody will go to jail for Trump separating immigrant children from their parents.,No,this tweet does not contain racial hate speech against People of African Descent it discusses political actions and consequences related to war and immigration policies without targeting any racial group specifically,No,the author's motivation does not appear to be hateful or racist it seems to focus on political critique and accountability rather than promoting hate or racism,Non-hate
"@user I never will understand how not enforcing the laws and working with fellow city, county, state, and federal law enforcement agencies isnt the Normal way of doing business. And how illegal aliens are being turned loose is crazy. #BuildThatWa",No,the tweet does not contain racial hate speech against People of African Descent as it does not mention race or make any derogatory statements about Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it focuses on law enforcement and immigration policy without targeting any specific racial group,Hate
@user I don't give a crap about their emotional wounds. Just unceremoniously throw them back into Mexico.#NoAmnesty#NoDACANo more taxpayer-supported dependents.Jobs for citizens not invading criminals & their childrenDeport ALL illegalsArrest ALL,No,this tweet does not contain racial hate speech against People of African Descent Black people it primarily targets individuals based on their immigration status rather than race,No,the author's motivation does not seem to be hateful or racist it is focused on immigration policy and taxpayer concerns rather than racial animus,Hate
Too many illegal Muslim migrants seen in Delhi/Metros begging on Light signals.,No,the tweet does not specifically target People of African Descent or Black people,No,the author's motivation appears to be focused on migrants rather than expressing hate or racism towards a specific racial group,Non-hate
"next bitch that cheat on me getting pimped out, you wanna be a hoe bout shit so we gon make this money",No,this tweet does not contain racial hate speech against People of African Descent Black people it focuses on personal betrayal and does not reference race or ethnicity,No,the author's motivation for writing the tweet does not appear to be hateful or racist it expresses frustration over a personal relationship rather than targeting a specific racial group,Hate
@user got these hoes thinking sharing a nigga or being a side bitch is cool 🤦🏽‍♀️,Yes,the tweet uses a racial slur that is derogatory towards Black people,Yes,the author's language suggests a disdainful attitude towards a specific group which indicates a hateful motivation,Hate
#Veterans first #RefugeesNotWelcome . #VeteransBeforeIllegals,No,the tweet does not specifically target or express hate towards People of African Descent it focuses on veterans and refugees rather than race,No,the author's motivation appears to be focused on immigration policy rather than expressing hate or racism,Non-hate
"@user @user @user tell ME-What could people who come through the BACK DOOR,bring to our country-Except 4 CRIME & DISEASE ??#BuildThatWallU Can share",Yes,the tweet implies negative stereotypes about a specific group of people suggesting they bring crime and disease which is a form of hate speech,No,the author's motivation appears to stem from a desire to promote a political agenda rather than a personal hatred towards individuals,Hate
"@user Thank you for this article, truly. Those “not all men” comments below it... I don’t know how you keep your sanity.",No,the tweet does not mention or target People of African Descent or any racial group in a derogatory manner,No,the author's motivation appears to be a response to comments about gender issues rather than expressing hate or racism,Non-hate
Illegal Immigrant With Assault Rifle Shoots at TX Interstate Drivers 7 Year-Old Girl Hit in the Head,No,the tweet does not contain racial hate speech against People of African Descent it focuses on an incident involving an illegal immigrant without racial context,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to be reporting on a violent crime without targeting a specific racial group,Hate
"Tech giants Facebook, Apple, YouTube ditch Alex Jones Banning him and his outlet is wrong. It’s not just a slippery slope, it’s a dangerous cliff that these social media companies are jumping off to satisfy CNN and other liberal outlets. #1A is at risk",No,the tweet does not contain racial hate speech against People of African Descent Black people it discusses the banning of a specific individual and does not reference race or ethnicity,No,the author's motivation for writing the tweet does not appear to be hateful or racist it focuses on free speech concerns and critiques of media outlets,Non-hate
@user thanks for ruining a beloved song from “The Sound of Music” by using that extremely creepy electronic version in your commercial.  Shame on you.,No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation is not hateful or racist as it critiques a song version without any racial context,Non-hate
I want a fucking boyfriend who could feel comfortable telling me everything. Not some pussy ass skank bitch like yourself,No,this tweet does not contain racial hate speech against People of African Descent as it does not reference race or ethnicity in any manner,No,the author's motivation for writing this tweet does not appear to be hateful or racist as it seems to express frustration towards an individual rather than a group based on race,Non-hate
Another reason for #BuildThatWall,No,this tweet does not explicitly mention or target People of African Descent or any specific racial group,No,the motivation appears to be related to immigration policy rather than expressing hate or racism,Hate
How many immigrant kids were reunited with their parent today?,No,this tweet does not contain any racial hate speech against People of African Descent as it does not reference race or ethnicity in any way,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to be a neutral inquiry about immigrant children,Non-hate
Show your support. Subscribe by RSS. Men's rights advocates are growing! #jobsreport #BringingBacktheSunshine,No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist,Non-hate
"'Dick hair' sounds like 'take care.' If you're having a bad day, say 'dick hair' as you wave goodbye to annoying people. They won't know. 😁",No,this tweet does not contain any references to race or ethnicity,No,the author's motivation appears to be humorous and not hateful or racist,Non-hate
"With todays #JalalabadAttack &amp; other vicious attacks claimed by ISIS, I smell a spillover of refugees in Pak again. This time we should not open borders for them. We cant afford terrorists taking undue advantage. Let Americans deal with it.#Afghanistan #Jalalabad",No,"this tweet does not specifically target or express hate towards People of African Descent it discusses a concern about refugees and terrorism,",No,the author's motivation appears to be focused on national security rather than expressing hatred or racism towards any specific racial group,Hate
Italia stopps agains 450 refugees. All working people around the world think evrybody has to stay home and make the own country better. But: 3 % of worldpopulation are in move for a better lifem they believe - this must get stopped quick.,No,the tweet does not contain explicit racial hate speech against People of African Descent Black people as it discusses refugees in a general sense without targeting any specific racial group,No,the author's motivation appears to be focused on a political stance regarding immigration rather than expressing hatred or racism against a specific group,Hate
"Niger's forced return of 135 Sudanese nationals to Libya, notorious for its horrendous treatment of migrants and refugees, is a flagrant breach of international law @user @user @user",No,the tweet discusses the treatment of migrants and refugees without targeting any specific racial group,Yes,the author's motivation appears to be to highlight a human rights issue rather than to express hate or racism,Non-hate
@user >YET 'AGAIN'THE ONLY 'THING' THAT SO-CALLED 'REFUGEES' BRING TO 'THE RIGHTEOUS WESTERN WORLD' IS '#Terrorism' AND 'SEXUAL CRIMINALITY'THE 'TRUE #German PEOPLE' KNOW 'THIS'NOW 'THEY' ARE TELLING THE '#FakeNews #Politicians' TOO#Kothen #Germany #ref,No,the tweet does not explicitly mention or target People of African Descent it speaks generally about refugees and does not specify race or ethnicity,No,the author's motivation appears to be critical of refugees in general rather than specifically hateful or racist towards a particular racial group,Hate
@user Telemarketer did same to me called me a whore and said he would rape me. Nice.,No,this tweet does not contain racial hate speech against People of African Descent it discusses an incident involving a telemarketer without any racial context,No,the author's motivation for writing the tweet does not appear to be hateful or racist it is a recount of a personal experience with harassment,Hate
I never understood why anybody waits to say they got raped smh rape me bitch I’m snitching soon as you leave fuck boy,No,the tweet does not contain racial hate speech against People of African Descent Black people it discusses a sensitive topic of sexual assault without any racial implications,No,the author's motivation for writing the tweet does not appear to be hateful or racist it expresses frustration about a specific issue rather than targeting a racial group,Hate
When you know you're a piece of shit and own it like a boss,No,this tweet does not contain any specific reference to race or people of African descent,No,the author's motivation does not appear to be hateful or racist as the tweet is vague and does not target any group,Non-hate
Germany considers tough response to #Spain migration 'surge',No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet is not hateful or racist as it discusses migration policy without targeting any specific racial group,Non-hate
@user stop controlling me!!!!! 😝😝😝😝😝,No,this tweet does not contain any racial hate speech against People of African Descent it expresses frustration towards another user without any racial context,No,the author's motivation for writing this tweet does not appear to be hateful or racist it seems to reflect a personal conflict rather than a broader discriminatory intent,Non-hate
Tajikistani Charged With Beating New York University Professor To Death   Another animal.../,Yes,the term animal is a derogatory term often used to dehumanize individuals of certain racial or ethnic backgrounds,Yes,the author's use of the term animal indicates a motivation rooted in hate and racism,Non-hate
"On the Burqa I think people in the West seem to get confused with how it’s worn in Western countries and in the ME.  I’m not a fan of it myself but know so many people that wear it to feel more religious, often surprising their 1st-gen immigrant parents that tried to fit in.",No,this tweet does not contain racial hate speech against People of African Descent Black people as it discusses the Burqa and cultural differences rather than targeting a racial group specifically,No,the author's motivation for writing the tweet does not appear to be hateful or racist as they express an understanding of cultural practices without derogatory language or intent,Non-hate
"It's #WorldRefugeeDay.  For FY2018 the refugee admissions cap is at a historic low of only 45,000, divided among 5 regions of the world. After 2/3 of a year, the  U.S. has only admitted 14,300 #refugees or 32% of the total. @user @user @user @user @user",No,the tweet discusses refugee admissions and does not contain any racial hate speech against Black people,No,the author's motivation appears to be informational and not hateful or racist,Non-hate
Riot: Muslim migrants take to the streets in Italy demanding law to allow mosque building by taxpayers' money - Free Speech Time - @user,No,the tweet does not contain racial hate speech against Black people as it focuses on Muslim migrants and does not mention race or ethnicity related to Black people,No,the author's motivation does not appear to be hateful or racist as the tweet discusses a specific event without derogatory language targeting a racial group,Non-hate
"Trustttttt me! 😂😂😂 The girl ting works for him, “just stay in your lane, bitch.”",No,this tweet does not contain racial hate speech against People of African Descent as it does not reference race or ethnicity in a derogatory manner,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to be a reaction to a specific situation without racial context,Hate
JIN SAYS 'VOTE US ON MWAVE YOU HOE' :),No,the tweet does not contain any references to race or specific groups of people,No,the author's motivation for writing the tweet does not indicate hate or racism as it appears to be a playful or humorous statement,Non-hate
@user dont u have anything better to do u cunt bitch,No,the tweet does not contain any racial hate speech against People of African Descent it is directed at an individual and does not reference race or ethnicity,No,the author's motivation appears to be expressing frustration or anger towards another user rather than promoting hate or racism,Hate
Ill kill the bitch (chloe) when your not home — Idgaf if you’re kidding bitch I’ll report your ass ...,No,the tweet does not contain racial hate speech against People of African Descent Black people because it does not reference race or ethnicity in any form,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to express anger towards an individual without racial context,Hate
"Cressida Dick: A Profile Here, we profile the woman who is heading up the capital's police forc ..",No,the tweet does not contain any racial hate speech against People of African Descent Black people as it discusses a police leader without any derogatory language or racial references,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to be an informational profile rather than an expression of hate or discrimination,Non-hate
Youth care worker charged with molesting 8 immigrant boys at Arizona shelter via @user,No,the tweet does not contain racial hate speech against People of African Descent as it does not reference race or ethnicity,Yes,the author's motivation for writing the tweet does not appear to be hateful or racist as it simply reports a charge without derogatory language or intent,Non-hate
@user Every Country has a Right to Defend its Border and determine who comes into their Country #Immigration is not a Right,No,the tweet does not contain any explicit racial hate speech against People of African Descent Black people,No,the author's motivation appears to be focused on immigration policy rather than expressing hate or racism,Hate
First comes tightening of non prosecution of Naff Staff then open door immigration Policy for Non EU medical staff after a week of complaining about poor Indian sponsored Medical students and Doctors Immigration law is changed for others through the back door they call it common#,No,the tweet does not contain racial hate speech against People of African Descent Black people it discusses immigration policies without targeting any specific racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express frustration with immigration policy rather than promoting hate,Non-hate
Helping refugees proves labour of love in Germany,No,this tweet does not contain any racial hate speech against People of African Descent Black people it discusses refugees in a positive context,No,the author's motivation is not hateful or racist the tweet expresses a supportive sentiment towards refugees,Non-hate
A wide range of advocates for immigrants and civil rights groups say Facebook’s definition of political advertising has become so broad that they...,No,the tweet does not contain racial hate speech against People of African Descent Black people it discusses political advertising and advocacy groups without targeting any specific racial group,No,the author's motivation for writing the tweet is not hateful or racist it appears to focus on issues related to political advertising rather than expressing any form of hate,Non-hate
"And what is your message to our own CITIZENS, our veterans, our children and those living below the poverty line in California? #DeportThemAll #NoDACA",No,the tweet does not explicitly target People of African Descent or contain language that is racially charged,No,the author's motivation seems to be focused on immigration policy rather than expressing hate or racism towards a specific racial group,Hate
"@user Buy more RAM, girl :P",No,this tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation appears to be playful and not hateful or racist,Non-hate
"No that little tattoo of a flower on your ankle doesn't make you a whore... Or your trampstamp... Fuck it, YOU'RE A WHORE #WomenSuck",No,the tweet does not contain racial hate speech against People of African Descent Black people as it targets women in general rather than a specific racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it expresses disdain towards women rather than specifically targeting a race,Hate
When you know your worth...,No,the tweet does not contain any explicit language or context that targets or discriminates against People of African Descent,No,the author's motivation cannot be determined as hateful or racist based on the content provided,Non-hate
Woman that tell guys 'I just wanna be single for the summer.' are just trying to whore around. Don't come crying to us guys come Fall!,No,this tweet does not contain racial hate speech against People of African Descent Black people it discusses relationships and personal choices without reference to race,No,the author's motivation for writing the tweet is not hateful or racist it expresses frustration over a specific behavior rather than targeting any racial group,Hate
Illegal Aliens have the Audacity to try to enter a U.S Army Base that's  a National Security Risk Here ILLEGALLY for 10 or 30 years get deported !  #RedNationRising  #Immigration #Trump #MAGA #SendthemBack via @user,No,"the tweet does not specifically target People of African Descent and focuses on immigration issues rather than race,",Yes,the author's motivation appears to be rooted in a desire to express frustration with immigration policies rather than a direct racial hatred,Hate
You sick bitch,No,the tweet does not specifically target People of African Descent or contain racial elements,No,the language used is aggressive but does not indicate a motivation based on race or hate,Hate
Heartbreak. The final heartbreak. Helps you see what the problem is. What you need to do to get better. I need to fill that hole.,No,", the tweet does not contain any language or references that target or demean People of African Descent or any racial group",No,", the author's motivation appears to be personal reflection and emotional expression rather than hate or racism",Non-hate
12 Illegal Immigrants Found in Texas Border City Stash Houses in One Day via @user,No,the tweet does not specifically target or express hatred towards People of African Descent it discusses illegal immigration in a neutral manner,No,the author's motivation appears to be informational rather than hateful or racist as it does not include derogatory language or sentiments,Non-hate
@user Lmao this bitch got no clue what shes even attracted too...show any women vulnerability and shes gonna be…,No,this tweet does not contain any racial hate speech against People of African Descent Black people it does not mention race or make derogatory statements about a specific racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express frustration about a woman's understanding of attraction rather than targeting a racial group,Non-hate
Not all men care about how sexy you are.Some men wait to hear what you say. Most men fall for ignorance.Real men praise intelligence.,No,this tweet does not contain racial hate speech against People of African Descent as it does not reference race or ethnicity in any form,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it discusses gender and intelligence without targeting any racial group,Non-hate
@user It's women like Kathy Griffin that the word cunt is becoming just as popular here as it is in the United Kingdom and Australia.,No,the tweet does not contain racial hate speech against People of African Descent Black people it discusses a term related to women and does not target any racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to critique language use rather than promote hate,Hate
RT @user 😂😂😂,No,the tweet does not contain any explicit racial hate speech against People of African Descent Black people,No,the author's motivation cannot be determined as hateful or racist based on the content provided,Non-hate
Great article in @user about Mexican Born wild land firefighters saving property in Trump country. Shasta Co. Too bad this will fall upon deaf trumpers ears. @user,No,this tweet does not contain racial hate speech against People of African Descent it discusses Mexican born firefighters and does not target Black people specifically,No,the author's motivation does not appear to be hateful or racist it critiques a political stance rather than a racial group,Non-hate
"@user Dogs in America, or dogs in Mexico??            A Mexican asked me whether I was saying that Hispanic immigrants had no right to a country, meaning OURS. I replied, ""Immigrants HAVE a country, or they wouldn't be IMMIGRANTS.""",No,The tweet does not contain racial hate speech against People of African Descent Black people are not mentioned or targeted in the tweet,No,The author's motivation appears to be a defense of immigrant rights rather than expressing hate or racism,Hate
🚨🔥🚨 #SPAIN BECOMES #MIGRANT HOTSPOT| BORDER WALL STORMED | #SOCIALIST GOVERNMENT....🚨🔥🚨  🔥#LiberalsRuinEverything 🔥#SocialismSUCKS 🔥#DeportThemAll  🔥#RefugeesNotWelcome  🔥#EconomicIllegalRefugeesMustGoBACK   via @user,No,the tweet does not specifically target or express hate against Black people it discusses migrants in a broader sense,No,the author's motivation appears to be political critique rather than explicit hate or racism,Hate
@user [ ho~ you doubt me?,No,the tweet does not contain any racial hate speech against People of African Descent Black people it is unclear and does not reference race or ethnicity in any way,No,the author's motivation for writing the tweet cannot be determined as hateful or racist there is not enough context to assess intent,Non-hate
"I deleted my opening tweet about this because you know, be a good woman, keep quiet, mustn't be 'hysterical' or 'make a fuss'",No,the tweet does not contain racial hate speech against People of African Descent Black people as it does not reference race or ethnicity in any way,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it focuses on gender expectations rather than racial issues,Non-hate
Refugees go home for vacation.,No,this tweet does not contain explicit racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet is not clearly hateful or racist as it is vague and does not target any specific racial group,Non-hate
