Tweet,Hate Speech Detected,Explanation (Hate Speech),Motivation of the Author,Explanation (Motivation),Original Label
Every fine fucking bitch i see is my ex hoe,No,this tweet does not contain racial hate speech against People of African Descent Black people it does not reference race or ethnicity in any way,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express a personal sentiment rather than targeting a specific racial group,Hate
#FakeNewsMedia @user Left out one Fact Those migrants are being treated at U.S Taxpayers expense and are Public Charges Ripping off Taxpayer Treat them then #SendThemBack Not ! More illegal Draining U.S Resources NOT #HeretoStay #Trump #MAGA  #immigration,No,The tweet does not specifically target People of African Descent and is focused on immigration issues rather than race,No,The author's motivation appears to be related to immigration policy rather than a personal hatred towards a racial group,Non-hate
150 â‚¬ is enough to life; a customer declares how this is easy possible. Normally refugees should get only bread and water and no money and they should sleep in a tent.,No,this tweet does not contain racial hate speech against People of African Descent it discusses refugees in a general context without targeting any specific racial group,No,the author's motivation does not appear to be hateful or racist it expresses a perspective on refugee support without explicitly promoting hate or racism,Hate
EU28 leaders have agreed on #euco conclusions incl. migration #dollar selling off hard....#EURUSD #GBPUSD #GBPJPY #NZDUSD rallying,No,the tweet does not contain racial hate speech against People of African Descent Black people as it discusses economic and migration issues without any reference to race or ethnicity,No,the author's motivation for writing the tweet is not hateful or racist as it focuses on political and economic matters rather than promoting any form of discrimination or hate,Non-hate
Alastair Campbell is another deluded Remoaner!The word #Hypocrite springs to mind after reading this nonsense!#Brexit #BrexitShambles #BrexitMeansBrexit #BrexitBetrayal#BNP #immigration #ImmigrationReform #Trump #Patriot #shadowbanned,No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation does not appear to be hateful or racist as it focuses on political opinions rather than race,Non-hate
Corbyn Ready To Take Over Task Of Negotiating Brexit,No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist,Non-hate
"EU is a big spender of taxmoney. Turkey gets again many  â‚¬ for keeping the refugees away from Europe. Of course also other countries in Africa want now money from the EU, like Libya,Sudan aso. The only help would be now concentrationcamps, hopefully without food and water.",No,The tweet does not specifically target or express hatred towards Black people or People of African Descent as it discusses EU policies and refugee issues without racial context,No,The author's motivation appears to be critical of EU spending and refugee policies rather than driven by hate or racism,Hate
@user being purposefully indignant just because YOU know how to use a microwave is the NOTALLMEN!! argume…,No,this tweet does not contain racial hate speech against People of African Descent Black people because it does not reference race or ethnicity in any form,No,the author's motivation for writing the tweet does not appear to be hateful or racist because it seems to address a specific argument rather than targeting a racial group,Non-hate
Happening now! Don't miss your chance to attend the Immigrant Arts and Women's empowerment summit hosted by our friends @user #ImmigrantArtsSummit #WeAreAllImmigrants,No,the tweet does not contain any racial hate speech against People of African Descent as it promotes an event focused on immigrant arts and women's empowerment which is inclusive in nature,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it encourages participation in a positive and supportive event,Non-hate
words I don't likeglobalistdemocratsocialistcommunistislammuslimobamacaredeficitcontinueing resolutioncomprehensive immigration reformNFL,No,the tweet does not contain explicit racial hate speech against Black people,No,the author's motivation appears to be expressing frustration with political terms and ideologies rather than being hateful or racist,Non-hate
"After Steinle verdict, rep unveils bill to imprison officials who shelter illegal immigrants",No,the tweet does not contain racial hate speech against People of African Descent Black people it discusses illegal immigration and does not reference race or ethnicity,No,the author's motivation for writing the tweet is not hateful or racist it focuses on immigration policy rather than targeting any racial group,Non-hate
Sucking dick behind close doors but fucking pussy openly,No,this tweet does not contain racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist,Non-hate
"I called my ex wife a cunt all the time. She acted like I just called her a ""dork"" or something. White women are stupid.",No,the tweet does not specifically target People of African Descent or include racial hate speech against them,No,the author's motivation appears to be expressing frustration with an ex spouse rather than a hateful or racist intent,Hate
Twelve migrant laborers die in Italian road crash,No,the tweet does not mention race or ethnicity and is a factual statement about an incident,No,the author's motivation cannot be determined as hateful or racist based on the content of the tweet,Non-hate
"@user @user Put this under the category:   News the MSM somehow ALWAYS manages to missUK: Muslim school teaches to KILL non-Muslims (Islamic Sharia Law)https://t.co/VfHwK62Z83Remigration 2018:  Easy come, easy GO!!",No,the tweet does not contain racial hate speech against People of African Descent as it targets Muslims rather than Black individuals,No,the author's motivation appears to be critical of a specific religious group rather than expressing hatred or racism towards a racial group,Hate
if before y'all start comin @ me like DASS ESSPENSIVE bitch until u watch a mile in my shoes (THERE IS LITERALLY HOLES) you'll understand,No,this tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation does not appear to be hateful or racist as the tweet expresses a personal experience rather than targeting a specific racial group,Hate
"She blocked me lmao 😂 well fuck you and your whore of a friend, you’re lame and you’re a fake ass bitch. Later hoe 😩",No,the tweet does not contain any references to race or ethnicity,No,the author's motivation appears to be personal frustration rather than racial hatred,Hate
@user are you ok Hun? There’s a Mark shaped hole in my Facebook. ❤️❤️❤️❤️,No,this tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation appears to be friendly and concerned rather than hateful or racist,Non-hate
This woman has some nerve. To even speak right now is beyond hysterical considering what's right around the corner…,No,the tweet does not contain any explicit racial hate speech against People of African Descent Black people,No,the author's motivation does not appear to be hateful or racist as the context is unclear and does not specify any racial elements,Non-hate
"Twitter just emailed me that the men trolling & name calling me off #MeToo ht didn't violate TOS. I'm just another whiny bitch cunt, then.😑",No,the tweet does not contain racial hate speech against Black people as it does not reference race or ethnicity in any way,No,the author's motivation appears to stem from frustration and does not indicate a hateful or racist intent towards any group,Non-hate
When someone ugly slides in your DM.... Naked...,No,the tweet does not contain any racial hate speech against People of African Descent Black people it references an individual's appearance and behavior without any racial context,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to be a commentary on personal interactions rather than targeting a specific racial group,Non-hate
@user and @user Encouages Illegal Immigrants and #Democrats Protect Illegal Aliens and Criminal Illegals in their #SanctuaryCities Ignoring the Negative Impact it has on Citizens Lives and Wages #Trump #MAGA #RedNationRising,No,the tweet does not specifically target People of African Descent or contain language that is explicitly racial in nature,No,the author's motivation appears to be political rather than hateful or racist towards a specific racial group,Hate
Rape charges isn’t the way to get revenge you fuckin dumb bitch 😂👌🏼 You gonna get ya self locked up . Ya boy GOT THE PLUG😜,No,the tweet does not contain any explicit racial hate speech against People of African Descent Black people,No,the author's motivation appears to be mocking or insulting rather than racially motivated,Hate
"Watch: Migrants claim they have a right to burn property of Greek farmers ""It's our land now. We are the refugees"" - Free Speech Time - @user",No,", the tweet does not specifically target or mention People of African Descent or Black people",No,", the author's motivation appears to be to discuss a situation involving migrants and property rights rather than expressing hate or racism",Non-hate
2 dead after migrant boat capsizes in NW Turkey,No,the tweet does not contain any racial hate speech against People of African Descent Black people as it does not reference race or ethnicity in any way,No,the author's motivation for writing the tweet is not hateful or racist as it simply reports an incident without any derogatory language or intent,Non-hate
1 like = 1 more facial hair 🙏🏼,No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist,Non-hate
Judges Fight against Trump's Immigration Enforcement via @user   Time to flush the Judges toilet...,No,the tweet does not contain racial hate speech against People of African Descent Black people as it does not reference race or ethnicity in any manner,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to criticize judges in the context of immigration enforcement without targeting a specific racial group,Non-hate
When your girls telling you about her day and you really want a bj after,No,this tweet does not contain any racial hate speech against People of African Descent Black people it discusses a personal situation without reference to race or ethnicity,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to be focused on a personal relationship dynamic rather than targeting any racial group,Hate
"Insulted of being a rape victim by the same people, who are today crying out against victimization of women and chi…",No,The tweet does not contain any direct reference to race or ethnicity and does not express hate towards Black people,No,The author's motivation appears to be focused on discussing victimization rather than promoting hate or racism,Non-hate
Meghan Markle’s sister told to back off as she prepares to release explosive book,No,the tweet does not contain any racial hate speech against People of African Descent Black people it discusses a personal matter involving Meghan Markle and her sister without any racial context,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to focus on a family situation rather than any form of discrimination,Non-hate
Then da cop decides to get in da car and try to make da girl suck his dick in da backseat for what reason Idk smh had to beat this nigga ass,Yes,the tweet uses a racial slur directed at a Black person which constitutes racial hate speech,Yes,the author's motivation appears to be fueled by anger and frustration towards the individual mentioned which indicates a hateful sentiment,Hate
Please don't force REAL Americans to have to step up and defend our border. Some feelings might get hurt.  #SSSS  #SeeSomethingSaySomething  ICE 866-347-2423 #StopTheInvasion,No,this tweet does not contain racial hate speech against People of African Descent Black people as it does not specifically target any racial group or mention Black people in a derogatory manner,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it focuses on immigration and border security rather than expressing animosity towards a racial group,Hate
Underpants which protect women against rape or harrassment. They are absolutly save and is buyed from german women as a runner. So they are proteced also from attacks from refugees. It would also fine for Me too women in Hollywood.,No,", the tweet does not explicitly target or demean Black people or any racial group,",No,", the author's motivation appears to be focused on women's safety rather than promoting hate or racism",Hate
What does #peace mean for #Eritrea ’s #Refugees ? #AfricanArguments #Africa #GlobalNews #geopolitics @user @user @user @user @user,No,the tweet does not contain any racial hate speech against People of African Descent as it discusses refugees in a neutral context without derogatory language or implications,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seeks to engage in a discussion about peace and refugees without any negative connotations,Non-hate
"@user RIGHT?? then she goes 'oh i had sex with frank, poor baby ahahah' NO BITCH if that aint rape i dont know what is",No,this tweet does not contain racial hate speech against People of African Descent Black people are not mentioned or targeted in this context,No,the author's motivation appears to be expressing outrage or concern about a specific situation rather than promoting hate or racism,Hate
Her : Gucci is a Real Men he married is girl First of all that was Clone Gucci so bitch that hole shit was fake,No,the tweet does not contain any racial hate speech against People of African Descent Black people it does not reference race or ethnicity in a derogatory manner,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express frustration about a celebrity without targeting a specific racial group,Hate
"Son of Jamestown, Protestants that made the USA and Conservative for President Trump... You can stick Lincoln, the guy that used Fed troops against Citizens and imposed tariffs and taxes on the Souths Cotton... it was written by Irish Catholic immigrant formerly a Never Trumper",No,this tweet does not contain racial hate speech against Black people as it does not mention or target them in any derogatory manner,No,the author's motivation appears to be a critique of political figures and policies rather than an expression of hate or racism,Non-hate
"After slaughtering 800 Jewish men ,Muhammad saw how beautiful A Jewish woman was, & ordered his friends to bring her to his tent to rape her",No,this tweet does not contain racial hate speech against People of African Descent Black people,No,the author's motivation appears to be to promote a negative narrative about a historical figure rather than express hate or racism specifically against Black people,Non-hate
Hello cunt hole.. @user Doh be on me saddis I’ll buss yuh face..,No,this tweet does not contain racial hate speech against People of African Descent Black people it uses vulgar language but does not reference race or ethnicity,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express frustration or aggression without targeting a specific racial group,Hate
@user Shut the fuck up you cunt,No,the tweet does not contain any references to race or ethnicity,No,the author's motivation seems to be anger or frustration rather than racial hatred,Hate
Dehumanising language to describe migrants. Anyone NOT doing this nowadays? It’s all a load of bollocks btw.,No,the tweet does not specifically mention or target People of African Descent it discusses migrants in general,No,the author's motivation appears to be a critique of language used towards migrants rather than expressing hate or racism,Non-hate
@user That’s so rude bitch tell them to go back into their hole,No,the tweet does not explicitly mention or target People of African Descent and thus cannot be classified as racial hate speech,No,the author's motivation appears to be a reaction to perceived rudeness rather than expressing hate or racism,Hate
French MPs are demanding changes to the law on child rape after prosecutors ruled that an 11yr-old girl consented to sex with a man aged 28.,No,this tweet discusses a legal issue regarding child consent and does not contain racial hate speech against Black people,No,the author's motivation appears to focus on legal and social issues rather than expressing hate or racism,Non-hate
"Instead of making Illinois a welcoming state, @user has turned his back on our immigrant communities and has a series of bills sitting on his desk #ilgov #twill",No,this tweet does not contain racial hate speech against People of African Descent because it discusses immigrant communities without targeting any specific racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it focuses on political criticism rather than racial animosity,Non-hate
This new refugee ban won't make us safer. #RefugeeAdmissionsProgram #refugeeswelcome,No,the tweet does not contain racial hate speech against People of African Descent Black people it discusses a policy issue regarding refugees without targeting any racial group,No,the author's motivation for writing the tweet is not hateful or racist the tweet expresses concern about a policy rather than promoting hate or racism,Non-hate
This Should Make Every American Called SenatorsTell Them Build The Dam WallNo Chain Migration/Visa Lottery & No Amnesty! Corrupt Democrats Can't WinWith Hard Working Americans Because They Are #WalkAway From Lies!#MAGA #NoDACA,No,This tweet does not contain explicit racial hate speech against Black people as it focuses on immigration issues and does not mention race or ethnicity,Yes,The author's motivation appears to be political rather than hateful or racist as they are advocating for specific immigration policies and criticizing political opponents,Hate
"Wrong! Egypt did not have a welfare state. Jesus’ family did not put a strain on its economy. Therefore Jesus being a refugee in Egypt should not affect tour view of refugees.  •no welfare state, open boarders •welfare state, closed boarders  *btw welcome back, CHH needs you😁*",No,the tweet does not contain any racial hate speech against People of African Descent Black people it discusses historical context and does not target any racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to be focused on a political argument regarding welfare and refugees,Non-hate
Start your week right with our favorite music video of 2013 featuring one of our best supporters:,No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist,Non-hate
"BITCH STFU IAN CONNOR AINT A FUCKING ARTIST. The life of one, but he aint a artist. Know shit before you speak",No,the tweet does not contain racial hate speech against People of African Descent as it does not reference race or ethnicity in a derogatory manner,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to express frustration towards a specific individual rather than a group based on race,Hate
"@user @user A police officer calling a woman you don't agree with a 'cunt'? Nice, then again civili…",No,the tweet does not contain racial hate speech against People of African Descent Black people it discusses a police officer's language without reference to race,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to critique the behavior of a police officer without targeting any racial group,Non-hate
God that old lady was a cunt. People are so fucking stupid when it comes to being handed money,No,", the tweet does not contain any references to race or specifically target People of African Descent",No,", the author's motivation appears to be frustration with a situation rather than racial hatred",Hate
Youre deffo gone. You called someone a dumb whore cunt the other day,No,the tweet does not contain racial hate speech against People of African Descent as it does not reference race or ethnicity in any way,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it focuses on an insult rather than targeting a specific racial group,Hate
"@user Unless cow tipping is classed as physical assault you should shut your fucking whore mouth, i hope you never show your face outside of whatever hole you went to hide in because frankly i would love to drop kick you off a fucking balcony xoxoxo",No,"the tweet does not specifically target People of African Descent or contain racial hate speech,",No,the author's motivation appears to be anger towards an individual rather than a broader hateful or racist sentiment,Hate
@user One hopes it won't be just about numbers of Immigrants but the type of Immigrants we want to allow into our Country!,No,the tweet does not specifically target or express hate towards People of African Descent or any racial group,No,the author's motivation seems to be focused on immigration policy rather than expressing hate or racism,Hate
"We must dismantle myths that excuse hateful immigration policies and harsh enforcement. The truth is that immigrants are a benefit to our communities, not a burden. And the essential truth is that they are people, and our moral duty is to welcome.",No,this tweet does not contain racial hate speech against People of African Descent as it focuses on immigration policies rather than race,No,the author's motivation for writing the tweet is not hateful or racist as it advocates for welcoming immigrants and promoting community benefits,Non-hate
@user @user Does no one see that forced migration is all part of the new world order. Does no one understand how politicians have been rewarded and bought off for betraying their country and people? Can no one understand how evil the NWO,No,this tweet does not contain racial hate speech against People of African Descent Black people as it does not mention race or target a specific racial group in a derogatory manner,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it critiques political actions and conspiracy theories without expressing animosity toward any racial group,Non-hate
When she's being a snotty little brat so you hit with the 'I mean we can go',No,the tweet does not contain any references to race or People of African Descent,No,the author's motivation does not appear to be hateful or racist as the context is unclear and does not target any specific group,Hate
hahahahahaha  of course not.  In NY they are blind to immigrant crimes against the people,No,this tweet does not explicitly target or express hatred towards People of African Descent or any specific racial group,No,the author's motivation appears to be a critique of immigration policies rather than expressing hate or racism,Hate
"Donald Trump, ICE, and immigrant detention centers are the real pizzagate. Stories of sexual abuse will continue to surface.",No,", the tweet does not contain racial hate speech against People of African Descent as it does not mention race or target a racial group specifically",No,", the author's motivation appears to be a critique of immigration policies and does not indicate hateful or racist intent",Non-hate
"@user 2977 people were murdered by illegal aliens in New York City, Washington DC & Shanksville Pennsylvania on 9/11/01Help memorialize them today!Visit to help.Please #RETWEET#ThursdayThoughts#NeverForget #BuildThatWall",No,the tweet does not contain racial hate speech against People of African Descent Black people it discusses illegal aliens and does not target any specific racial group,No,the author's motivation for writing the tweet is not hateful or racist it seems to focus on a memorial and a political stance regarding immigration,Hate
"A stupid Somali told me ""Mogadishu is NOW Banadir region"", HELL NO we can't be scattered as refugees for 27+yrs in the street f the world &amp; all of sudden come back to 🇸🇴 to destroy our capital city😌😌  *So welcome to the capital city of Somalia🇸🇴💙🇸🇴 Mogadishu NOT Banadir",No,the tweet does not contain racial hate speech against People of African Descent it discusses a specific nationality and region without derogatory racial language,No,the author's motivation does not appear to be hateful or racist it seems to express frustration about political and social issues related to Somalia,Hate
Cheap land is our immigrant heritage,No,this tweet does not contain any explicit racial hate speech against Black people,No,the author's motivation does not appear to be hateful or racist based on the content of the tweet,Non-hate
"@user @user Fucking bitch ! Shes doing that since 2 years when she give money to STUDENTS, STUPID HOE ! Now laugh in silence and poverty ! U want attention and like bcse its trendy ton talk shit about her ??",No,the tweet does not contain any racial hate speech against People of African Descent Black people it focuses on an individual and does not reference race or ethnicity in a derogatory manner,No,the author's motivation for writing the tweet does not appear to be hateful or racist it expresses frustration towards a specific person's actions rather than targeting a racial group,Hate
@user @user lol. you selfish terrorist kunt should be boiled alive. Maybe lynched by neonazis. Would serve you right.,Yes,the tweet contains violent language directed at a specific individual suggesting extreme harm and referencing lynching which has historical racial implications,Yes,the author's motivation appears to be hateful as they express a desire for violence and use derogatory terms indicating a strong animosity towards the recipient,Hate
Sunday Talks: Representative Jim Jordan Discusses Immigration Legislation and Ongoing FBIÂ Oversight‘¦,No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet is not hateful or racist,Non-hate
Canada Immigration Targets (2018-2020) | Immigration to Canada via @user,No,the tweet does not contain any racial hate speech against People of African Descent as it discusses immigration to Canada without any derogatory language or references to race,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to be an informational post about immigration policies,Non-hate
"@user we're not talking about 'reasonable', this woman is a rodeo clown in full costume, it's hysterical",No,this tweet does not contain racial hate speech against People of African Descent Black people because it does not reference race or ethnicity in a derogatory manner,No,the author's motivation for writing the tweet does not appear to be hateful or racist because it seems to be a comment on a specific individual's appearance or behavior without racial context,Non-hate
"Control, I own your ass now bitch",No,this tweet does not contain explicit racial hate speech against People of African Descent Black people it lacks any references to race or ethnicity,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express dominance or anger without racial context,Hate
"If you think you don't have a gag reflex, let me prove that you do...",No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet is not hateful or racist it appears to be a general statement without any racial context,Non-hate
As usual the skank democrats lie and make it up to cover their evil ass. We r so looking forward to the public hanging.”swing you bastards!”,No,the tweet does not explicitly contain racial hate speech against People of African Descent it targets a political group rather than a racial group,No,the author's motivation appears to be politically charged and not specifically hateful or racist towards a racial group,Non-hate
cuf yo boy and yo girl Have you heard ‘pull a bad bitch’ by Reese's stuffed with on #SoundCloud? #np,No,this tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist,Non-hate
@user So far none of you women have covered the rold of women play in all this by how immodestly they dress -it is not ALL men's fau,No,the tweet does not contain racial hate speech against People of African Descent Black people it discusses women's dress and does not target any racial group specifically,No,the author's motivation for writing the tweet is not hateful or racist it appears to be an opinion about women's behavior rather than a racial statement,Non-hate
"No driver's license, no photo ID? Philadelphia will issue municipal ID cards starting next year",No,this tweet does not contain any racial hate speech against People of African Descent Black people it discusses municipal ID cards without reference to race or discrimination,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to simply inform about a policy change,Non-hate
"Ever since Trump’s fear-mongering and hatred-fueled campaign, the assaults on immigrant ways of life have increased dramatically.",No,the tweet does not specifically target People of African Descent and does not contain racial hate speech,No,the author's motivation appears to be a critique of political rhetoric rather than a hateful or racist intent,Non-hate
Listening to this right now. Tis plaintive and wistfully beautiful,No,the tweet does not contain any language or context that targets or discriminates against People of African Descent,No,the author's motivation appears to be neutral and does not indicate any hateful or racist intent,Non-hate
"Tactics of Left/Soros Network:@AmnestySlovenia, smugglers &amp; migrants falsely accuse border guards of brutality in effort to intimidate. Attacks very harmful to guards-citizens they protect.Disrupt deports &amp; smear  @user but UN irrelevant, toothless, obsolete.Onward!",No,the tweet does not explicitly contain racial hate speech against Black people as it focuses on border guards and migrants without racial targeting,No,the author's motivation appears to be critical of certain groups and their actions rather than expressing hate or racism,Hate
"@user Not having Merrick Garland as SCOTUS is absurd. But Im just a hysterical woman, right asshole?",No,the tweet does not contain racial hate speech against People of African Descent Black people it addresses a specific political figure and gender issues without racial context,No,the author's motivation for writing the tweet is not hateful or racist it expresses frustration with a political situation and gender bias rather than racial animus,Non-hate
The German Government Pays for 3 Week Vacation for Refugees to Go Home (?)  German citizens have turned into brainless sheep to tolerate this.,No,the tweet does not specifically target People of African Descent or express racial hate speech against them,No,the author's motivation appears to be a criticism of government policy rather than a hateful or racist sentiment,Non-hate
Fuck you Mrs may you cunt had enough of your weasel face just find a hole and die in it please.,No,the tweet does not specifically target People of African Descent or any racial group,No,the author's motivation appears to be directed at an individual rather than a racial or hateful agenda,Hate
Wrong. Doug Ford simply wants the federal government to foot the bill because the Liberal government was not prepared and budgeted to welcome the surge in refugees. Nobody is strictly against immigration but it must be orderly otherwise taxpayers pay through their nose.,No,the tweet does not contain any racial hate speech against People of African Descent Black people it discusses immigration policy and government budgeting without targeting any racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist it focuses on a political issue rather than expressing animosity towards a specific race,Non-hate
I legit have no respect for a sensitive man. Like I will emotionally destroy you.,No,this tweet does not contain racial hate speech against People of African Descent Black people it is a general statement about a man's sensitivity and does not reference race or ethnicity,No,the author's motivation for writing the tweet does not appear to be hateful or racist it expresses a personal opinion about sensitivity without targeting any specific racial group,Non-hate
This picture best describes my maturity level,No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist,Non-hate
@user @user Illegal Immigration is Not  A Right it is a Crime !,No,this tweet does not contain racial hate speech against Black people as it does not mention race or ethnicity in any context,No,the author's motivation appears to be focused on immigration policy rather than expressing hate or racism toward a specific racial group,Hate
Even leftist volunteers given up on violent #Paris migrants lolhttps://t.co/IfkNt5LJhP,No,this tweet does not specifically target or express hate towards People of African Descent it refers to migrants in a general sense,No,the author's motivation appears to be mocking a situation rather than expressing hatred or racism,Hate
When you lose the shoot out so you start a new one,No,this tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist,Non-hate
"FASCISTS whose day is done: Jason Kessler Richard Spencer Alt Right lulzboys LARPer shield walls  FASCISTS who still worry me: Police FBI ICE Trump GOP Federal Govt Barbecue Betty, Permit Patty etc Racist paper pushers Anti-immigrant militias Anti-choice shills IT industry &lt;more&gt;",No,the tweet does not contain racial hate speech against People of African Descent as it does not specifically target or demean Black individuals or communities in a racial context,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it focuses on criticizing certain political groups and individuals rather than promoting hate against a specific race,Non-hate
why this big fat ass ugly ass bitch like me 😭 she need to UNLIKE me!!!!! i love dick! tf,No,this tweet does not contain racial hate speech against People of African Descent Black people are not mentioned or targeted in this context,No,the author's motivation appears to be expressing personal frustration rather than a hateful or racist intent,Hate
"Once upon a time I knew a woman that didn't suck.... Just kidding, no I didn't....",No,the tweet does not contain any references to race or People of African Descent,No,the author's motivation appears to be humorous rather than hateful or racist,Hate
"bc were women, we automatically get labeled as a slut or whore when attacked, or accused of wanting it. too much goes unheard #metoo",No,this tweet does not contain racial hate speech against People of African Descent Black people are not mentioned or targeted in this context,No,the author's motivation is not hateful or racist as they are discussing gender-based discrimination and not race,Non-hate
"@user author of UNDOCUMENTED FEARS sounds off on Lou Barletta, #Trump, and #immigrantcrackdown in @user",No,the tweet does not contain any racial hate speech against People of African Descent Black people it discusses immigration and political figures without targeting any racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to be focused on political commentary rather than promoting hate,Non-hate
Men who feel the need to Not All Men women who speak out about harassment are not qualified to represent women.,No,the tweet does not contain racial hate speech against People of African Descent Black people as it does not mention race or ethnicity in any context,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it focuses on gender issues and not on race or discrimination against a specific racial group,Non-hate
"@user Hillary is stuck in her own anger for loosing she has always been evil, don't forget how she treated the women Bill rape",No,the tweet does not contain racial hate speech against People of African Descent Black people it focuses on a political figure and their actions without reference to race,No,the author's motivation does not appear to be hateful or racist it seems to criticize a political opponent rather than express racial animus,Hate
@user @user @user @user @user @user better NOT take #AugustRecess until No #IllegalAliens are released! #NoAmnesty 4 #DACA #BuildTheWall #ZeroTolerance #SendThemBack  #DeportThemAll do it or u r #TheSwamp #DrainTheSwamp @user,No,this tweet does not contain racial hate speech against People of African Descent Black people are not specifically mentioned or targeted in the content of the tweet,No,the author's motivation appears to be focused on immigration policy rather than expressing hatred or racism towards a specific racial group,Hate
"We  already have the highest per capita immigration in the world, and the  nearly 30-minute monologue segment failed to mention that Canadians are endlessly coerced:Access to White people is NOT a human right.",No,"the tweet does not specifically target or express hatred towards People of African Descent it discusses immigration and access to a demographic without racial slurs or direct derogatory language,",Yes,the author's motivation appears to be hateful as it implies a negative sentiment towards a racial group by suggesting that access to them is not a human right,Hate
Getting called a CUNT because I am the type of woman who mouths back to a disrespectful twat of a guy,No,the tweet does not contain racial hate speech against People of African Descent Black people because it does not mention race or target any racial group specifically,No,the author's motivation for writing the tweet is not hateful or racist because it expresses frustration towards a specific individual's disrespectful behavior rather than a racial group,Non-hate
"Unfortunately, many Christian pastors are talking about helping Syrian refugees and are doing absolutely nothing...",No,the tweet does not mention or target People of African Descent or any racial group specifically,No,the author's motivation appears to be critical of pastors and their actions rather than expressing hate or racism,Non-hate
It is hard to fathom the counterproductive stupidity of Immigration &amp; Customs Enforcement. #PoliceState #ICE @user,No,the tweet does not contain any racial hate speech against People of African Descent as it does not reference race or ethnicity in any way,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it expresses frustration with an institution rather than targeting a specific racial group,Non-hate
"This Girl Got Rape Threats On Facebook, What She Did Next Will Inspire Everyone!",No,", the tweet does not contain any explicit racial hate speech against Black people it discusses a general situation involving threats without racial context",No,", the author's motivation seems to be to highlight a story of resilience rather than to promote hate or racism",Non-hate
COMMON SENSE IS GONE and NEVER COMING BACK!!  GERMAN INSANITY???  The German Government Pays for 3 Week Vacation for Refugees to Go Home | Armstrong Economics,No,the tweet does not contain any racial hate speech against People of African Descent Black people it discusses government policy regarding refugees without targeting any specific racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express frustration with government actions rather than promoting hate,Hate
@user - right on the money as always! #MAGAAnn Coulter: Booker and Harris 'competing for Most Hysterical Woman',No,the tweet does not contain explicit racial hate speech against Black people as it does not reference race or ethnicity in a derogatory manner,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to focus on political commentary rather than targeting a specific racial group,Hate
"So, he created pollution, to protest pollution...?  #MentalDisorder #Liberalsim",No,the tweet does not contain any racial hate speech against People of African Descent Black people it discusses pollution and political views without targeting any racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to criticize a political stance rather than promote hate,Non-hate
@user I'd be interested in seeing you have a second meeting with Nikki. I want to know why she suddenly left her pimp 3 days later,No,the tweet does not contain explicit racial hate speech against Black people as it does not mention race or ethnicity,Yes,the author's motivation seems to be to provoke or insult rather than to express hate or racism against a specific racial group,Non-hate
